step,domain,sector,need,available,gap,satisfaction,priority,labor share,contribution time,stock or capacity,boundary penalty,truth error,democratic quality,activated flows
1,energy,energy infrastructure,8101922881.322129,1758935116.88138,0.782899,0.217101,0.524491,0.064981,2004403936.468832,1758935116.88138,1.0,0.16366,0.637807,218
1,shelter,social infrastructure,8101922881.322129,10890680032.871338,0.0,1.0,0.47328,0.058183,1798332853.093123,10890680032.871338,1.0,0.16366,0.637807,192
1,health,care reproduction,1760908990.535967,4094463897.868134,0.0,1.0,0.479273,0.060007,1849059668.255113,4094463897.868134,1.0,0.16366,0.637807,192
1,care,care reproduction,1698829950.012706,3838523010.787681,0.0,1.0,0.480411,0.059358,1827008664.293017,3838523010.787681,1.0,0.16366,0.637807,192
1,education,knowledge reproduction,1685589123.979012,3509758628.545136,0.0,1.0,0.429232,0.052863,1626513788.571849,3509758628.545136,1.0,0.16366,0.637807,192
1,mobility,logistics circulation,1714568160.995739,2803377844.650136,0.0,1.0,0.501155,0.059839,1846799139.869599,2803377844.650136,1.0,0.16366,0.637807,192
1,manufacturing,material transformation,742775706.158049,2135226345.825503,0.0,1.0,0.467777,0.056758,1756099944.083398,2135226345.825503,1.0,0.16366,0.637807,96
1,storage,resilience capacity,821332467.973755,2576903884.504206,0.0,1.0,0.443333,0.052512,1621612793.630958,2576903884.504206,1.0,0.16366,0.637807,96
1,governance,institutional coordination,635014622.035067,2380091671.19492,0.0,1.0,0.521315,0.061548,1895720916.35841,2380091671.19492,1.0,0.16366,0.637807,192
1,knowledge,knowledge reproduction,612666983.118715,2845384466.379837,0.0,1.0,0.469496,0.055802,1718440785.94375,2845384466.379837,1.0,0.16366,0.637807,192
1,resilience,risk protection,773686642.536432,2713946752.858082,0.0,1.0,0.511202,0.060745,1866718141.526079,2713946752.858082,1.0,0.16366,0.637807,192
1,repair,circular industry,0.0,2087818294.412655,0.0,1.0,0.421508,0.052418,1618003143.991421,2087818294.412655,1.0,0.16366,0.637807,96
1,ecology,planetary regeneration,2875683893.205462,5117916455.537173,0.0,1.0,0.668531,0.081875,2526505484.900479,0.0,1.0,0.16366,0.637807,96
1,waste,material difference resolution,810192288.132214,637805157.523461,0.212773,0.787227,0.818159,0.096599,2981690631.618498,172387130.608752,1.0,0.16366,0.637807,96
2,water,primary reproduction,8103758677.958549,2820725864.552683,0.651924,0.348076,0.600984,0.074116,2305798892.834611,2820725864.552683,1.0,0.159047,0.637808,228
2,food,primary reproduction,8103758677.958549,988292800.936371,0.878045,0.121955,0.647925,0.083522,2593918430.019259,988292800.936371,1.0,0.159047,0.637808,248
2,energy,energy infrastructure,8103758677.958549,123857448.716013,0.984716,0.015284,0.756985,0.093425,2913383489.5265,123857448.716013,1.0,0.159047,0.637808,210
2,shelter,social infrastructure,8103758677.958549,13846446828.112127,0.0,1.0,0.454251,0.057586,1801198839.256444,13846446828.112127,1.0,0.159047,0.637808,192
2,health,care reproduction,1752302030.719289,6156726105.533739,0.0,1.0,0.466208,0.060153,1880664785.644957,6156726105.533739,1.0,0.159047,0.637808,192
2,care,care reproduction,1699214684.41853,5887421763.020243,0.0,1.0,0.445648,0.057,1782048635.136688,5887421763.020243,1.0,0.159047,0.637808,192
2,education,knowledge reproduction,1681050271.821828,5088962827.712346,0.0,1.0,0.407245,0.051809,1620213018.618513,5088962827.712346,1.0,0.159047,0.637808,192
2,mobility,logistics circulation,1714956810.238485,3833990558.660358,0.0,1.0,0.379927,0.047477,1484526490.833328,3833990558.660358,1.0,0.159047,0.637808,192
2,manufacturing,material transformation,739174772.250194,3190066207.865186,0.0,1.0,0.436227,0.054722,1711299711.142992,3190066207.865186,1.0,0.159047,0.637808,96
2,storage,resilience capacity,1070804277.945463,4431904451.238873,0.0,1.0,0.43107,0.052532,1642994249.20569,4431904451.238873,1.0,0.159047,0.637808,96
2,governance,institutional coordination,633579234.077407,4014868095.020033,0.0,1.0,0.447523,0.054815,1714627442.005315,4014868095.020033,1.0,0.159047,0.637808,192
2,knowledge,knowledge reproduction,611228123.380228,5010718614.627465,0.0,1.0,0.440113,0.053968,1688470135.281801,5010718614.627465,1.0,0.159047,0.637808,192
2,resilience,risk protection,945952546.655352,4412117576.626302,0.0,1.0,0.448843,0.055369,1731621038.156545,4412117576.626302,1.0,0.159047,0.637808,192
2,repair,circular industry,0.0,2181303524.756818,0.0,1.0,0.4234,0.054055,1689998352.90164,2181303524.756818,1.0,0.159047,0.637808,96
2,ecology,planetary regeneration,2831707333.5856,5210924927.593362,0.0,1.0,0.667494,0.083949,2623014235.661994,0.0,1.0,0.159047,0.637808,96
2,waste,material difference resolution,810375867.795855,636860598.442051,0.214117,0.785883,0.523421,0.065502,2047886768.936936,173515269.353804,1.0,0.159047,0.637808,96
3,water,primary reproduction,8105247664.275131,272686907.353219,0.966357,0.033643,0.748832,0.088077,2764704071.810184,272686907.353219,1.0,0.154364,0.637808,207
3,food,primary reproduction,8105247664.275131,87094728.845705,0.989255,0.010745,0.817095,0.099704,3139075234.383337,87094728.845705,1.0,0.154364,0.637808,201
3,energy,energy infrastructure,8105247664.275131,17112057.352121,0.997889,0.002111,0.82637,0.098093,3098482557.041361,17112057.352121,1.0,0.154364,0.637808,194
3,shelter,social infrastructure,8105247664.275131,16689020575.938288,0.0,1.0,0.447101,0.054934,1737304086.873431,16689020575.938288,1.0,0.154364,0.637808,192
3,health,care reproduction,1751109561.193359,8120994683.344103,0.0,1.0,0.459058,0.057419,1815103381.189722,8120994683.344103,1.0,0.154364,0.637808,192
3,care,care reproduction,1699526168.469712,7821546402.918243,0.0,1.0,0.438497,0.054366,1718547340.582682,7821546402.918243,1.0,0.154364,0.637808,192
3,education,knowledge reproduction,1676436251.330582,6565078936.816356,0.0,1.0,0.400096,0.049341,1560129845.58212,6565078936.816356,1.0,0.154364,0.637808,192
3,mobility,logistics circulation,1715271523.823344,4773656641.328884,0.0,1.0,0.372331,0.045099,1426041696.608658,4773656641.328884,1.0,0.154364,0.637808,192
3,manufacturing,material transformation,737461630.42155,4204850006.0622,0.0,1.0,0.429196,0.052174,1649734569.43588,4204850006.0622,1.0,0.154364,0.637808,96
3,storage,resilience capacity,1157942706.70215,6215304708.224609,0.0,1.0,0.42392,0.050042,1582492728.283152,6215304708.224609,1.0,0.154364,0.637808,96
3,governance,institutional coordination,632305248.691684,5571686254.822696,0.0,1.0,0.440373,0.052249,1652519418.663988,5571686254.822696,1.0,0.154364,0.637808,192
3,knowledge,knowledge reproduction,609762074.739083,7085536965.769909,0.0,1.0,0.432963,0.051431,1626958627.048211,7085536965.769909,1.0,0.154364,0.637808,192
3,resilience,risk protection,1117709406.303076,5896991306.846493,0.0,1.0,0.441693,0.052784,1669105661.722323,5896991306.846493,1.0,0.154364,0.637808,192
3,repair,circular industry,0.0,2261078298.858269,0.0,1.0,0.416251,0.051514,1628413526.323693,2261078298.858269,1.0,0.154364,0.637808,96
3,ecology,planetary regeneration,2789209168.966452,5300438627.331067,0.0,1.0,0.657307,0.080119,2530833229.678804,0.0,1.0,0.154364,0.637808,96
3,waste,material difference resolution,810524766.427513,624043179.72194,0.230075,0.769925,0.516833,0.062653,1980325610.888754,186481586.705574,1.0,0.154364,0.637808,96
4,water,primary reproduction,8106558644.199417,14212057.61357,0.998247,0.001753,0.861246,0.098983,3140254185.088437,14212057.61357,1.0,0.149618,0.637808,194
4,food,primary reproduction,8106558644.199417,9340723.922191,0.998848,0.001152,0.858348,0.102497,3252849300.801689,9340723.922191,1.0,0.149618,0.637808,193
4,energy,energy infrastructure,8106558644.199417,16603061.036782,0.997952,0.002048,0.830772,0.09684,3075615900.276531,16603061.036782,1.0,0.149618,0.637808,194
4,shelter,social infrastructure,8106558644.199417,19487785921.456886,0.0,1.0,0.446982,0.053944,1714070285.000961,19487785921.456886,1.0,0.149618,0.637808,192
4,health,care reproduction,1753655798.907844,10042317417.452738,0.0,1.0,0.458939,0.056387,1790883022.583597,10042317417.452738,1.0,0.149618,0.637808,192
4,care,care reproduction,1699800481.517302,9715009947.833696,0.0,1.0,0.438377,0.05339,1695648370.07126,9715009947.833696,1.0,0.149618,0.637808,192
4,education,knowledge reproduction,1671784132.753695,8007120613.800778,0.0,1.0,0.399977,0.048449,1539144857.001213,8007120613.800778,1.0,0.149618,0.637808,192
4,mobility,logistics circulation,1715548947.550906,5683329587.565923,0.0,1.0,0.372211,0.044285,1406899594.115669,5683329587.565923,1.0,0.149618,0.637808,192
4,manufacturing,material transformation,736501111.498073,5204422189.36109,0.0,1.0,0.429135,0.05124,1627880460.971679,5204422189.36109,1.0,0.149618,0.637808,96
4,storage,resilience capacity,1166362857.501832,7971646708.759022,0.0,1.0,0.423801,0.049139,1561276571.270113,7971646708.759022,1.0,0.149618,0.637808,96
4,governance,institutional coordination,631103335.397815,7100732858.973064,0.0,1.0,0.440254,0.051309,1630459680.466855,7100732858.973064,1.0,0.149618,0.637808,192
4,knowledge,knowledge reproduction,608282249.846894,9131704582.629812,0.0,1.0,0.432844,0.050503,1605172001.784392,9131704582.629812,1.0,0.149618,0.637808,192
4,resilience,risk protection,1135301404.301264,7336959503.630015,0.0,1.0,0.441573,0.051836,1646866184.073002,7336959503.630015,1.0,0.149618,0.637808,192
4,repair,circular industry,0.0,2349112827.713893,0.0,1.0,0.416131,0.050588,1606658432.185785,2349112827.713893,1.0,0.149618,0.637808,96
4,ecology,planetary regeneration,2747632763.004695,5387815801.633074,0.0,1.0,0.654263,0.078391,2487532729.092954,0.0,1.0,0.149618,0.637808,96
4,waste,material difference resolution,810655864.419942,614116117.564083,0.242445,0.757555,0.523048,0.062219,1975080551.356378,196539746.855859,1.0,0.149618,0.637808,96
5,water,primary reproduction,8107846154.060665,0.0,1.0,0.0,0.872282,0.09995,3182534161.049748,0.0,1.0,0.144808,0.637808,192
5,food,primary reproduction,8107846154.060665,2032728.319168,0.999749,0.000251,0.862225,0.102656,3268152552.353489,2032728.319168,1.0,0.144808,0.637808,193
5,energy,energy infrastructure,8107846154.060665,17041689.668496,0.997898,0.002102,0.831202,0.096635,3076973431.270627,17041689.668496,1.0,0.144808,0.637808,194
5,shelter,social infrastructure,8107846154.060665,22284629359.321815,0.0,1.0,0.447458,0.053855,1715645012.733215,22284629359.321815,1.0,0.144808,0.637808,192
5,health,care reproduction,1756418251.065875,11959441742.617804,0.0,1.0,0.459414,0.056292,1792461645.986797,11959441742.617804,1.0,0.144808,0.637808,192
5,care,care reproduction,1700069859.677024,11612228925.913076,0.0,1.0,0.438852,0.053303,1697224985.127383,11612228925.913076,1.0,0.144808,0.637808,192
5,education,knowledge reproduction,1667125595.804943,9453845553.337917,0.0,1.0,0.400452,0.048374,1540730427.234262,9453845553.337917,1.0,0.144808,0.637808,192
5,mobility,logistics circulation,1715821372.279411,6594943707.255049,0.0,1.0,0.372687,0.044221,1408510053.952593,6594943707.255049,1.0,0.144808,0.637808,192
5,manufacturing,material transformation,735591742.768158,6203575325.952211,0.0,1.0,0.429644,0.051163,1629589257.038664,6203575325.952211,1.0,0.144808,0.637808,96
5,storage,resilience capacity,1167063582.633927,9727094606.805128,0.0,1.0,0.424277,0.049063,1562867102.903184,9727094606.805128,1.0,0.144808,0.637808,96
5,governance,institutional coordination,629894498.591791,8630753406.104763,0.0,1.0,0.440729,0.051227,1632054061.573519,8630753406.104763,1.0,0.144808,0.637808,192
5,knowledge,knowledge reproduction,606800160.477706,11186384129.653666,0.0,1.0,0.43332,0.050424,1606778438.429996,11186384129.653666,1.0,0.144808,0.637808,192
5,resilience,risk protection,1131031256.461042,8780604271.892832,0.0,1.0,0.442049,0.051752,1648451603.376271,8780604271.892832,1.0,0.144808,0.637808,192
5,repair,circular industry,0.0,2444432190.890418,0.0,1.0,0.416607,0.050508,1608242220.372649,2444432190.890418,1.0,0.144808,0.637808,96
5,ecology,planetary regeneration,2706226922.140937,5474807050.4823,0.0,1.0,0.651881,0.077933,2478875353.021008,0.0,1.0,0.144808,0.637808,96
5,waste,material difference resolution,810784615.406067,613450162.058933,0.243387,0.756613,0.52845,0.062644,1994103238.882107,197334453.347133,1.0,0.144808,0.637808,96
6,water,primary reproduction,8109124040.97544,0.0,1.0,0.0,0.873356,0.100002,3192754077.758368,0.0,1.0,0.139934,0.637808,192
6,food,primary reproduction,8109124040.97544,0.0,1.0,0.0,0.862983,0.10267,3277191711.099469,0.0,1.0,0.139934,0.637808,192
6,energy,energy infrastructure,8109124040.97544,18083641.734018,0.99777,0.00223,0.831598,0.096614,3084140756.823297,18083641.734018,1.0,0.139934,0.637808,195
6,shelter,social infrastructure,8109124040.97544,25085500701.56857,0.0,1.0,0.447939,0.053872,1720580789.635555,25085500701.56857,1.0,0.139934,0.637808,192
6,health,care reproduction,1759085297.623935,13878450027.671103,0.0,1.0,0.459896,0.056307,1797535413.520291,13878450027.671103,1.0,0.139934,0.637808,192
6,care,care reproduction,1700337184.024178,13519526495.150923,0.0,1.0,0.439333,0.053319,1702115744.543971,13519526495.150923,1.0,0.139934,0.637808,192
6,education,knowledge reproduction,1662463473.338114,10910600825.455296,0.0,1.0,0.400934,0.048395,1545336929.296024,10910600825.455296,1.0,0.139934,0.637808,192
6,mobility,logistics circulation,1716091731.880384,7512954930.393309,0.0,1.0,0.373169,0.044244,1412873401.451461,7512954930.393309,1.0,0.139934,0.637808,192
6,manufacturing,material transformation,735232559.265027,7204385389.139226,0.0,1.0,0.430158,0.051184,1634477067.572165,7204385389.139226,1.0,0.139934,0.637808,96
6,storage,resilience capacity,1167271817.324743,11485297479.805382,0.0,1.0,0.424759,0.049083,1567516024.248971,11485297479.805382,1.0,0.139934,0.637808,96
6,governance,institutional coordination,628671701.356933,10165807333.05604,0.0,1.0,0.441211,0.051245,1636840639.318108,10165807333.05604,1.0,0.139934,0.637808,192
6,knowledge,knowledge reproduction,605316831.447319,13254781449.061438,0.0,1.0,0.433802,0.050443,1611525045.633121,13254781449.061438,1.0,0.139934,0.637808,192
6,resilience,risk protection,1125391334.48085,10233624437.076546,0.0,1.0,0.44253,0.05177,1653262386.559865,10233624437.076546,1.0,0.139934,0.637808,192
6,repair,circular industry,0.0,2541100773.153666,0.0,1.0,0.417089,0.050527,1612967124.151219,2541100773.153666,1.0,0.139934,0.637808,96
6,ecology,planetary regeneration,2665599518.911464,5559754917.996855,0.0,1.0,0.649517,0.077626,2474984556.49551,0.0,1.0,0.139934,0.637808,96
6,waste,material difference resolution,810912404.097544,613638851.071238,0.243274,0.756726,0.52934,0.062699,2001076743.070772,197273553.026306,1.0,0.139934,0.637808,96
7,water,primary reproduction,8110393692.856193,0.0,1.0,0.0,0.873765,0.099996,3201028506.330392,0.0,1.0,0.134995,0.637808,192
7,food,primary reproduction,8110393692.856193,0.0,1.0,0.0,0.863477,0.102672,3285995023.668473,0.0,1.0,0.134995,0.637808,192
7,energy,energy infrastructure,8110393692.856193,18915622.71149,0.997668,0.002332,0.831967,0.096605,3092002489.725246,18915622.71149,1.0,0.134995,0.637808,195
7,shelter,social infrastructure,8110393692.856193,27891257113.49026,0.0,1.0,0.448416,0.053896,1725957655.64953,27891257113.49026,1.0,0.134995,0.637808,192
7,health,care reproduction,1761631045.533188,15800491425.214285,0.0,1.0,0.460372,0.05633,1803068088.809208,15800491425.214285,1.0,0.134995,0.637808,192
7,care,care reproduction,1700602729.310097,15437859560.953056,0.0,1.0,0.43981,0.053344,1707443435.215146,15437859560.953056,1.0,0.134995,0.637808,192
7,education,knowledge reproduction,1657798037.694005,12378154254.536066,0.0,1.0,0.401411,0.048422,1550340017.172566,12378154254.536066,1.0,0.134995,0.637808,192
7,mobility,logistics circulation,1716360335.716964,8437990116.415741,0.0,1.0,0.373645,0.044273,1417597487.650178,8437990116.415741,1.0,0.134995,0.637808,192
7,manufacturing,material transformation,735578506.97282,8207109132.077928,0.0,1.0,0.430649,0.051211,1639716749.768759,8207109132.077928,1.0,0.134995,0.637808,96
7,storage,resilience capacity,1167434309.882788,13246762739.113472,0.0,1.0,0.425235,0.049109,1572564465.728574,13246762739.113472,1.0,0.134995,0.637808,96
7,governance,institutional coordination,627434282.544026,11706499708.226624,0.0,1.0,0.441688,0.05127,1642047530.681594,11706499708.226624,1.0,0.134995,0.637808,192
7,knowledge,knowledge reproduction,603832363.16542,15337685307.116339,0.0,1.0,0.434278,0.050469,1616684416.730581,15337685307.116339,1.0,0.134995,0.637808,192
7,resilience,risk protection,1119774466.238063,11696683106.152866,0.0,1.0,0.443007,0.051795,1658498579.433784,11696683106.152866,1.0,0.134995,0.637808,192
7,repair,circular industry,0.0,2638562059.702322,0.0,1.0,0.417566,0.050553,1618104841.540502,2638562059.702322,1.0,0.134995,0.637808,96
7,ecology,planetary regeneration,2625594799.105127,5643065591.631884,0.0,1.0,0.647203,0.077337,2471884556.82207,0.0,1.0,0.134995,0.637808,96
7,waste,material difference resolution,811039369.285619,613896377.696423,0.243075,0.756925,0.529809,0.062718,2007006959.962165,197142991.589196,1.0,0.134995,0.637808,96
8,water,primary reproduction,8111655262.868081,0.0,1.0,0.0,0.874166,0.099991,3209707536.264328,0.0,1.0,0.130004,0.637808,192
8,food,primary reproduction,8111655262.868081,0.0,1.0,0.0,0.863878,0.102665,3294859367.308283,0.0,1.0,0.130004,0.637808,192
8,energy,energy infrastructure,8111655262.868081,19882739.139743,0.997549,0.002451,0.832333,0.096598,3100280193.645496,19882739.139743,1.0,0.130004,0.637808,195
8,shelter,social infrastructure,8111655262.868081,30702319010.18279,0.0,1.0,0.448885,0.05392,1731544710.942908,30702319010.18279,1.0,0.130004,0.637808,192
8,health,care reproduction,1764058246.691733,17726352341.254772,0.0,1.0,0.46084,0.056353,1808821356.78754,17726352341.254772,1.0,0.130004,0.637808,192
8,care,care reproduction,1700866528.506951,17367732024.421505,0.0,1.0,0.440278,0.053369,1712978626.154046,17367732024.421505,1.0,0.130004,0.637808,192
8,education,knowledge reproduction,1653129337.618468,13856868627.518606,0.0,1.0,0.401881,0.048449,1555529827.095586,13856868627.518606,1.0,0.130004,0.637808,192
8,mobility,logistics circulation,1716627212.382571,9370353493.62147,0.0,1.0,0.374114,0.044303,1422490290.413949,9370353493.62147,1.0,0.130004,0.637808,192
8,manufacturing,material transformation,736207145.187352,9211848170.889612,0.0,1.0,0.43111,0.051237,1645072279.611742,9211848170.889612,1.0,0.130004,0.637808,96
8,storage,resilience capacity,1167592335.340699,15011752910.752401,0.0,1.0,0.425704,0.049136,1577802462.773189,15011752910.752401,1.0,0.130004,0.637808,96
8,governance,institutional coordination,626182959.749035,13253129522.778906,0.0,1.0,0.442157,0.051296,1647453005.148976,13253129522.778906,1.0,0.130004,0.637808,192
8,knowledge,knowledge reproduction,602346772.173769,17435514333.72703,0.0,1.0,0.434748,0.050495,1622039797.302089,17435514333.72703,1.0,0.130004,0.637808,192
8,resilience,risk protection,1114162496.766301,13170093244.434978,0.0,1.0,0.443476,0.051821,1663935345.122248,13170093244.434978,1.0,0.130004,0.637808,192
8,repair,circular industry,0.0,2736749286.878117,0.0,1.0,0.418035,0.050579,1623437524.185587,2736749286.878117,1.0,0.130004,0.637808,96
8,ecology,planetary regeneration,2586016586.645037,5725254826.097642,0.0,1.0,0.644925,0.077054,2469205261.576844,0.0,1.0,0.130004,0.637808,96
8,waste,material difference resolution,811165526.286808,614131894.847264,0.242902,0.757098,0.530237,0.062734,2013043241.641251,197033631.439544,1.0,0.130004,0.637808,96
9,water,primary reproduction,8112909102.392316,0.0,1.0,0.0,0.874565,0.099985,3218724550.033747,0.0,1.0,0.124975,0.637808,192
9,food,primary reproduction,8112909102.392316,0.0,1.0,0.0,0.864277,0.102659,3304070305.133502,0.0,1.0,0.124975,0.637808,192
9,energy,energy infrastructure,8112909102.392316,21087527.991536,0.997401,0.002599,0.832692,0.09659,3108856382.053462,21087527.991536,1.0,0.124975,0.637808,195
9,shelter,social infrastructure,8112909102.392316,33519067591.614285,0.0,1.0,0.449354,0.053945,1737320175.141728,33519067591.614285,1.0,0.124975,0.637808,192
9,health,care reproduction,1766364722.731868,19656762675.386948,0.0,1.0,0.461308,0.056377,1814770455.594222,19656762675.386948,1.0,0.124975,0.637808,192
9,care,care reproduction,1701128653.485459,19309603257.379925,0.0,1.0,0.440746,0.053393,1718699948.469844,19309603257.379925,1.0,0.124975,0.637808,192
9,education,knowledge reproduction,1648457456.01294,15347078847.086864,0.0,1.0,0.40235,0.048476,1560889582.927072,15347078847.086864,1.0,0.124975,0.637808,192
9,mobility,logistics circulation,1716892436.598949,10310324886.856627,0.0,1.0,0.374583,0.044332,1427539510.601775,10310324886.856627,1.0,0.124975,0.637808,192
9,manufacturing,material transformation,736894506.506605,10218720229.78314,0.0,1.0,0.431561,0.05126,1650570638.518523,10218720229.78314,1.0,0.124975,0.637808,96
9,storage,resilience capacity,1167743437.838034,16780509997.61989,0.0,1.0,0.426171,0.049163,1583212828.693048,16780509997.61989,1.0,0.124975,0.637808,96
9,governance,institutional coordination,624918258.421648,14805973439.57571,0.0,1.0,0.442625,0.051322,1653038326.850776,14805973439.57571,1.0,0.124975,0.637808,192
9,knowledge,knowledge reproduction,600860088.236803,19548611712.91118,0.0,1.0,0.435216,0.050521,1627570586.72695,19548611712.91118,1.0,0.124975,0.637808,192
9,resilience,risk protection,1108554393.095267,14654139774.528866,0.0,1.0,0.443944,0.051847,1669553239.698401,14654139774.528866,1.0,0.124975,0.637808,192
9,repair,circular industry,0.0,2835679812.889971,0.0,1.0,0.418503,0.050605,1628946990.351365,2835679812.889971,1.0,0.124975,0.637808,96
9,ecology,planetary regeneration,2547749061.454361,5803960501.677922,0.0,1.0,0.642675,0.076774,2466823791.043292,0.0,1.0,0.124975,0.637808,96
9,waste,material difference resolution,811290910.239231,614369578.703382,0.242726,0.757274,0.530675,0.062751,2019338822.355539,196921331.535849,1.0,0.124975,0.637808,96
10,water,primary reproduction,8114155466.320153,0.0,1.0,0.0,0.874953,0.09998,3228094153.0881,0.0,1.0,0.119996,0.637808,192
10,food,primary reproduction,8114155466.320153,0.0,1.0,0.0,0.864666,0.102652,3313643265.573914,0.0,1.0,0.119996,0.637808,192
10,energy,energy infrastructure,8114155466.320153,22880429.709723,0.99718,0.00282,0.83303,0.09658,3117727600.463821,22880429.709723,1.0,0.119996,0.637808,195
10,shelter,social infrastructure,8114155466.320153,36341846759.5147,0.0,1.0,0.449807,0.053968,1743261282.914459,36341846759.5147,1.0,0.119996,0.637808,192
10,health,care reproduction,1768549932.570509,21592441669.44878,0.0,1.0,0.461765,0.056399,1820909596.210195,21592441669.44878,1.0,0.119996,0.637808,192
10,care,care reproduction,1701389154.828258,21263925450.851715,0.0,1.0,0.441203,0.053417,1724600989.017188,21263925450.851715,1.0,0.119996,0.637808,192
10,education,knowledge reproduction,1643782457.225296,16849102430.138388,0.0,1.0,0.402808,0.048503,1566410395.326047,16849102430.138388,1.0,0.119996,0.637808,192
10,mobility,logistics circulation,1717156063.252591,11258166534.229452,0.0,1.0,0.375041,0.04436,1432734634.071593,11258166534.229452,1.0,0.119996,0.637808,192
10,manufacturing,material transformation,737648578.290618,11227854204.879425,0.0,1.0,0.431999,0.051284,1656232860.568848,11227854204.879425,1.0,0.119996,0.637808,96
10,storage,resilience capacity,1167879087.757198,18553266145.48306,0.0,1.0,0.426629,0.049189,1588787108.583133,18553266145.48306,1.0,0.119996,0.637808,96
10,governance,institutional coordination,623645001.99499,16365292832.64682,0.0,1.0,0.443083,0.051347,1658795738.313488,16365292832.64682,1.0,0.119996,0.637808,192
10,knowledge,knowledge reproduction,599372334.35971,21677346833.736546,0.0,1.0,0.435673,0.050546,1633270466.404499,21677346833.736546,1.0,0.119996,0.637808,192
10,resilience,risk protection,1102980711.503947,16149078009.142612,0.0,1.0,0.444402,0.051871,1675344893.052644,16149078009.142612,1.0,0.119996,0.637808,192
10,repair,circular industry,0.0,2935362056.534565,0.0,1.0,0.41896,0.050631,1634620523.64634,2935362056.534565,1.0,0.119996,0.637808,96
10,ecology,planetary regeneration,2509598140.551671,5882356948.784749,0.0,1.0,0.640505,0.076504,2464944817.251396,0.0,1.0,0.119996,0.637808,96
10,waste,material difference resolution,811415546.632015,614617943.348315,0.242536,0.757464,0.5311,0.062767,2025838298.637688,196797603.2837,1.0,0.119996,0.637808,96
11,water,primary reproduction,8115395055.331524,0.0,1.0,0.0,0.875343,0.099975,3237830715.102857,0.0,1.0,0.115052,0.637808,192
11,food,primary reproduction,8115395055.331524,560718.037679,0.999931,6.9e-05,0.865056,0.102646,3323592416.408447,560718.037679,1.0,0.115052,0.637808,192
11,energy,energy infrastructure,8115395055.331524,24655548.594953,0.996962,0.003038,0.833346,0.096568,3126845543.377482,24655548.594953,1.0,0.115052,0.637808,195
11,shelter,social infrastructure,8115395055.331524,39171049166.139755,0.0,1.0,0.450258,0.053992,1749393935.190799,39171049166.139755,1.0,0.115052,0.637808,192
11,health,care reproduction,1770603992.461539,23534194713.342606,0.0,1.0,0.462224,0.056422,1827268758.45797,23534194713.342606,1.0,0.115052,0.637808,192
