automation_level,capital_stock,current_labor_type,debt_value,education,expense_zw,happiness,health,id,income_zw,kind,last_output,last_profit,name,net_worth,output_good,positive_liquidity,price,primary_labor,sector,unemployed_periods
,,teaching,0.0,0.6486200141568939,1.7232476450550354,0.3867442675852354,0.7909704210754415,H00025,2.0318478348456086,household,,,Haushalt H00025,95.74219077828539,,3.607985576072114,,construction,,0
,,logistics,0.0,0.7980072490382121,3.1570558688090173,1.0,0.9574362755260902,H00026,3.226953747475102,household,,,Haushalt H00026,117.57350024787273,,3.2219078501539236,,logistics,,0
,,,0.0,1.0,1.3024692374880995,0.941773602827973,0.9550240512830279,H00027,0.4007578460718315,household,,,Haushalt H00027,124.35920051798522,,2.160311751089443,,hospitality,,1
,,public_service,0.0,0.9185016831022778,3.017511604099964,0.8412228855667974,0.9236594102503225,H00028,3.763806048898346,household,,,Haushalt H00028,140.96209486411917,,4.04210658328053,,public_service,,0
,,,0.0,0.7757133783524944,1.5742993441193818,0.862974876762538,0.974455556111294,H00029,0.4007578460718315,household,,,Haushalt H00029,110.57113770466881,,2.347776466526149,,hospitality,,1
,,security,0.0,0.7410739086518063,3.2935626319300626,0.8151175868581532,0.9374631041283277,H00030,3.614846862340721,household,,,Haushalt H00030,128.2451528832852,,2.0432570430258106,,research,,0
,,manual_basic,0.0,0.5793639370410933,1.6332669851517676,0.5119106975807579,0.7601816277447456,H00031,1.2535535405094567,household,,,Haushalt H00031,116.76016587713073,,1.3025869303367248,,finance,,0
,,management,0.0,0.6537239859951568,4.748626959050682,0.9736187840304186,0.9868671825973867,H00032,5.4978858205665455,household,,,Haushalt H00032,146.7277081382137,,6.234413273504741,,engineering,,0
,,teaching,0.0,0.7859046565298063,1.9428873159060465,0.463474308099773,0.8117474635894222,H00033,2.0605997578327706,household,,,Haushalt H00033,116.89909731333283,,1.3497032707131722,,hospitality,,0
,,manual_basic,0.0,0.7417434857589619,2.0283615151566035,0.7149534573983912,0.8101323602334444,H00034,2.2505402681625304,household,,,Haushalt H00034,96.14649456691983,,1.6417783449160048,,manual_basic,,0
,,teaching,0.0,0.742876079305148,2.3124230229829843,0.6889624153899879,0.8838249539744907,H00035,2.279121467163539,household,,,Haushalt H00035,118.84346638895587,,2.119360873711648,,teaching,,0
,,logistics,0.0,0.6585516572922595,2.071706269537125,0.7237979778432553,0.8387515180574224,H00036,1.7538744737363143,household,,,Haushalt H00036,121.02002228658075,,0.8219737452344406,,retail,,0
,,security,0.0,0.6536159871280179,2.32211093270027,0.43002750523575844,0.7933116475161401,H00037,1.965105989030089,household,,,Haushalt H00037,94.19835012424929,,1.7136085199285382,,mining,,0
,,,0.0,0.7548810115986219,1.6328795366777373,0.8487494929391332,0.9366565833919985,H00038,0.4007578460718315,household,,,Haushalt H00038,123.06564821271579,,4.928980475936811,,finance,,1
,,security,0.0,0.89266642050275,2.0461862179703094,0.4229666988949559,0.9211142823185244,H00039,2.0957104728779203,household,,,Haushalt H00039,106.2698597745042,,2.5219058449864504,,security,,0
,,security,0.0,0.6109911833315975,2.136587031876261,0.33849041206127967,0.8313283813250659,H00040,2.1354447464703594,household,,,Haushalt H00040,89.86135891065213,,2.6947545660061327,,security,,0
,,logistics,0.0,0.7965320595769207,1.5255792922043745,0.6854405185209693,0.8901148713040453,H00041,1.7252997323315242,household,,,Haushalt H00041,118.65369337797472,,4.204579367668366,,health,,0
,,manual_basic,0.0,0.716985886367455,1.6413312861920277,0.5125513495686618,0.7821249888024434,H00042,2.2616432996528535,household,,,Haushalt H00042,87.20641555711262,,1.9644699989323713,,manual_basic,,0
,,logistics,0.0,0.7211897316613497,1.862000435491245,0.7887993823397147,0.9188940326557015,H00043,1.9132426436165724,household,,,Haushalt H00043,118.11278737036602,,2.134325000735282,,finance,,0
,,teaching,0.0,0.722905252417523,1.9068167109674068,0.3451143770479686,0.8140832928167446,H00044,2.1323187768557528,household,,,Haushalt H00044,94.89946528908912,,4.079706884784195,,finance,,0
,,management,0.0,0.8879782755787778,4.883994357858845,1.0,0.9448354102678772,H00045,5.378632321145153,household,,,Haushalt H00045,136.59904223917596,,3.8241627490063954,,agriculture,,0
,,logistics,0.0,0.6049220412680136,1.855760283503023,0.9346875448978221,0.8868813912714054,H00046,1.7214268204649454,household,,,Haushalt H00046,121.31353459604348,,2.196546955228754,,agriculture,,0
,,construction,0.0,0.6544191414447105,1.972312807995011,0.4882199218020134,0.7574855956124827,H00047,2.3798242886519274,household,,,Haushalt H00047,101.40828641282407,,1.446466988834462,,legal,,0
,,,0.0,0.6196276146955682,1.0848485382912645,0.29026431171064054,0.8418796207951105,H00048,0.4007578460718315,household,,,Haushalt H00048,91.32937274474068,,2.0050311722200385,,craft,,1
,,manual_basic,0.0,0.833533304583346,1.387248984730421,0.6404513996968855,0.8241184987248316,H00049,1.2696568875739447,household,,,Haushalt H00049,113.76281990770556,,1.7933733041594335,,finance,,0
,,manual_basic,0.0,0.6883372849361835,1.2476413328610758,0.10533028431684593,0.7483517177708766,H00050,1.2701094715972139,household,,,Haushalt H00050,93.29818787460702,,0.6513340274296003,,finance,,0
,,manual_basic,0.0,0.8371235504394197,1.848874649854847,0.8915625347351805,0.8470968598910847,H00051,2.266606756141553,household,,,Haushalt H00051,106.99427539212942,,4.812322376482763,,manual_basic,,0
,,,0.0,0.593869003640279,1.0534719642131873,0.36837850358326857,0.8640228400890191,H00052,0.4007578460718315,household,,,Haushalt H00052,96.13109208463706,,1.7431410140694976,,public_service,,1
,,public_service,0.0,0.6823672259993964,2.1323154963366795,0.32741457389449297,0.866002049163695,H00053,2.0934014274380215,household,,,Haushalt H00053,96.71192585539451,,5.743741694209396,,craft,,0
,,retail,0.0,1.0,2.6743936306312777,0.9035388973811325,0.8947953962085611,H00054,2.6396519149694493,household,,,Haushalt H00054,122.98503662137728,,2.7026833042133447,,retail,,0
,,manual_basic,0.0,0.6473731379329981,1.2615199710771277,0.8595575312952687,0.886691655391347,H00055,1.2484549593695353,household,,,Haushalt H00055,105.46712596629119,,0.7574214399913909,,craft,,0
,,,0.0,0.6148651945529112,1.259792281882512,0.9671030617603668,0.8766245542889834,H00056,0.4007578460718315,household,,,Haushalt H00056,107.32536667046533,,1.9824672440075408,,craft,,1
,,manual_basic,0.0,0.6230083964763234,1.4250936479403338,0.3001533865581144,0.6773409090140867,H00057,1.3707002389457383,household,,,Haushalt H00057,82.7602061252442,,1.5333205657066722,,manual_basic,,0
,,logistics,0.0,0.7517243031173136,3.0725691518847262,0.9259491127425821,0.9120312072708633,H00058,3.2207933111330895,household,,,Haushalt H00058,126.91814161049396,,2.0290905784911084,,logistics,,0
,,health,0.0,0.7052135735744137,2.9333825000961795,0.7151539879846245,0.8441791822371713,H00059,3.830415740682773,household,,,Haushalt H00059,108.74453123946687,,2.180174288107436,,finance,,0
,,management,0.0,0.8912552888730515,4.492809809973701,1.0,1.0,H00060,5.570212016820186,household,,,Haushalt H00060,156.42754283539716,,3.7267326755635204,,security,,0
,,,0.0,0.7380937453083236,0.911318692039294,0.6902122802708744,0.7650329713633414,H00061,0.4007578460718315,household,,,Haushalt H00061,100.0784843707414,,1.552520124676227,,hospitality,,1
,,management,0.0,0.8679858913826197,3.15707689427929,0.7814137259346844,0.9202611303883663,H00062,5.41118037519344,household,,,Haushalt H00062,126.6131892801649,,4.759620862716064,,legal,,0
,,maintenance,0.0,0.8096767410466997,1.7509057336952663,0.8664158469675924,0.8950870757303705,H00063,1.9448465240449417,household,,,Haushalt H00063,108.83898621621121,,3.615855125429461,,energy,,0
,,maintenance,0.0,0.7550235111657717,2.259276825305263,0.9386391677699234,0.9471531341485414,H00064,1.9067507876087566,household,,,Haushalt H00064,120.21685342734206,,2.6255348479544445,,research,,0
,,public_service,0.0,0.9565638852040975,1.9176104528454079,0.37524905198147285,0.8845316458122704,H00065,2.177502816070747,household,,,Haushalt H00065,119.95079834176948,,1.5458221497312636,,public_service,,0
,,teaching,0.0,0.7740959340741832,2.292883813467147,0.7450520284272241,0.8705027658127744,H00066,2.2770042871604224,household,,,Haushalt H00066,99.37636328166882,,1.8866174470501589,,teaching,,0
,,public_service,0.0,0.6677697131586274,2.0940759593938783,0.18733118242400312,0.8125653353456278,H00067,2.1128166279009837,household,,,Haushalt H00067,88.60604621442405,,3.669249834606597,,public_service,,0
,,care,0.0,0.8742052354021377,2.2665463250746725,0.6117371663346375,0.8713224674172814,H00068,1.9537355047301512,household,,,Haushalt H00068,95.14867810423337,,4.2315808604957,,care,,0
,,teaching,0.0,0.8378869248293253,2.612993556273503,0.8406983460342182,0.9321843310613921,H00069,2.0717447053278444,household,,,Haushalt H00069,132.3240670757096,,4.508972348439239,,software,,0
,,manual_basic,0.0,0.5670250124024915,1.2755144120591633,0.36687640486953454,0.6893627377280148,H00070,1.2847980754397805,household,,,Haushalt H00070,93.15558283250677,,0.7936715310120788,,energy,,0
,,,0.0,0.8295450517301222,1.1853664942668103,0.9629822903897894,0.9952376935072702,H00071,0.4007578460718315,household,,,Haushalt H00071,133.9420139992698,,1.6805244950744453,,creative,,1
,,manual_basic,0.0,0.7219622307108335,1.4974450216367812,0.48900532362226207,0.7231197664915716,H00072,1.2625082573561985,household,,,Haushalt H00072,96.79906344565708,,2.189944273573411,,hospitality,,0
,,construction,0.0,1.0,2.8555055740099977,0.6211530592630581,0.8278239120801137,H00073,2.388555509650774,household,,,Haushalt H00073,122.96413989419237,,1.7872460849220138,,finance,,0
,,energy,0.0,1.0,3.137149748846269,0.6183814951404427,0.8554013088752463,H00074,4.085503555406936,household,,,Haushalt H00074,119.13499597705251,,2.662426194145621,,energy,,0
,,craft,0.0,0.7003407150589397,1.735224223527139,0.5422990142724005,0.786301705819989,H00075,2.1132607382437967,household,,,Haushalt H00075,115.86274448793561,,2.4845577998692896,,craft,,0
,,logistics,0.0,0.7455943595176743,1.7998302965366049,0.6601279262339865,0.8411111998231124,H00076,1.7716000944572663,household,,,Haushalt H00076,103.6100081407618,,1.9359614995797105,,finance,,0
,,teaching,0.0,0.7541027499885442,1.8939561405122298,0.5776775672385649,0.8581171725371823,H00077,1.9567064606597089,household,,,Haushalt H00077,99.19886389543983,,3.723263966374474,,teaching,,0
,,retail,0.0,0.8913887649302273,2.2082361886571835,0.8663809678531391,0.9036733072669323,H00078,1.6430246905920387,household,,,Haushalt H00078,125.50849684842917,,1.51448166789246,,industrial,,0
,,logistics,0.0,0.7556603537179968,2.422931449275098,0.9890676489053215,0.9692339350957635,H00079,1.9747067701532262,household,,,Haushalt H00079,129.07690636730698,,3.044721467564627,,logistics,,0
,,logistics,0.0,0.8380092083526828,2.168774162247628,0.8541909975819861,0.8959032205454414,H00080,1.8962269209497877,household,,,Haushalt H00080,114.52821218780448,,6.1046830940504995,,logistics,,0
,,security,0.0,0.772178124080735,2.9102637357300662,0.92898013331614,0.9867399639024924,H00081,2.3956385778071905,household,,,Haushalt H00081,109.22883484991706,,3.7212487786735804,,security,,0
,,teaching,0.0,0.6873983417726881,2.2215269396293587,0.5269109360713673,0.8161241183517323,H00082,2.026699295439737,household,,,Haushalt H00082,99.03673185412215,,1.7156253449148209,,construction,,0
,,logistics,0.0,0.610557003177381,1.8846121555105122,0.5034713041654807,0.9208701727126493,H00083,1.8703527331801912,household,,,Haushalt H00083,96.63576228100031,,1.35037831727315,,logistics,,0
,,teaching,0.0,0.69351024313542,2.1895413094639444,0.9151452625402722,0.9043057221429932,H00084,2.061102796807105,household,,,Haushalt H00084,110.6241920264606,,1.8101998705334044,,construction,,0
,,,0.0,0.7497625573662141,1.4757326650980436,0.9754938130209809,0.9703275549017211,H00085,0.4007578460718315,household,,,Haushalt H00085,110.92275891634377,,2.7888343222403402,,logistics,,1
,,,0.0,0.7083003509431601,1.6833439826866825,0.5606146109342204,0.9004656984586603,H00086,0.4007578460718315,household,,,Haushalt H00086,118.3201642155465,,3.625148539171971,,engineering,,1
,,retail,0.0,1.0,2.305942195735094,0.9533724663858393,0.9110803404665923,H00087,2.633046529131119,household,,,Haushalt H00087,120.46769879691723,,3.640152538039926,,construction,,0
,,,0.0,0.5828986323398816,0.7901128062321532,0.779080275320383,0.8007054248308499,H00088,0.4007578460718315,household,,,Haushalt H00088,104.78045694117714,,0.9416420851924883,,construction,,1
,,maintenance,0.0,0.6463984719743938,1.7657993054148724,0.5128593845776747,0.8848689638794568,H00089,1.9269213048493343,household,,,Haushalt H00089,97.16556428031515,,0.47112578310614717,,finance,,0
,,management,0.0,1.0,4.060506870872404,0.9923932491277161,0.9990719853140749,H00090,5.477943024976325,household,,,Haushalt H00090,140.89625431287362,,4.1945495462886955,,public_service,,0
,,manual_basic,0.0,0.6568534806710833,1.7651437272149586,0.7952199517465516,0.8201478070800522,H00091,2.2808161195164427,household,,,Haushalt H00091,106.31400966832187,,2.004852574719834,,manual_basic,,0
,,hospitality,0.0,0.8523701030052906,2.208119608150823,0.7015010026147378,0.8415461882340541,H00092,2.549159260072961,household,,,Haushalt H00092,105.67026274234765,,3.1700754649968435,,hospitality,,0
,,energy,0.0,0.7158232184750956,3.7727556500930417,0.40395466828571797,0.8912594311297556,H00093,4.085503555406936,household,,,Haushalt H00093,95.62227773796839,,2.50802971414224,,hospitality,,0
,,logistics,0.0,1.0,2.773791138427867,0.9990171124607573,0.9711158313127183,H00094,3.2744573907082537,household,,,Haushalt H00094,133.78804336882635,,3.305353123746606,,logistics,,0
,,logistics,0.0,0.8521003053198456,1.7677800661599896,0.6674660541846202,0.8733652631899171,H00095,1.7581684954824217,household,,,Haushalt H00095,116.87624676638572,,2.6312984145261313,,mining,,0
,,software,0.0,1.0,3.682723611755945,1.0,0.9988411569692827,H00096,4.744279239522614,household,,,Haushalt H00096,136.6760295758679,,9.833594307569149,,retail,,0
,,teaching,0.0,1.0,2.6889495286879606,0.5023892430767031,0.854476183584405,H00097,2.0951891178919584,household,,,Haushalt H00097,111.57416248180688,,1.9059772784307096,,energy,,0
,,,0.0,0.8429592702686848,1.2613044837615581,0.9514502617058698,0.9657939767219156,H00098,0.4007578460718315,household,,,Haushalt H00098,141.17539195731,,1.2790363925220847,,software,,1
,,teaching,0.0,0.6708447481013404,2.189361386323438,0.7262477503720688,0.9027302937491484,H00099,2.271156293274352,household,,,Haushalt H00099,128.6891891500985,,2.1756495537607066,,teaching,,0
,,,0.0,0.8621220487930579,1.3810316261165934,0.7227739619286992,0.9481261292626639,H00100,0.4007578460718315,household,,,Haushalt H00100,117.45517200749092,,2.407480262704702,,legal,,1
,,,0.0,0.64972282073259,1.6095917156231243,0.8563065401048603,0.9063992677668884,H00101,0.4007578460718315,household,,,Haushalt H00101,127.51398282585589,,3.226684907968492,,craft,,1
,,craft,0.0,0.7814072938325105,2.1790215492318126,0.7849547126274615,0.8287864355634675,H00102,2.113358964572346,household,,,Haushalt H00102,105.27942516314882,,1.0511781169176102,,construction,,0
,,,0.0,0.6990990974348782,1.042863008398798,0.37647404676591856,0.9043940342193743,H00103,0.40588538753672365,household,,,Haushalt H00103,117.37733913096591,,1.5030883854641601,,finance,,2
,,creative,0.0,0.8294987290964795,3.2119743792477125,1.0,0.9450457977422744,H00104,3.3898462210062106,household,,,Haushalt H00104,111.08055883726836,,4.9712287350595,,finance,,0
,,manual_basic,0.0,0.9323907217493035,1.8876556454053524,0.9835926291527504,0.997064942159866,H00105,1.4052229190609067,household,,,Haushalt H00105,145.4920755765348,,2.516527182911512,,manual_basic,,0
,,software,0.0,0.6770973825931277,3.627769471031467,0.9915967062433118,0.9936598921945332,H00106,4.739290349740195,household,,,Haushalt H00106,135.6273227108896,,4.180114679311286,,software,,0
,,logistics,0.0,0.7774654181838916,2.3928551310344615,0.6736803595660102,0.8862182122041501,H00107,3.2186037126872,household,,,Haushalt H00107,113.83417588568513,,3.3834350483993414,,construction,,0
,,,0.0,0.7742375068414129,0.9970264342456265,0.7403782887125301,0.9361783775032316,H00108,0.4007578460718315,household,,,Haushalt H00108,101.97623123953119,,1.4616366628377595,,industrial,,1
,,security,0.0,0.5735505907206142,1.7035122659421889,0.005832564064485223,0.7683139736145165,H00109,2.043223657589852,household,,,Haushalt H00109,87.5822365849628,,1.6931438497728726,,security,,0
,,craft,0.0,0.8162973428174101,2.531199050013729,0.765973142378077,0.8404808138162321,H00110,2.546884847248095,household,,,Haushalt H00110,108.27396542534734,,2.6997794214527713,,craft,,0
,,engineering,0.0,1.0,4.327643206245479,1.0,1.0,H00111,3.6140638648259946,household,,,Haushalt H00111,148.2113046737793,,4.56447567018162,,maintenance,,0
,,security,0.0,0.6663855706152982,2.375080506330928,0.7655960528864062,0.8835202012676044,H00112,1.9904830526599218,household,,,Haushalt H00112,113.21375365950837,,2.058883222676655,,energy,,0
,,mining,0.0,0.7998390063783439,3.2552014328354026,0.9522042526005173,0.9481775256509113,H00113,3.2491582517803503,household,,,Haushalt H00113,121.33480314418597,,8.983348140190248,,mining,,0
,,,0.0,1.0,0.912303836387307,0.7579698003938029,0.9124528849562278,H00114,0.4007578460718315,household,,,Haushalt H00114,123.36407053370789,,1.0751261181583,,care,,1
,,construction,0.0,0.657773975501303,2.5125463172592943,0.8705476644194151,0.8312639056311228,H00115,2.388668847722176,household,,,Haushalt H00115,108.11777876035309,,1.882164797890855,,construction,,0
,,creative,0.0,0.8098539827282778,2.8977245788159984,0.7717819145846637,0.8287825896104936,H00116,3.086148065550265,household,,,Haushalt H00116,105.41423219764867,,2.4714842550068346,,legal,,0
,,health,0.0,0.7814385709346551,3.6999320736749315,0.5937697160500511,0.8679456114726988,H00117,4.584926931238311,household,,,Haushalt H00117,106.3253301312796,,2.142475969036889,,craft,,0
,,maintenance,0.0,0.6542883665115239,2.18905341544153,0.8897656141867081,0.9129757269781329,H00118,2.047325626345416,household,,,Haushalt H00118,106.09087539737826,,2.5861598740070386,,maintenance,,0
,,manual_basic,0.0,0.9481411399580751,1.5457761618358783,0.8602372778948149,0.9356367125306421,H00119,1.2729873567333634,household,,,Haushalt H00119,126.40061262360116,,4.399258080614436,,engineering,,0
,,engineering,0.0,0.6963831217057105,3.8349012387094286,0.7725472294129695,0.9185896217086239,H00120,5.562777897283344,household,,,Haushalt H00120,127.08076563204254,,4.891245160718074,,hospitality,,0
,,maintenance,0.0,0.7788308524584414,2.9614991096122076,0.8350324472455151,0.9775273846385903,H00121,3.73558180365731,household,,,Haushalt H00121,134.1649732852307,,2.261715804857255,,engineering,,0
,,care,0.0,0.6809843007151781,1.409876499209564,0.004980826866788563,0.743293920250881,H00122,1.9278501409917417,household,,,Haushalt H00122,80.51830726518835,,2.106161973824284,,finance,,0
,,management,0.0,0.8846918154687916,3.9908079327368564,0.6110037101766,0.8554580226747817,H00123,5.572671000342849,household,,,Haushalt H00123,115.34835801408796,,3.649618917421604,,legal,,0
,,agriculture,0.0,0.6911209259916352,1.686611286598609,0.8347386693039315,0.8368554061867859,H00124,2.613145767091195,household,,,Haushalt H00124,89.53383502766773,,4.093793158218208,,agriculture,,0
,,research,0.0,0.8528473370412195,3.924678110540543,0.8490190495978819,0.8573221629043396,H00125,5.556737250717148,household,,,Haushalt H00125,116.1787791515195,,2.563938177129258,,agriculture,,0
,,,0.0,0.9079973594404593,1.7921671294817032,0.9773040794217345,0.9431350899793663,H00126,0.4007578460718315,household,,,Haushalt H00126,137.08210453380605,,2.367626595929577,,retail,,1
,,logistics,0.0,0.5182024666514784,1.510442205393596,0.0641817074315687,0.7609870823848269,H00127,1.7022928984539278,household,,,Haushalt H00127,84.146600213546,,2.6389642792605326,,retail,,0
,,,0.0,0.7763276620157601,1.3005598358921475,0.17288777539822686,0.8121366835462943,H00128,0.4007578460718315,household,,,Haushalt H00128,94.52848726553177,,3.03491828121983,,public_service,,1
,,creative,0.0,0.6711825048074119,3.308247660628125,0.6792137735273182,0.8615819175785842,H00129,3.392146843650857,household,,,Haushalt H00129,93.85568425086949,,2.3823923850633597,,hospitality,,0
,,retail,0.0,1.0,2.683681217341878,0.9572652504183914,0.9361191781150567,H00130,2.6414035937261615,household,,,Haushalt H00130,128.3403073006262,,6.7584063988331895,,retail,,0
,,manual_basic,0.0,0.8954641034660175,2.932042473830861,0.9947410228489757,0.988596312713035,H00131,1.3051336712452772,household,,,Haushalt H00131,132.58848597851807,,6.221240271533097,,software,,0
,,teaching,0.0,0.7788093451954873,2.2254639663935176,0.4268903194390193,0.8946360951566523,H00132,2.214863894043929,household,,,Haushalt H00132,96.3865945203681,,1.7107485482357365,,finance,,0
,,management,0.0,0.9273081553623507,2.7401659412238826,0.9998125651439521,0.9940799364183072,H00133,3.206084664370423,household,,,Haushalt H00133,140.3860373914325,,1.9423012777943272,,manual_basic,,0
,,manual_basic,0.0,0.561446491685198,1.8143601847856214,0.535515472674171,0.6954465975926943,H00134,2.2575312650471187,household,,,Haushalt H00134,85.20175725031703,,1.7734574543181247,,hospitality,,0
,,,0.0,0.8842065315133687,1.1504237862516207,0.6737196029867,0.847259572131662,H00135,0.4007578460718315,household,,,Haushalt H00135,98.05432919297367,,2.168248999313101,,hospitality,,1
,,,0.0,0.6907106814179436,1.2415843151508372,0.09124911234310688,0.818105154602097,H00136,0.4007578460718315,household,,,Haushalt H00136,86.48386674358872,,2.406713743420696,,finance,,1
,,care,0.0,0.8493950591006855,2.083974988803328,0.4663662133413674,0.7850894617223241,H00137,1.941626382618464,household,,,Haushalt H00137,95.9866088978509,,3.4205150030581044,,care,,0
,,manual_basic,0.0,0.7061221509548417,1.1370443762102898,0.8622537894418546,0.9496152935643662,H00138,1.2474355034167177,household,,,Haushalt H00138,126.60133267926612,,1.170894513746261,,research,,0
,,,0.0,0.6125428043506691,1.2397936621009629,0.31647297009671405,0.6786773964170405,H00139,0.4007578460718315,household,,,Haushalt H00139,95.6797846468948,,1.1337149724918598,,health,,1
,,teaching,0.0,0.7191107556721794,1.893557426937674,0.4632398427149259,0.8245740124005371,H00140,2.2343052794397225,household,,,Haushalt H00140,88.71752167687696,,1.022938991081427,,teaching,,0
,,environmental,0.0,0.7619385757674918,2.462588668998396,0.6703366726167979,0.8758882816914862,H00141,2.090993543203047,household,,,Haushalt H00141,108.22809558154333,,6.539550192453056,,hospitality,,0
,,creative,0.0,0.8081123488137836,2.9749713032700607,0.8911069314120454,0.9053537964606416,H00142,3.4173396856669234,household,,,Haushalt H00142,123.35003174498227,,1.5307724329607604,,legal,,0
,,,0.0,1.0,1.1096949028713017,0.7709482340775934,0.915530477168943,H00143,0.40584574553113667,household,,,Haushalt H00143,109.88887940041369,,3.1671919459287663,,mining,,2
,,construction,0.0,0.9514552348279418,2.499162179224503,0.8574798189742405,0.9328687317515615,H00144,2.8888321281015523,household,,,Haushalt H00144,115.72231823488522,,3.3502938508424664,,construction,,0
,,logistics,0.0,0.8163330621399624,2.6858517785248504,0.9925673114296069,0.9752218668285878,H00145,1.9110976638939798,household,,,Haushalt H00145,119.62982833971269,,2.1176973413321267,,logistics,,0
,,public_service,0.0,0.7328278369847724,2.0741416520234512,0.24952782959460662,0.7870260854219394,H00146,2.126068566666851,household,,,Haushalt H00146,88.3908924028203,,1.759460325990265,,finance,,0
