id,name,intent,role,region,money,omk_balance,fiat_balance,reputation,stake,rank,capital,goods,energy,insurance,self_created_need_flag,redline_violations,valid_contribution,harmful_contribution,wallet_units
A027,Neutral_engineer_027,neutral,engineer,R00,3.3794902734374705,3.3794902734374705,120.36589652517976,56.643155810111494,0.0,24,64.73751390637972,18.416540449214718,14.747363582175973,4.402327937876611,0,10,75.20328633852536,0.0,381
A028,Neutral_teacher_028,neutral,teacher,R04,701.8153721169106,701.8153721169106,107.54406230434815,37.78935719439219,0.0,21,87.97027678701004,15.487803380265909,9.929194506408665,6.838586126267787,0,5,61.64871746598051,0.0,1285
A029,Neutral_producer_029,neutral,producer,R00,6.3622308193411925,6.3622308193411925,119.49690640122374,58.222454896970866,0.0,7,77.73861689284874,25.32379521192244,24.84329837447332,5.426666382674197,0,7,70.98889580557423,0.0,406
A030,Neutral_engineer_030,neutral,engineer,R04,3.332224110727159,3.332224110727159,130.57560123431622,52.97706561648045,0.0,81,49.955530952992966,15.586299914678731,12.981857472448453,5.388950343258566,0,2,60.42591822260077,0.0,384
A031,Neutral_researcher_031,neutral,researcher,R03,3.0530647913180733,3.0530647913180733,113.24631262718079,21.296625109240715,0.0,93,57.671757781242874,30.224323815091203,9.493575881045476,4.362590131539095,0,7,62.575818919050185,0.0,209
A032,Neutral_auditor_032,neutral,auditor,R04,4.802508664169184,4.802508664169184,118.47270482842922,41.83866345282528,0.0,27,57.336016909852496,9.177785119593322,14.898730823802358,4.894522152228556,0,2,53.71372056664322,0.0,237
A033,Neutral_trader_033,neutral,trader,R02,469.28619851436645,469.28619851436645,85.29005969873297,22.708841542739215,0.0,98,92.47879552019751,14.99482896952814,17.80020458996921,4.759161804314442,0,3,105.8096443649642,0.0,2570
A034,Neutral_trader_034,neutral,trader,R04,4.506603074423355,4.506603074423355,93.27198411379192,37.1827581719326,0.0,18,43.08492184316159,28.7222317567303,12.292417985602329,4.718288570190598,0,4,49.19721016281311,0.0,358
A035,Neutral_healer_035,neutral,healer,R03,10.943457782610865,10.943457782610865,139.26322758664708,17.23323625632845,0.0,8,74.40799472075132,16.269242594896486,15.690568032929981,4.015893500064774,0,7,66.65722279087909,0.0,557
A036,Neutral_researcher_036,neutral,researcher,R04,605.0808731019794,605.0808731019794,101.80854371140006,29.79070421214518,0.0,16,85.72000172583694,27.854719244866995,12.155585131111339,4.335616361370859,0,7,67.37828088027432,0.0,1998
A037,Neutral_researcher_037,neutral,researcher,R03,5.400089196063139,5.400089196063139,134.6988438340714,35.32562966789515,0.0,86,66.83709712220052,8.754629470784115,9.195329839365412,4.259015892488234,0,5,77.51003233636048,0.0,483
A038,Neutral_engineer_038,neutral,engineer,R04,9.295524656475168,9.295524656475168,133.1415056962299,24.88816156781342,9.538488118508266,26,38.956905102602214,29.681249720440807,23.37541914624379,5.983492487131459,0,4,36.97733010310549,0.0,229
A039,Neutral_teacher_039,neutral,teacher,R00,3.8887024056708333,3.8887024056708333,130.0004377041753,42.638618456353676,0.0,42,52.2589258633297,33.92737694529299,22.30320187674223,5.986081627919762,0,2,75.68794619091399,0.0,269
A040,Neutral_producer_040,neutral,producer,R03,4.673101436414839,4.673101436414839,96.93738037772835,53.189958280935706,0.0,66,47.88286042434986,31.806520632622757,18.261964089519008,5.246870876322795,0,5,54.27724960189031,0.0,450
A041,Neutral_auditor_041,neutral,auditor,R00,5.200214773218805,5.200214773218805,129.04091924280124,37.95489526586269,0.0,77,55.90912666093457,18.869627432112317,10.571943709878196,5.424583457518725,0,7,71.38432703713198,0.0,246
A042,Neutral_insurer_042,neutral,insurer,R04,1.3691587469239204,1.3691587469239204,96.81473082590574,36.3650527927386,20.99055041038101,25,44.87609161245184,19.288763691703643,9.713230128321154,4.40449528034287,0,8,32.61730150678315,0.0,37
A043,Neutral_healer_043,neutral,healer,R01,20.05353761236606,20.05353761236606,125.57552466026374,70.34968747212527,22.109441805953438,56,85.75961302007643,15.981252679329017,21.89762334496585,5.294642390912968,0,6,502.2314945041699,0.0,1090
A044,Neutral_engineer_044,neutral,engineer,R01,6.055526680532925,6.055526680532925,139.03247764967585,63.47059801616581,15.770025920014316,63,48.07288922109124,42.83889023423543,27.837176392991534,6.261396075286358,0,4,164.05040085500997,0.0,130
A045,Harmful_engineer_045,harmful,engineer,R04,6.3882320358082305,6.3882320358082305,80.86504205977188,0.0,0.0,8,76.89516321191971,15.72311963690014,11.03799206075006,0.0,1,97,9.637520639752239,0.0,253
A046,Harmful_engineer_046,harmful,engineer,R02,5.014584107349233,5.014584107349233,129.39271547375174,0.0,0.0,38,63.164097378289476,18.455462812364566,10.378624722965547,0.0,1,80,3.7546263710492696,0.0,179
A047,Harmful_teacher_047,harmful,teacher,R02,3.2260910549134127,3.2260910549134127,121.15555105998811,0.23411874856321205,0.0,45,92.10611465811711,21.85727999556149,10.750504609613202,0.0,1,92,3.551895896365764,0.0,20
A048,Harmful_auditor_048,harmful,auditor,R04,3.7700110741519937,3.7700110741519937,116.0791465095987,0.0,0.0,15,43.360295954305734,15.35461119339812,7.110634976648106,0.0,1,92,0.2764202756063137,0.0,187
A049,Harmful_insurer_049,harmful,insurer,R01,7.2251447904690185,7.2251447904690185,132.55897293844313,0.3057852015081654,0.0,43,80.43030585239609,11.91744346530325,10.053874579410987,0.0,1,99,7.454780510426388,0.0,30
A050,Harmful_teacher_050,harmful,teacher,R01,3.0286313081969056,3.0286313081969056,92.50006914594105,18.986338052817523,0.0,43,93.36498244173268,9.839100699637282,24.933423286385615,0.0,1,84,9.464743330212489,0.0,33
A051,Harmful_teacher_051,harmful,teacher,R04,2.926037020528073,2.926037020528073,91.30378146908063,0.0,0.0,98,60.29428501778912,7.112723971917096,23.679746847291522,0.0,1,89,0.5097709858965552,0.0,21
A052,Harmful_producer_052,harmful,producer,R02,1.1387009313735554,1.1387009313735554,118.47810353750887,0.0,0.0,77,63.526904778131836,13.660759005881182,7.938820746359004,0.0,1,96,0.0,0.0,158
A053,Harmful_insurer_053,harmful,insurer,R01,4.119851646395776,4.119851646395776,120.86050503877387,5.976337810599037,0.0,38,90.94080249518467,12.592604516634381,24.32199288160023,0.0,1,101,16.608860704847256,0.0,60
A054,Harmful_producer_054,harmful,producer,R00,5.3620997051416985,5.3620997051416985,105.07293649447013,0.0,0.0,62,82.0774525797828,20.689361272709185,11.55537755279418,0.0,1,105,3.0765515271776613,0.0,19
A055,Harmful_producer_055,harmful,producer,R04,3.6145606145380915,3.6145606145380915,139.83875563769863,0.0,0.0,76,52.311286702706354,10.954064682474737,22.921637017107738,0.0,1,90,5.49031470287168,0.0,16
A056,Harmful_healer_056,harmful,healer,R02,5.760862843879051,5.760862843879051,85.7005638245484,0.0,0.0,70,48.97198590555185,14.171399004324016,23.041652939701745,0.0,1,92,7.397874661895449,0.0,228
A057,Harmful_researcher_057,harmful,researcher,R02,3.4703150056598067,3.4703150056598067,119.46388189745736,0.8,0.0,67,87.24623391006105,19.32534785159619,17.147508314076774,0.0,1,93,8.706390626676,0.0,93
A058,Harmful_engineer_058,harmful,engineer,R02,1.5002271423577027,1.5002271423577027,125.91446379091053,0.0,0.0,16,48.99247317342444,11.55965657410001,23.496832160090715,0.0,1,94,4.009675855407091,0.0,188
A059,Harmful_researcher_059,harmful,researcher,R03,3.7653199140845097,3.7653199140845097,123.99779616769044,0.0,0.0,26,80.47386794649753,10.213818683365233,12.15444983588213,0.0,1,95,5.455733367923258,0.0,18
