agent_id,agent_name,agent_intent,agent_region,omk_id,amount,issuer,unit,operation_family,type_from,type_to,proof_quality,causal_share,source,region,step,reversible,delta_agency,delta_freedom_from_harm,delta_truth,delta_causal_integrity,delta_norm_alignment,delta_hierarchy_legitimacy,delta_behavior_cooperation,delta_repair_capacity,delta_help_potential,delta_resource_resilience,delta_material_output,delta_liquidity,delta_fairness,delta_consent_quality,delta_reversibility
A000,Noble_teacher_000,noble,R01,54925,0.07284540532579221,genesis,OMK,genesis_certified_past_improvement,history,money,1.0,1.0,genesis,R00,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,0.2,0.0,0.0,0.0
A000,Noble_teacher_000,noble,R01,51885,0.06812566062288232,GMOE-MINT,OMK,restore_agency,damage,agency,0.7667451625943545,0.7005692203622688,realized,R01,163,0,5.115907697472721e-15,9.105529059070249e-06,5.115907697472721e-15,0.0,0.0,0.0,0.0,2.0191501539557064e-06,1.432454155292362e-13,0.0,0.0,0.0,5.115907697472721e-15,0.10338625133770961,0.00036731524459867156
A000,Noble_teacher_000,noble,R01,8769,0.06716366759519504,GMOE-MINT,TRUTH,education,truth,agency,0.8213660517490551,0.7772532490578197,realized,R04,1,0,1.1172495340711486,0.0,0.6478089040935509,0.0,0.0,0.0,0.23016811590213246,0.0,0.49182080868371747,0.0,0.0,0.0,0.19921124845936192,0.2261850151163628,0.0
A000,Noble_teacher_000,noble,R01,2590,0.06714112098337546,GMOE-MINT,REPAIR,repair_harm,damage,effect,0.9372289272106812,0.8925266422480002,realized,R00,1,0,0.8210159140757733,2.9778041605344407,0.21532738564745277,0.0,0.0,0.0,0.0,1.7743542937967036,0.5864631386689403,0.0,0.0,0.0,0.6327053281985283,0.0,0.5048406694892393
A000,Noble_teacher_000,noble,R01,12090,0.06709938335464165,GMOE-MINT,STOCK,produce_goods,effect,money,0.8331455668441522,0.7755591294420052,realized,R02,1,1,0.1774511857447656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4259596074800017,0.9847364800830903,2.793168540477411,0.376530363604025,0.0,0.0,0.0
A000,Noble_teacher_000,noble,R01,15688,0.06702873623010168,GMOE-MINT,TRUTH,education,truth,agency,0.8445372556064404,0.8070950743794728,realized,R02,1,0,2.0876874542036252,0.0,1.6993852617122067,0.0,0.0,0.0,0.5680193560714927,0.0,0.9434574501051453,0.0,0.0,0.0,0.45863859733608153,0.5080120482287857,0.0
A000,Noble_teacher_000,noble,R01,5288,0.06670202649685968,GMOE-MINT,OMK,fair_exchange,money,money,0.8118595411444408,0.7383222107728165,realized,R02,1,1,0.0,0.0,0.09081082115319536,0.0,0.0,0.0,0.33445404788151045,0.0,0.0,0.0,0.0,1.336129830651289,0.7285401529729958,0.39410369420519287,0.0
A001,Noble_engineer_001,noble,R03,54526,0.7960363525813487,GMOE-MINT,NORM,norm_reform,norm,behavior,0.8893903542957989,0.8202490690490633,realized,R02,4,1,1.4142438940548885,0.0,0.0,0.0,4.089131017683122,1.504373840575425,0.9145608755915672,0.0,0.0,0.0,0.0,0.0,1.1018499829971677,0.4813537609106692,0.0
A001,Noble_engineer_001,noble,R03,57587,0.3219574362409451,GMOE-MINT,CAUSE,causal_intervention,causality,effect,0.7479098797343035,0.6665971787339489,realized,R02,4,0,0.0,0.0,0.4029252847978108,1.9391377770715361,0.0,0.0,0.0,0.0,1.0941180284474152,1.7033673605600042,0.8116502672201027,0.0,0.0,0.0,0.23435294823911604
A001,Noble_engineer_001,noble,R03,4816,0.1351081950247517,GMOE-MINT,REPAIR,education,truth,agency,0.6592909750035999,0.5942796271082916,realized,R01,5,0,1.5728465458847014,0.0,0.9526393242128868,0.0,0.0,0.0,0.3833498769000805,0.0,0.7487989616751762,0.0,0.0,0.0,0.3266698815326522,0.2998500233305318,0.0
A001,Noble_engineer_001,noble,R03,44669,0.13454436322700303,GMOE-MINT,BEHAV,voluntary_behavior_contract,behavior,money,0.7331787432453213,0.6829457199877128,realized,R03,5,1,0.21179239893051535,0.0,0.0,0.0,0.3077334783739133,0.0,1.1071246915615451,0.0,0.0,0.26160937751258506,0.0,0.0,0.1334905334093194,0.5704470815660633,0.0
A001,Noble_engineer_001,noble,R03,47258,0.12430166654705857,GMOE-MINT,REPAIR,fair_exchange,money,money,0.887962260205111,0.8463561673167319,realized,R00,5,1,0.0,0.0,0.06233450296363148,0.0,0.0,0.0,0.21978576617658088,0.0,0.0,0.0,0.0,0.995842222093373,0.43965047039245764,0.2912672738602973,0.0
A001,Noble_engineer_001,noble,R03,43925,0.12246682687853952,GMOE-MINT,REPAIR,repair_harm,damage,effect,0.8754765095762546,0.8359833166798869,realized,R01,5,0,0.6039850389432444,2.553542635836881,0.17754127165715214,0.0,0.0,0.0,0.0,1.4296726335989554,0.5495510842276483,0.0,0.0,0.0,0.5756001532775346,0.0,0.44275803348269843
A001,Noble_engineer_001,noble,R03,54914,0.11777074052230468,GMOE-MINT,REPAIR,infrastructure_maintenance,effect,resource,0.7922461267526789,0.7232644466938937,realized,R04,5,0,0.0,0.6232204309071019,0.0,0.0,0.0,0.0,0.0,0.6612652409211823,0.0,1.5132583177428238,0.4498202473082924,0.0,0.0,0.0,0.24824250915387958
A001,Noble_engineer_001,noble,R03,46513,0.11596831639329672,GMOE-MINT,REPAIR,produce_goods,effect,money,0.7818831888995622,0.7228513201898993,realized,R03,5,1,0.16765133861251863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.455699751100574,0.9483638776450745,3.0017667601813853,0.4269684356698669,0.0,0.0,0.0
A001,Noble_engineer_001,noble,R03,45404,0.10951169596777838,GMOE-MINT,REPAIR,infrastructure_maintenance,effect,resource,0.6747319366011079,0.5950957383457536,realized,R04,5,0,0.0,0.5889121284910734,0.0,0.0,0.0,0.0,0.0,0.591615768158307,0.0,1.5393946433346826,0.3727501951382852,0.0,0.0,0.0,0.23061505654199005
A001,Noble_engineer_001,noble,R03,51873,0.10381931709023334,GMOE-MINT,REPAIR,fair_exchange,money,money,0.8554792786285882,0.7879411985960598,realized,R01,5,1,0.0,0.0,0.0946858465509306,0.0,0.0,0.0,0.3133116503488431,0.0,0.0,0.0,0.0,1.3989529913447458,0.7402257233550275,0.3536650403146179,0.0
A001,Noble_engineer_001,noble,R03,57923,0.09996626759458627,GMOE-MINT,REPAIR,repair_harm,damage,effect,0.9372289272106812,0.8925266422480002,realized,R00,1,0,0.8210159140757733,2.9778041605344407,0.21532738564745277,0.0,0.0,0.0,0.0,1.7743542937967036,0.5864631386689403,0.0,0.0,0.0,0.6327053281985283,0.0,0.5048406694892393
A001,Noble_engineer_001,noble,R03,14184,0.0988106131227045,GMOE-MINT,REPAIR,repair_harm,damage,effect,0.799089849592996,0.7595536143976438,realized,R03,55,0,5.115907697472721e-15,6.207130809343653e-11,5.115907697472721e-15,0.0,0.0,0.0,0.0,7.64521778364724e-07,1.4627403288614003e-10,0.0,0.0,0.0,5.115907697472721e-15,0.0,0.22610747440784962
A001,Noble_engineer_001,noble,R03,12651,0.08856278633340572,GMOE-MINT,CAUSE,causal_intervention,causality,effect,0.7816587752573159,0.7600112545284743,realized,R04,5,0,0.0,0.0,0.35642481051864006,1.6874514043869984,0.0,0.0,0.0,0.0,0.7938997925240672,1.2255755309348364,0.6134110773947157,0.0,0.0,0.0,0.17848079039537168
A001,Noble_engineer_001,noble,R03,42455,0.08615970939250098,GMOE-MINT,REPAIR,fair_exchange,money,money,0.8554792786285882,0.7879411985960598,realized,R01,5,1,0.0,0.0,0.0946858465509306,0.0,0.0,0.0,0.3133116503488431,0.0,0.0,0.0,0.0,1.3989529913447458,0.7402257233550275,0.3536650403146179,0.0
A001,Noble_engineer_001,noble,R03,51480,0.08569855671251814,GMOE-MINT,REPAIR,produce_goods,effect,money,0.7818831888995622,0.7228513201898993,realized,R03,5,1,0.16765133861251863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.455699751100574,0.9483638776450745,3.0017667601813853,0.4269684356698669,0.0,0.0,0.0
A001,Noble_engineer_001,noble,R03,52258,0.07988523826111119,GMOE-MINT,REPAIR,causal_intervention,causality,effect,0.7683868303571787,0.6994186700826808,realized,R02,5,0,0.0,0.0,0.39722516770323024,2.1103914323257555,0.0,0.0,0.0,0.0,1.2275037166230018,1.4415717930366492,0.9032407676205629,0.0,0.0,0.0,0.20409731450971494
A001,Noble_engineer_001,noble,R03,42822,0.07683561138372053,GMOE-MINT,REPAIR,norm_reform,norm,behavior,0.762363304706982,0.6858969879614214,realized,R04,5,1,0.6657579054588348,0.0,0.0,0.0,1.5219205419634418,0.6681594744251147,0.4048954890822155,0.0,0.0,0.0,0.0,0.0,0.5164469782071346,0.23476959199266567,0.0
A001,Noble_engineer_001,noble,R03,54917,0.07655971169140202,GMOE-MINT,CAUSE,causal_intervention,causality,effect,0.8238169979975954,0.7972102532366374,realized,R04,5,0,0.0,0.0,0.23516262689888465,1.3197111352599953,0.0,0.0,0.0,0.0,0.6728330696376469,0.7934391708064277,0.481249921164815,0.0,0.0,0.0,0.11779860230636766
A001,Noble_engineer_001,noble,R03,55287,0.06510111924552922,GMOE-MINT,OMK,fair_exchange,money,money,0.8554792786285882,0.7879411985960598,realized,R01,5,1,0.0,0.0,0.0946858465509306,0.0,0.0,0.0,0.3133116503488431,0.0,0.0,0.0,0.0,1.3989529913447458,0.7402257233550275,0.3536650403146179,0.0
A001,Noble_engineer_001,noble,R03,12623,0.06404386933931051,GMOE-MINT,OMK,fair_exchange,money,money,0.8413081616573351,0.774556325755849,realized,R03,2,1,0.0,0.0,0.0977917541182888,0.0,0.0,0.0,0.29119302534265123,0.0,0.0,0.0,0.0,1.582409177206971,0.7194124207897286,0.43331547083473076,0.0
A002,Noble_researcher_002,noble,R02,49931,1.5404970177436954,GMOE-MINT,INS,insurance_underwrite,damage,money,0.8997063916749869,0.8377180225267087,realized,R02,158,1,0.0,0.8376237207537508,0.0,0.0,0.0,0.0,0.0,0.19372406796828898,0.0,0.5041128147721156,0.0,0.0,5.115907697472721e-15,0.0,0.1943062470404152
A002,Noble_researcher_002,noble,R02,20494,1.000435544496981,GMOE-MINT,BEHAV,voluntary_behavior_contract,behavior,money,0.9148561870112325,0.8770148694203825,realized,R02,42,1,5.115907697472721e-15,0.0,0.0,0.0,0.00013763618217240036,0.0,1.4859069290196202e-05,0.0,0.0,2.011769311138778e-09,0.0,0.0,5.115907697472721e-15,1.560855870688536,0.0
A002,Noble_researcher_002,noble,R02,50323,0.43779001347456425,GMOE-MINT,REPAIR,infrastructure_maintenance,effect,resource,0.7773396625108904,0.7059375932124979,realized,R02,159,0,0.0,0.3315060421444964,0.0,0.0,0.0,0.0,0.0,0.07934937823980988,0.0,0.20648460893065873,3.9335906819815137e-07,0.0,0.0,0.0,0.05093621682415914
A002,Noble_researcher_002,noble,R02,10282,0.2790968789528666,GMOE-MINT,NORM,norm_reform,norm,behavior,0.9123011838997301,0.9125606375107469,realized,R02,43,1,5.115907697472721e-15,0.0,0.0,0.0,8.808715658972232e-05,0.005180266225318633,3.89521585930197e-06,0.0,0.0,0.0,0.0,0.0,5.115907697472721e-15,0.2706271434836441,0.0
A002,Noble_researcher_002,noble,R02,30436,0.20772166864191366,GMOE-MINT,TRUTH,truth_audit,truth,money,0.758873386412679,0.675692623274718,realized,R04,1,1,0.0,0.0,2.6766175469139712,0.9088148073224993,0.452810861453488,0.2686415458013679,0.0,0.0,0.0,0.0,0.0,0.0,0.2807064369873792,0.0,0.0
A002,Noble_researcher_002,noble,R02,25039,0.1675496365360794,GMOE-MINT,TRUTH,truth_audit,truth,money,0.758873386412679,0.675692623274718,realized,R04,1,1,0.0,0.0,2.6766175469139712,0.9088148073224993,0.452810861453488,0.2686415458013679,0.0,0.0,0.0,0.0,0.0,0.0,0.2807064369873792,0.0,0.0
A002,Noble_researcher_002,noble,R02,32913,0.1529237907441946,GMOE-MINT,OMK,restore_agency,damage,agency,0.7529202130960901,0.6869417550923422,realized,R02,1,0,3.1480987712869086,0.8232499056012766,0.21354316244520213,0.0,0.0,0.0,0.0,1.0077824991811273,1.3801785561880129,0.0,0.0,0.0,0.7931341729554546,0.4961574359469841,0.29676870032473796
A002,Noble_researcher_002,noble,R02,30427,0.15168825133144392,GMOE-MINT,STOCK,produce_goods,effect,money,0.832476538361371,0.7943867616246255,realized,R03,1,1,0.1548938948297518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4310027748539744,0.796090283651826,2.3995625930428397,0.37446257000669114,0.0,0.0,0.0
A002,Noble_researcher_002,noble,R02,11007,0.1391292154259816,GMOE-MINT,REPAIR,infrastructure_maintenance,effect,resource,0.7664935817791085,0.7329218042896548,realized,R02,45,0,0.0,2.4981488877529045e-10,0.0,0.0,0.0,0.0,0.0,6.170940366700961e-08,0.0,8.847962362779071e-11,8.943949719082412e-06,0.0,0.0,0.0,0.34396473183634146
A002,Noble_researcher_002,noble,R02,10690,0.09828942514939533,GMOE-MINT,NORM,norm_reform,norm,behavior,0.9253864046606098,0.8920181119227824,realized,R02,44,1,5.115907697472721e-15,0.0,0.0,0.0,3.608049934086921e-05,0.002121837045889947,4.1824562117653837e-07,0.0,0.0,0.0,0.0,0.0,5.115907697472721e-15,0.09594595102726543,0.0
A002,Noble_researcher_002,noble,R02,10269,0.09192149789558962,GMOE-MINT,OMK,fair_exchange,money,money,0.8311034911065276,0.8028479368362244,realized,R00,43,1,0.0,0.0,5.115907697472721e-15,0.0,0.0,0.0,0.2816184454941856,0.0,0.0,0.0,0.0,1.2960303749644868,2.7267788027529604e-12,0.39444140761879903,0.0
A002,Noble_researcher_002,noble,R02,36916,0.06907912959006017,GMOE-MINT,REPAIR,repair_harm,damage,effect,0.9372289272106812,0.8925266422480002,realized,R00,1,0,0.8210159140757733,2.9778041605344407,0.21532738564745277,0.0,0.0,0.0,0.0,1.7743542937967036,0.5864631386689403,0.0,0.0,0.0,0.6327053281985283,0.0,0.5048406694892393
A002,Noble_researcher_002,noble,R02,44860,0.0646824699146422,GMOE-MINT,REPAIR,repair_harm,damage,effect,0.8703556088722414,0.8362903246430187,realized,R02,1,0,1.0700661156149782,4.454405273017104,0.2987784841535745,0.0,0.0,0.0,0.0,2.3233930370430733,0.8390409266564225,0.0,0.0,0.0,0.8580202385931278,0.0,0.7325019759187434
A002,Noble_researcher_002,noble,R02,29340,0.06429143086999853,GMOE-MINT,OMK,restore_agency,damage,agency,0.7529202130960901,0.6869417550923422,realized,R02,1,0,3.1480987712869086,0.8232499056012766,0.21354316244520213,0.0,0.0,0.0,0.0,1.0077824991811273,1.3801785561880129,0.0,0.0,0.0,0.7931341729554546,0.4961574359469841,0.29676870032473796
A002,Noble_researcher_002,noble,R02,29143,0.06366293462161439,GMOE-MINT,STOCK,produce_goods,effect,money,0.8630112606483025,0.8126815940464911,realized,R00,1,1,0.21841944936202418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6423225292421456,1.3079685343295822,4.458110734652075,0.5444169757856102,0.0,0.0,0.0
A002,Noble_researcher_002,noble,R02,40571,0.06279854905153397,GMOE-MINT,STOCK,produce_goods,effect,money,0.8331455668441522,0.7755591294420052,realized,R02,1,1,0.1774511857447656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4259596074800017,0.9847364800830903,2.793168540477411,0.376530363604025,0.0,0.0,0.0
A002,Noble_researcher_002,noble,R02,28643,0.06250336536454598,GMOE-MINT,TRUTH,education,truth,agency,0.8445372556064404,0.8070950743794728,realized,R02,1,0,2.0876874542036252,0.0,1.6993852617122067,0.0,0.0,0.0,0.5680193560714927,0.0,0.9434574501051453,0.0,0.0,0.0,0.45863859733608153,0.5080120482287857,0.0
A002,Noble_researcher_002,noble,R02,40069,0.06114058093302968,GMOE-MINT,STOCK,produce_goods,effect,money,0.8331455668441522,0.7755591294420052,realized,R02,1,1,0.1774511857447656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4259596074800017,0.9847364800830903,2.793168540477411,0.376530363604025,0.0,0.0,0.0
A002,Noble_researcher_002,noble,R02,26565,0.06052817839308541,GMOE-MINT,CAUSE,causal_intervention,causality,effect,0.7968516000664445,0.7450980626332704,realized,R01,94,0,0.0,0.0,5.115907697472721e-15,0.5285391959975527,0.0,0.0,0.0,0.0,6.954155651328619e-10,4.798973327524436e-07,0.003490834519573127,0.0,0.0,0.0,0.2513241474004182
A002,Noble_researcher_002,noble,R02,28796,0.060460497647903885,GMOE-MINT,TRUTH,truth_audit,truth,money,0.758873386412679,0.675692623274718,realized,R04,1,1,0.0,0.0,2.6766175469139712,0.9088148073224993,0.452810861453488,0.2686415458013679,0.0,0.0,0.0,0.0,0.0,0.0,0.2807064369873792,0.0,0.0
A003,Noble_insurer_003,noble,R02,58745,2.0644146632635767,GMOE-MINT,OMK,restore_agency,damage,agency,0.7546875093487387,0.7024293112839645,realized,R03,5,0,2.8135866273142036,0.7443123727850902,0.21201200781394583,0.0,0.0,0.0,0.0,0.9512994653815576,1.256849007900477,0.0,0.0,0.0,0.6742261965495118,0.3870083864057643,0.3024533441362118
A003,Noble_insurer_003,noble,R02,40622,0.046248504113649946,GMOE-MINT,TRUTH,education,truth,agency,0.902113081721078,0.8630650388819064,realized,R01,133,0,5.115907697472721e-15,0.0,5.115907697472721e-15,0.0,0.0,0.0,6.641417646108039e-05,0.0,2.1026380636612886e-12,0.0,0.0,0.0,5.115907697472721e-15,0.34938202703848514,0.0
A003,Noble_insurer_003,noble,R02,54550,0.0074069373872266975,GMOE-MINT,OMK,restore_agency,damage,agency,0.7695542259211803,0.7100756260736495,realized,R02,53,0,5.115907697472721e-15,2.880256033677142e-12,5.115907697472721e-15,0.0,0.0,0.0,0.0,7.114641675798338e-10,3.069544618483633e-14,0.0,0.0,0.0,5.115907697472721e-15,0.010302118046141685,0.04461506127907569
A004,Noble_teacher_004,noble,R03,58348,2.1578747003300958,GMOE-MINT,TRUTH,truth_audit,truth,money,0.8483170360888278,0.8210374345914675,realized,R03,5,1,0.0,0.0,3.911682007473385,1.107459225603347,0.6093580825243983,0.3966287220945937,0.0,0.0,0.0,0.0,0.0,0.0,0.4060706962595071,0.0,0.0
A004,Noble_teacher_004,noble,R03,58535,1.5710858303066235,GMOE-MINT,REPAIR,repair_harm,damage,effect,0.9169593305001406,0.9055643096038223,realized,R03,5,0,0.47850467060090823,2.2616034747447156,0.14322841599976247,0.0,0.0,0.0,0.0,1.3374016086516787,0.42232640185617815,0.0,0.0,0.0,0.46837791770091947,0.0,0.3780912346584045
A004,Noble_teacher_004,noble,R03,58736,1.3332111941344111,GMOE-MINT,REPAIR,repair_harm,damage,effect,0.9137667453408783,0.8727268933848027,realized,R04,5,0,0.651580735563446,3.1218837664415484,0.20563327813402102,0.0,0.0,0.0,0.0,1.5287126406807816,0.6484748424909592,0.0,0.0,0.0,0.6635776022432177,0.0,0.4630325113240779
A004,Noble_teacher_004,noble,R03,58355,0.9142429028352284,GMOE-MINT,OMK,restore_agency,damage,agency,0.7546875093487387,0.7024293112839645,realized,R03,5,0,2.8135866273142036,0.7443123727850902,0.21201200781394583,0.0,0.0,0.0,0.0,0.9512994653815576,1.256849007900477,0.0,0.0,0.0,0.6742261965495118,0.3870083864057643,0.3024533441362118
A004,Noble_teacher_004,noble,R03,17435,0.08547395871005581,GMOE-MINT,TRUTH,education,truth,agency,0.8920917749314817,0.8326030716572406,realized,R01,66,0,5.115907697472721e-15,0.0,2.301167799032555e-06,0.0,0.0,0.0,0.49997425969695314,0.0,3.595211757101424e-07,0.0,0.0,0.0,8.889196578820701e-10,0.41222511206088497,0.0
A004,Noble_teacher_004,noble,R03,58464,0.054400579968422284,GMOE-MINT,TRUTH,truth_audit,truth,money,0.8483170360888278,0.8210374345914675,realized,R03,5,1,0.0,0.0,3.911682007473385,1.107459225603347,0.6093580825243983,0.3966287220945937,0.0,0.0,0.0,0.0,0.0,0.0,0.4060706962595071,0.0,0.0
A004,Noble_teacher_004,noble,R03,12570,0.045738505604437756,GMOE-MINT,NORM,norm_reform,norm,behavior,0.7538905996757862,0.6864160961974666,realized,R03,50,1,5.115907697472721e-15,0.0,0.0,0.0,0.0017021121683723094,0.10822652525312833,0.0071144725330645996,0.0,0.0,0.0,0.0,0.0,2.0463630789890885e-14,0.00044752462299413765,0.0
A004,Noble_teacher_004,noble,R03,46532,0.03718660176423422,GMOE-MINT,INS,insurance_underwrite,damage,money,0.8205290997032664,0.7523774511073127,realized,R03,49,1,0.0,2.0538369085443264e-08,0.0,0.0,0.0,0.0,0.0,0.00025295903658332006,0.0,4.3228396862105e-10,0.0,0.0,7.673861546209081e-14,0.0,0.5365597196052193
A004,Noble_teacher_004,noble,R03,42413,0.016383707820559194,genesis,OMK,genesis_certified_past_improvement,history,money,1.0,1.0,genesis,R02,0,1,0.7,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0
A004,Noble_teacher_004,noble,R03,21320,0.015521713843709858,genesis,OMK,genesis_certified_past_improvement,history,money,1.0,1.0,genesis,R03,0,1,0.7,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0
A004,Noble_teacher_004,noble,R03,58240,0.015487941444592004,genesis,OMK,genesis_certified_past_improvement,history,money,1.0,1.0,genesis,R03,0,1,0.7,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0
A004,Noble_teacher_004,noble,R03,57828,0.015419253286849115,genesis,OMK,genesis_certified_past_improvement,history,money,1.0,1.0,genesis,R04,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,0.2,0.0,0.0,0.0
A004,Noble_teacher_004,noble,R03,33362,0.015076900943419961,genesis,OMK,genesis_certified_past_improvement,history,money,1.0,1.0,genesis,R04,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,0.2,0.0,0.0,0.0
A004,Noble_teacher_004,noble,R03,43269,0.014905858551398652,genesis,OMK,genesis_certified_past_improvement,history,money,1.0,1.0,genesis,R03,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,0.2,0.0,0.0,0.0
A004,Noble_teacher_004,noble,R03,49236,0.014797669976873325,genesis,OMK,genesis_certified_past_improvement,history,money,1.0,1.0,genesis,R00,0,1,0.7,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0
