id,issuer,region,created_step,due_step,expected_score,realized_score,causal_share,resolved,payout
CC_105_A005_97,A005,R02,105,110,5.570845637567706,4.636839719711309,0.9040257458059239,True,2.0865778738700893
CC_106_A038_98,A038,R04,106,111,2.832723226861175,2.3212963947330545,0.7769104078591671,True,1.0445833776298745
CC_107_A023_99,A023,R00,107,114,1.2504383936815995,0.8564315334458208,0.7171312261615677,True,0.38539419005061937
CC_107_A031_100,A031,R03,107,114,0.05882599791782018,0.03139550898520081,0.5974540131590014,True,0.014127979043340367
CC_110_A024_101,A024,R04,110,117,3.346637149376113,1.6932190019094793,0.6172544995896938,True,0.7619485508592657
CC_112_A042_102,A042,R04,112,119,1.1326092420423235,0.7524785042901391,0.7124852072621409,True,0.33861532693056257
CC_113_A007_103,A007,R03,113,120,0.8673033478236757,0.6500790329080951,0.9213960237324413,True,0.2925355648086428
CC_113_A005_104,A005,R02,113,121,2.733100228752901,1.7191605692111906,0.7818613692033016,True,0.7736222561450358
CC_114_A002_105,A002,R02,114,122,5.342831934520721,4.232224971240155,0.8191998925126402,True,1.90450123705807
CC_115_A011_106,A011,R02,115,122,2.865768897545796,1.4137961429241541,0.6523380756930536,True,0.6362082643158694
CC_115_A035_107,A035,R03,115,122,0.6910655403996188,0.6535701261970218,0.8303639651147482,True,0.2941065567886598
CC_116_A019_108,A019,R02,116,122,3.1894438582710665,2.1271988697560125,0.6330402888194532,True,0.9572394913902056
CC_116_A032_109,A032,R04,116,120,2.6907297669882833,2.143780044837928,0.7305810242891343,True,0.9647010201770676
CC_117_A041_110,A041,R00,117,124,0.9083042522440743,0.38466404011425004,0.5392525141272435,True,0.17309881805141253
CC_120_A041_111,A041,R00,120,125,1.322865399339216,0.6542741607325281,0.584035315350667,True,0.29442337232963767
CC_120_A021_112,A021,R03,120,127,0.33735634143476406,0.23180712411635282,0.6838030554312101,True,0.10431320585235877
CC_120_A028_113,A028,R04,120,125,2.692528921559875,1.27769867809023,0.6193688962366974,True,0.5749644051406035
CC_121_A044_114,A044,R01,121,127,6.476567407660627,5.585510122703986,0.7981781869688681,True,2.5134795552167937
CC_121_A029_115,A029,R00,121,130,0.6573822345826725,0.4331030004113703,0.5575359184754682,True,0.19489635018511664
CC_121_A019_116,A019,R02,121,128,2.536015613153233,1.6554588866535365,0.5735308855474237,True,0.7449564989940914
CC_122_A037_117,A037,R03,122,128,0.434499285656134,0.30109669647066906,0.6932307921198392,True,0.13549351341180108
CC_124_A011_118,A011,R02,124,131,3.087108223620766,1.740126842946864,0.6942802925819498,True,0.7830570793260888
CC_124_A007_119,A007,R03,124,133,0.2952616462257037,0.21257625205849848,0.8585075985733778,True,0.09565931342632432
CC_125_A015_120,A015,R00,125,131,0.5776719081337645,0.38065402795597475,0.7063318469935777,True,0.17129431258018865
CC_126_A031_121,A031,R03,126,133,1.883629665015725,1.1863676952494946,0.620733535706262,True,0.5338654628622725
CC_127_A038_122,A038,R04,127,131,4.917826059539103,4.600113632994633,0.8293404866522273,True,2.070051134847585
CC_127_A031_123,A031,R03,127,131,1.5618551634548143,1.1870786691788242,0.7178049422169384,True,0.5341854011304709
CC_129_A016_124,A016,R02,129,137,3.7733874816845616,2.442013994797296,0.7550070442609675,True,1.0989062976587831
CC_129_A024_125,A024,R04,129,135,3.1899574592543227,2.470106196118051,0.6482892202198995,True,1.111547788253123
CC_130_A000_126,A000,R01,130,137,2.5638213152026292,1.8628295237836152,0.6553959726803076,True,0.8382732857026268
CC_132_A026_127,A026,R02,132,140,3.6423260614099866,2.298677018305934,0.7182209691248352,True,1.0344046582376705
CC_134_A022_128,A022,R04,134,140,1.5004822180239497,1.1497140934966785,0.7896008133683372,True,0.5173713420735053
CC_135_A036_129,A036,R04,135,140,1.18881524508036,0.7991272184531942,0.7763930593319162,True,0.3596072483039374
CC_136_A034_130,A034,R04,136,144,2.484251582734197,1.277283338943307,0.6319340508207617,True,0.5747775025244881
CC_137_A035_131,A035,R03,137,144,0.27362763148116054,0.1706185573276877,0.6665812662027649,True,0.07677835079745945
CC_137_A012_132,A012,R00,137,141,0.883352860202928,0.6783522230167685,0.9633255119699138,True,0.3052585003575458
CC_139_A024_133,A024,R04,139,144,3.4698029363993332,2.8015182385142463,0.7749753941218109,True,1.260683207331411
CC_139_A005_134,A005,R02,139,144,5.63148204561682,4.741063279429388,0.8987800018370871,True,2.1334784757432246
CC_141_A043_135,A043,R01,141,149,2.3153636379895706,1.6231182290496737,0.6531807889127769,True,0.7304032030723532
CC_144_A042_136,A042,R04,144,153,3.8919471925377502,2.361495860845953,0.7114520124063739,True,1.0626731373806788
CC_145_A028_137,A028,R04,145,153,2.7517448312575747,1.703174127506008,0.6307663780338237,True,0.7664283573777035
CC_145_A015_138,A015,R00,145,150,1.264406333705152,1.0484405809074986,0.7297826710456596,True,0.4717982614083744
CC_145_A027_139,A027,R00,145,153,0.8092200535712933,0.48323058027232213,0.655064219302084,True,0.21745376112254497
CC_148_A031_140,A031,R03,148,155,0.2999102644985488,0.1458881380932432,0.5863983696149976,True,0.06564966214195944
CC_148_A008_141,A008,R02,148,153,2.838093772685457,1.5093550498514656,0.6620201566289085,True,0.6792097724331595
CC_148_A021_142,A021,R03,148,156,1.9477506993767573,1.35882435903767,0.7240641377923109,True,0.6114709615669516
CC_151_A044_143,A044,R01,151,156,5.638890020327509,4.310726179225178,0.6889420586365628,True,1.93982678065133
CC_153_A036_144,A036,R04,153,162,1.7636035530974319,1.309605500279661,0.7381537286786066,True,0.5893224751258475
CC_153_A042_145,A042,R04,153,160,1.0909232868217442,0.8406936544299316,0.7638238092121683,True,0.3783121444934692
CC_154_A029_146,A029,R00,154,159,0.18695042591388505,0.13978419189561894,0.6402426304478512,True,0.06290288635302853
CC_156_A023_147,A023,R00,156,165,1.7543690144591928,1.395621412470355,0.855742691369415,True,0.6280296356116598
CC_157_A010_148,A010,R04,157,165,2.5442303779801225,1.5432560042127224,0.7968290961704916,True,0.694465201895725
CC_158_A035_149,A035,R03,158,166,1.773748857984989,1.3576805625119346,0.800914587581112,True,0.6109562531303706
CC_159_A040_150,A040,R03,159,165,0.45723176623536743,0.21988151887775045,0.5191599537224107,True,0.09894668349498771
CC_161_A003_151,A003,R02,161,170,4.399276944354766,4.3053697275143366,0.7911108548056857,True,1.9374163773814514
CC_161_A023_152,A023,R00,161,168,1.1862937619420668,0.9106876580700781,0.7641595669395298,True,0.40980944613153514
CC_161_A017_153,A017,R03,161,170,0.8222039863179289,0.5282140734801997,0.7681813450440246,True,0.23769633306608987
CC_165_A007_154,A007,R03,165,172,0.26965639348733617,0.2700481681879357,0.9966599249761704,True,0.12152167568457106
CC_165_A010_155,A010,R04,165,171,3.6642704248574236,3.279515847570691,0.7955871338993651,True,1.475782131406811
CC_166_A006_156,A006,R00,166,172,2.188950081415743,2.0461050418042195,0.8397891119333875,True,0.9207472688118988
CC_166_A032_157,A032,R04,166,171,3.4557937186197636,2.799715740451543,0.6906324185788605,True,1.2598720832031944
CC_168_A021_158,A021,R03,168,172,0.13840467518658092,0.10413093346102018,0.6233797686674478,True,0.04685892005745908
CC_168_A040_159,A040,R03,168,175,0.05026491897521908,0.027812994972107784,0.590295433445383,True,0.012515847737448503
CC_169_A002_160,A002,R02,169,176,4.493053299439254,3.769431074785766,0.7059539224533157,True,1.6962439836535947
CC_169_A015_161,A015,R00,169,178,0.9213544723618199,0.8150419166193134,0.7445108471742101,True,0.366768862478691
CC_170_A035_162,A035,R03,170,174,0.013867348571375402,0.009311503014807893,0.7683820451406811,True,0.004190176356663552
CC_171_A022_163,A022,R04,171,178,1.7991654870052374,1.174082123844668,0.6332667336815172,True,0.5283369557301005
CC_171_A011_164,A011,R02,171,175,2.665331614282774,1.5397196242588505,0.623840934497463,True,0.6928738309164827
CC_172_A032_165,A032,R04,172,178,5.200643032495727,4.050875329004911,0.7760968538075514,True,1.82289389805221
CC_172_A024_166,A024,R04,172,180,3.592772679972699,3.074582932763893,0.6946661547214807,True,1.3835623197437519
CC_172_A005_167,A005,R02,172,180,3.6671244673486987,3.3919413480393854,0.828223320454052,True,1.5263736066177234
CC_173_A008_168,A008,R02,173,178,1.8262239378954672,1.108486755334293,0.6910475518985019,True,0.49881903990043186
CC_175_A011_169,A011,R02,175,181,4.367149245605279,,,False,0.0
CC_176_A029_170,A029,R00,176,182,1.06221821355244,,,False,0.0
CC_179_A013_171,A013,R00,179,186,0.37329402185542027,,,False,0.0
