id,borrower,lender,promised_family,promised_amount,stake,due_step,fulfilled
FIAT_CR_50_A004,A004,A019,fiat,13.919999999999998,6.0,55,True
FIAT_CR_51_A000,A000,A019,fiat,13.919999999999998,6.0,56,True
FIAT_CR_51_A001,A001,A019,fiat,13.919999999999998,6.0,56,True
FIAT_CR_51_A003,A003,A019,fiat,13.919999999999998,6.0,56,True
FIAT_CR_51_A004,A004,A019,fiat,13.919999999999998,6.0,56,True
FIAT_CR_52_A000,A000,A019,fiat,13.919999999999998,6.0,57,True
FIAT_CR_52_A001,A001,A019,fiat,13.919999999999998,6.0,57,True
FIAT_CR_52_A002,A002,A019,fiat,13.919999999999998,6.0,57,True
FIAT_CR_52_A003,A003,A019,fiat,13.919999999999998,6.0,57,True
FIAT_CR_53_A000,A000,A019,fiat,13.919999999999998,6.0,58,True
FIAT_CR_53_A001,A001,A019,fiat,13.919999999999998,6.0,58,True
FIAT_CR_53_A002,A002,A019,fiat,13.919999999999998,6.0,58,True
FIAT_CR_53_A003,A003,A019,fiat,13.919999999999998,6.0,58,True
FIAT_CR_54_A000,A000,A036,fiat,13.919999999999998,6.0,59,True
FIAT_CR_54_A001,A001,A036,fiat,13.919999999999998,6.0,59,True
FIAT_CR_54_A002,A002,A036,fiat,13.919999999999998,6.0,59,True
FIAT_CR_54_A003,A003,A036,fiat,13.919999999999998,6.0,59,True
FIAT_CR_55_A000,A000,A036,fiat,13.919999999999998,6.0,60,True
FIAT_CR_55_A001,A001,A036,fiat,13.919999999999998,6.0,60,True
FIAT_CR_55_A003,A003,A036,fiat,13.919999999999998,6.0,60,True
FIAT_CR_55_A004,A004,A036,fiat,13.919999999999998,6.0,60,True
FIAT_CR_56_A000,A000,A036,fiat,13.919999999999998,6.0,61,True
FIAT_CR_56_A001,A001,A036,fiat,13.919999999999998,6.0,61,True
FIAT_CR_56_A003,A003,A036,fiat,13.919999999999998,6.0,61,True
FIAT_CR_56_A004,A004,A036,fiat,13.919999999999998,6.0,61,True
FIAT_CR_57_A000,A000,A019,fiat,13.919999999999998,6.0,62,True
FIAT_CR_57_A001,A001,A019,fiat,13.919999999999998,6.0,62,True
FIAT_CR_57_A003,A003,A019,fiat,13.919999999999998,6.0,62,True
FIAT_CR_57_A004,A004,A019,fiat,13.919999999999998,6.0,62,True
FIAT_CR_58_A000,A000,A019,fiat,13.919999999999998,6.0,63,True
FIAT_CR_58_A001,A001,A019,fiat,13.919999999999998,6.0,63,True
FIAT_CR_58_A002,A002,A019,fiat,13.919999999999998,6.0,63,True
FIAT_CR_58_A003,A003,A019,fiat,13.919999999999998,6.0,63,True
FIAT_CR_59_A000,A000,A019,fiat,13.919999999999998,6.0,64,True
FIAT_CR_59_A001,A001,A019,fiat,13.919999999999998,6.0,64,True
FIAT_CR_59_A002,A002,A019,fiat,13.919999999999998,6.0,64,True
FIAT_CR_59_A003,A003,A019,fiat,13.919999999999998,6.0,64,True
FIAT_CR_60_A000,A000,A036,fiat,13.919999999999998,6.0,65,True
FIAT_CR_60_A001,A001,A036,fiat,13.919999999999998,6.0,65,True
FIAT_CR_60_A002,A002,A036,fiat,13.919999999999998,6.0,65,True
FIAT_CR_60_A003,A003,A036,fiat,13.919999999999998,6.0,65,True
FIAT_CR_61_A000,A000,A036,fiat,13.919999999999998,6.0,66,True
FIAT_CR_61_A001,A001,A036,fiat,13.919999999999998,6.0,66,True
FIAT_CR_61_A003,A003,A036,fiat,13.919999999999998,6.0,66,True
FIAT_CR_61_A004,A004,A036,fiat,13.919999999999998,6.0,66,True
FIAT_CR_62_A000,A000,A036,fiat,13.919999999999998,6.0,67,True
FIAT_CR_62_A001,A001,A036,fiat,13.919999999999998,6.0,67,True
FIAT_CR_62_A002,A002,A036,fiat,13.919999999999998,6.0,67,True
FIAT_CR_62_A003,A003,A036,fiat,13.919999999999998,6.0,67,True
FIAT_CR_63_A000,A000,A036,fiat,13.919999999999998,6.0,68,True
FIAT_CR_63_A001,A001,A036,fiat,13.919999999999998,6.0,68,True
FIAT_CR_63_A002,A002,A036,fiat,13.919999999999998,6.0,68,True
FIAT_CR_63_A003,A003,A036,fiat,13.919999999999998,6.0,68,True
FIAT_CR_64_A000,A000,A019,fiat,13.919999999999998,6.0,69,True
FIAT_CR_64_A001,A001,A019,fiat,13.919999999999998,6.0,69,True
FIAT_CR_64_A002,A002,A019,fiat,13.919999999999998,6.0,69,True
FIAT_CR_64_A003,A003,A019,fiat,13.919999999999998,6.0,69,True
FIAT_CR_65_A000,A000,A019,fiat,13.919999999999998,6.0,70,True
FIAT_CR_65_A001,A001,A019,fiat,13.919999999999998,6.0,70,True
FIAT_CR_65_A002,A002,A019,fiat,13.919999999999998,6.0,70,True
FIAT_CR_65_A003,A003,A019,fiat,13.919999999999998,6.0,70,True
FIAT_CR_66_A000,A000,A036,fiat,13.919999999999998,6.0,71,True
FIAT_CR_66_A001,A001,A036,fiat,13.919999999999998,6.0,71,True
FIAT_CR_66_A002,A002,A036,fiat,13.919999999999998,6.0,71,True
FIAT_CR_66_A003,A003,A036,fiat,13.919999999999998,6.0,71,True
FIAT_CR_67_A000,A000,A019,fiat,13.919999999999998,6.0,72,True
FIAT_CR_67_A001,A001,A019,fiat,13.919999999999998,6.0,72,True
FIAT_CR_67_A002,A002,A019,fiat,13.919999999999998,6.0,72,True
FIAT_CR_67_A003,A003,A019,fiat,13.919999999999998,6.0,72,True
FIAT_CR_68_A000,A000,A036,fiat,13.919999999999998,6.0,73,True
FIAT_CR_68_A001,A001,A036,fiat,13.919999999999998,6.0,73,True
FIAT_CR_68_A002,A002,A036,fiat,13.919999999999998,6.0,73,True
FIAT_CR_68_A003,A003,A036,fiat,13.919999999999998,6.0,73,True
FIAT_CR_69_A000,A000,A036,fiat,13.919999999999998,6.0,74,True
FIAT_CR_69_A001,A001,A036,fiat,13.919999999999998,6.0,74,True
FIAT_CR_69_A002,A002,A036,fiat,13.919999999999998,6.0,74,True
FIAT_CR_69_A003,A003,A036,fiat,13.919999999999998,6.0,74,True
FIAT_CR_70_A000,A000,A036,fiat,13.919999999999998,6.0,75,True
FIAT_CR_70_A001,A001,A036,fiat,13.919999999999998,6.0,75,True
FIAT_CR_70_A002,A002,A036,fiat,13.919999999999998,6.0,75,True
FIAT_CR_70_A003,A003,A036,fiat,13.919999999999998,6.0,75,True
FIAT_CR_71_A000,A000,A019,fiat,13.919999999999998,6.0,76,True
FIAT_CR_71_A001,A001,A019,fiat,13.919999999999998,6.0,76,True
FIAT_CR_71_A002,A002,A019,fiat,13.919999999999998,6.0,76,True
FIAT_CR_71_A003,A003,A019,fiat,13.919999999999998,6.0,76,True
FIAT_CR_72_A000,A000,A036,fiat,13.919999999999998,6.0,77,True
FIAT_CR_72_A001,A001,A036,fiat,13.919999999999998,6.0,77,True
FIAT_CR_72_A002,A002,A036,fiat,13.919999999999998,6.0,77,True
FIAT_CR_72_A003,A003,A036,fiat,13.919999999999998,6.0,77,True
FIAT_CR_73_A000,A000,A036,fiat,13.919999999999998,6.0,78,True
FIAT_CR_73_A001,A001,A036,fiat,13.919999999999998,6.0,78,True
FIAT_CR_73_A002,A002,A036,fiat,13.919999999999998,6.0,78,True
FIAT_CR_73_A003,A003,A036,fiat,13.919999999999998,6.0,78,True
FIAT_CR_74_A000,A000,A036,fiat,13.919999999999998,6.0,79,True
FIAT_CR_74_A001,A001,A036,fiat,13.919999999999998,6.0,79,True
FIAT_CR_74_A002,A002,A036,fiat,13.919999999999998,6.0,79,True
FIAT_CR_74_A003,A003,A036,fiat,13.919999999999998,6.0,79,True
FIAT_CR_75_A000,A000,A019,fiat,13.919999999999998,6.0,80,True
FIAT_CR_75_A001,A001,A019,fiat,13.919999999999998,6.0,80,True
FIAT_CR_75_A002,A002,A019,fiat,13.919999999999998,6.0,80,True
FIAT_CR_75_A003,A003,A019,fiat,13.919999999999998,6.0,80,True
FIAT_CR_76_A000,A000,A036,fiat,13.919999999999998,6.0,81,True
FIAT_CR_76_A001,A001,A036,fiat,13.919999999999998,6.0,81,True
FIAT_CR_76_A002,A002,A036,fiat,13.919999999999998,6.0,81,True
FIAT_CR_76_A003,A003,A036,fiat,13.919999999999998,6.0,81,True
FIAT_CR_77_A000,A000,A019,fiat,13.919999999999998,6.0,82,True
FIAT_CR_77_A001,A001,A019,fiat,13.919999999999998,6.0,82,True
FIAT_CR_77_A002,A002,A019,fiat,13.919999999999998,6.0,82,True
FIAT_CR_77_A003,A003,A019,fiat,13.919999999999998,6.0,82,True
FIAT_CR_78_A000,A000,A036,fiat,13.919999999999998,6.0,83,True
FIAT_CR_78_A001,A001,A036,fiat,13.919999999999998,6.0,83,True
FIAT_CR_78_A002,A002,A036,fiat,13.919999999999998,6.0,83,True
FIAT_CR_78_A003,A003,A036,fiat,13.919999999999998,6.0,83,True
FIAT_CR_79_A000,A000,A019,fiat,13.919999999999998,6.0,84,True
FIAT_CR_79_A001,A001,A019,fiat,13.919999999999998,6.0,84,True
FIAT_CR_79_A002,A002,A019,fiat,13.919999999999998,6.0,84,True
FIAT_CR_79_A003,A003,A019,fiat,13.919999999999998,6.0,84,True
FIAT_CR_80_A000,A000,A036,fiat,13.919999999999998,6.0,85,True
FIAT_CR_80_A001,A001,A036,fiat,13.919999999999998,6.0,85,True
FIAT_CR_80_A002,A002,A036,fiat,13.919999999999998,6.0,85,True
FIAT_CR_80_A003,A003,A036,fiat,13.919999999999998,6.0,85,True
FIAT_CR_81_A000,A000,A036,fiat,13.919999999999998,6.0,86,True
FIAT_CR_81_A001,A001,A036,fiat,13.919999999999998,6.0,86,True
FIAT_CR_81_A002,A002,A036,fiat,13.919999999999998,6.0,86,True
FIAT_CR_81_A003,A003,A036,fiat,13.919999999999998,6.0,86,True
FIAT_CR_82_A000,A000,A036,fiat,13.919999999999998,6.0,87,True
FIAT_CR_82_A001,A001,A036,fiat,13.919999999999998,6.0,87,True
FIAT_CR_82_A002,A002,A036,fiat,13.919999999999998,6.0,87,True
FIAT_CR_82_A003,A003,A036,fiat,13.919999999999998,6.0,87,True
FIAT_CR_83_A000,A000,A019,fiat,13.919999999999998,6.0,88,True
FIAT_CR_83_A001,A001,A019,fiat,13.919999999999998,6.0,88,True
FIAT_CR_83_A002,A002,A019,fiat,13.919999999999998,6.0,88,True
FIAT_CR_83_A003,A003,A019,fiat,13.919999999999998,6.0,88,True
FIAT_CR_84_A000,A000,A036,fiat,13.919999999999998,6.0,89,True
FIAT_CR_84_A001,A001,A036,fiat,13.919999999999998,6.0,89,True
FIAT_CR_84_A002,A002,A036,fiat,13.919999999999998,6.0,89,True
FIAT_CR_84_A003,A003,A036,fiat,13.919999999999998,6.0,89,True
FIAT_CR_85_A000,A000,A019,fiat,13.919999999999998,6.0,90,True
FIAT_CR_85_A001,A001,A019,fiat,13.919999999999998,6.0,90,True
FIAT_CR_85_A002,A002,A019,fiat,13.919999999999998,6.0,90,True
FIAT_CR_85_A003,A003,A019,fiat,13.919999999999998,6.0,90,True
FIAT_CR_86_A000,A000,A036,fiat,13.919999999999998,6.0,91,True
FIAT_CR_86_A001,A001,A036,fiat,13.919999999999998,6.0,91,True
FIAT_CR_86_A002,A002,A036,fiat,13.919999999999998,6.0,91,True
FIAT_CR_86_A003,A003,A036,fiat,13.919999999999998,6.0,91,True
FIAT_CR_87_A000,A000,A036,fiat,13.919999999999998,6.0,92,True
FIAT_CR_87_A001,A001,A036,fiat,13.919999999999998,6.0,92,True
FIAT_CR_87_A002,A002,A036,fiat,13.919999999999998,6.0,92,True
FIAT_CR_87_A003,A003,A036,fiat,13.919999999999998,6.0,92,True
FIAT_CR_88_A000,A000,A036,fiat,13.919999999999998,6.0,93,True
FIAT_CR_88_A001,A001,A036,fiat,13.919999999999998,6.0,93,True
FIAT_CR_88_A002,A002,A036,fiat,13.919999999999998,6.0,93,True
FIAT_CR_88_A003,A003,A036,fiat,13.919999999999998,6.0,93,True
FIAT_CR_89_A000,A000,A019,fiat,13.919999999999998,6.0,94,True
FIAT_CR_89_A001,A001,A019,fiat,13.919999999999998,6.0,94,True
FIAT_CR_89_A002,A002,A019,fiat,13.919999999999998,6.0,94,True
FIAT_CR_89_A003,A003,A019,fiat,13.919999999999998,6.0,94,True
FIAT_CR_90_A000,A000,A036,fiat,13.919999999999998,5.6945401540678375,95,True
FIAT_CR_90_A001,A001,A036,fiat,13.919999999999998,6.0,95,True
FIAT_CR_90_A002,A002,A036,fiat,13.919999999999998,6.0,95,True
FIAT_CR_90_A003,A003,A036,fiat,13.919999999999998,6.0,95,True
FIAT_CR_91_A000,A000,A019,fiat,13.919999999999998,5.6945401540678375,96,True
FIAT_CR_91_A001,A001,A019,fiat,13.919999999999998,6.0,96,True
FIAT_CR_91_A002,A002,A019,fiat,13.919999999999998,6.0,96,True
FIAT_CR_91_A003,A003,A019,fiat,13.919999999999998,6.0,96,True
FIAT_CR_92_A000,A000,A036,fiat,13.919999999999998,5.6945401540678375,97,True
FIAT_CR_92_A001,A001,A036,fiat,13.919999999999998,6.0,97,True
FIAT_CR_92_A002,A002,A036,fiat,13.919999999999998,6.0,97,True
FIAT_CR_92_A003,A003,A036,fiat,13.919999999999998,6.0,97,True
FIAT_CR_93_A000,A000,A036,fiat,13.919999999999998,5.6945401540678375,98,True
FIAT_CR_93_A001,A001,A036,fiat,13.919999999999998,6.0,98,True
FIAT_CR_93_A002,A002,A036,fiat,13.919999999999998,6.0,98,True
FIAT_CR_93_A003,A003,A036,fiat,13.919999999999998,6.0,98,True
