step,mode,score_start,score_end,score_change,distance_start,distance_end,distance_change,total_omk,total_fiat,accepted,rejected,harmful_accepted
16,gmoe,77.15348535552062,78.54326545603358,1.389780100512965,22.846514644479374,21.456734543966412,-1.3897801005129615,1928.6413755256508,6956.4761350166345,27,10,0
17,gmoe,78.54326545603358,79.97761373886722,1.4343482828336391,21.456734543966412,20.022386261132773,-1.4343482828336391,2030.8209099837725,6956.4761350166345,28,9,0
18,gmoe,79.97761373886722,81.66512900372594,1.6875152648587175,20.022386261132773,18.33487099627406,-1.687515264858714,2139.0205815768786,6956.4761350166345,29,7,0
19,gmoe,81.66512900372594,82.74752344477677,1.0823944410508375,18.33487099627406,17.25247655522321,-1.0823944410508481,2214.367623860822,6956.4761350166345,26,9,0
20,gmoe,82.74752344477677,84.26280692734079,1.5152834825640156,17.25247655522321,15.73719307265921,-1.5152834825640014,2335.7126326116463,6956.4761350166345,32,9,0
21,gmoe,84.26280692734079,85.52455215203675,1.2617452246959573,15.73719307265921,14.475447847963244,-1.2617452246959662,2412.3081022245556,6956.4761350166345,31,4,0
22,gmoe,85.52455215203675,86.47910403952683,0.9545518874900836,14.475447847963244,13.52089596047315,-0.9545518874900942,2470.749924199328,6956.4761350166345,31,7,0
23,gmoe,86.47910403952683,87.24149378787048,0.7623897483436508,13.52089596047315,12.758506212129507,-0.7623897483436419,2519.3685875625106,6956.4761350166345,26,9,0
24,gmoe,87.24149378787048,87.99574364719795,0.7542498593274729,12.758506212129507,12.00425635280203,-0.7542498593274782,2569.937524332599,6956.4761350166345,28,8,0
25,gmoe,87.99574364719795,88.4866855247358,0.4909418775378498,12.00425635280203,11.513314475264199,-0.49094187753783025,2613.1557849009273,6956.4761350166345,24,13,0
26,gmoe,88.4866855247358,89.07716149139056,0.5904759666547506,11.513314475264199,10.922838508609422,-0.5904759666547772,2652.0992342971786,6956.4761350166345,28,9,0
27,gmoe,89.07716149139056,89.69187122189214,0.6147097305015876,10.922838508609422,10.308128778107848,-0.6147097305015734,2706.4173058695023,6956.4761350166345,28,10,0
28,gmoe,89.69187122189214,90.22231464563399,0.5304434237418434,10.308128778107848,9.777685354366014,-0.5304434237418345,2741.6040351703937,6956.4761350166345,24,11,0
29,gmoe,90.22231464563399,90.81635109034993,0.5940364447159396,9.777685354366014,9.18364890965006,-0.5940364447159538,2781.8885460809774,6956.4761350166345,25,11,0
30,gmoe,90.81635109034993,91.20005973892013,0.3837086485702059,9.18364890965006,8.799940261079865,-0.38370864857019527,2803.9685874004454,6956.4761350166345,19,17,0
31,gmoe,91.20005973892013,91.67889833424168,0.47883859532154815,8.799940261079865,8.321101665758322,-0.4788385953215428,2833.909078126087,6956.4761350166345,29,8,0
32,gmoe,91.67889833424168,92.2531907113509,0.5742923771092165,8.321101665758322,7.7468092886491045,-0.5742923771092174,2874.45370836871,6956.4761350166345,28,10,0
33,gmoe,92.2531907113509,92.56263454990481,0.30944383855391777,7.7468092886491045,7.437365450095178,-0.30944383855392665,2894.5757407595797,6956.4761350166345,24,12,0
34,gmoe,92.56263454990481,93.1810142352357,0.6183796853308792,7.437365450095178,6.818985764764318,-0.6183796853308596,2942.6904126666964,6956.4761350166345,27,9,0
35,gmoe,93.1810142352357,93.6302954671717,0.44928123193601266,6.818985764764318,6.369704532828272,-0.4492812319360464,2981.308678683627,6956.4761350166345,28,10,0
36,gmoe,93.6302954671717,94.06502081514499,0.4347253479732842,6.369704532828272,5.934979184855003,-0.4347253479732691,3004.6212135016385,6956.4761350166345,27,10,0
37,gmoe,94.06502081514499,94.44594905921821,0.38092824407321757,5.934979184855003,5.554050940781789,-0.380928244073214,3037.0898898762266,6956.4761350166345,26,13,0
38,gmoe,94.44594905921821,94.77858161189832,0.33263255268010994,5.554050940781789,5.2214183881016725,-0.33263255268011616,3064.6682393406127,6956.4761350166345,22,15,0
39,gmoe,94.77858161189832,95.11290826807785,0.3343266561795275,5.2214183881016725,4.887091731922135,-0.3343266561795373,3090.181128151736,6956.4761350166345,28,11,0
40,gmoe,95.11290826807785,95.59550568097777,0.48259741289992064,4.887091731922135,4.4044943190222225,-0.48259741289991265,3121.9587757477157,6956.4761350166345,27,10,0
41,gmoe,95.59550568097777,95.92752238287511,0.332016701897345,4.4044943190222225,4.072477617124883,-0.33201670189733967,3143.2411155624222,6956.4761350166345,31,9,0
42,gmoe,95.92752238287511,96.29257360234251,0.3650512194674036,4.072477617124883,3.707426397657486,-0.36505121946739694,3170.2489459093845,6956.4761350166345,24,12,0
43,gmoe,96.29257360234251,96.49238127053773,0.1998076681952199,3.707426397657486,3.5076187294622856,-0.19980766819520035,3190.7522460378304,6956.4761350166345,27,11,0
44,gmoe,96.49238127053773,96.73626032484421,0.2438790543064755,3.5076187294622856,3.263739675155782,-0.24387905430650347,3211.580993074744,6956.4761350166345,28,11,0
45,gmoe,96.73626032484421,96.8770607658079,0.14080044096368738,3.263739675155782,3.122939234192107,-0.14080044096367494,3222.2782527321683,6956.4761350166345,19,18,0
46,gmoe,96.8770607658079,97.00413122295247,0.1270704571445691,3.122939234192107,2.995868777047526,-0.1270704571445811,3226.7978212235735,6956.4761350166345,17,20,0
47,gmoe,97.00413122295247,97.16177771250145,0.15764648954898064,2.995868777047526,2.8382222874985485,-0.15764648954897753,3241.6889939406715,6956.4761350166345,21,18,0
48,gmoe,97.16177771250145,97.2411439542273,0.07936624172585027,2.8382222874985485,2.7588560457727027,-0.07936624172584583,3243.6969406319554,6956.4761350166345,17,19,0
49,gmoe,97.2411439542273,97.33681420941215,0.0956702551848565,2.7588560457727027,2.663185790587838,-0.0956702551848645,3254.601682436064,6956.4761350166345,18,18,0
50,gmoe,97.33681420941215,97.42873200909818,0.09191779968602987,2.663185790587838,2.5712679909017924,-0.09191779968604585,3256.616904673026,6956.4761350166345,12,24,0
51,gmoe,97.42873200909818,97.50171953387988,0.0729875247816949,2.5712679909017924,2.498280466120115,-0.07298752478167758,3268.822652205826,6956.4761350166345,16,22,0
52,gmoe,97.50171953387988,97.6466441027519,0.1449245688720282,2.498280466120115,2.353355897248082,-0.14492456887203264,3278.7391024844665,6956.4761350166345,11,26,0
53,gmoe,97.6466441027519,97.7259924857955,0.0793483830435946,2.353355897248082,2.274007514204486,-0.07934838304359593,3284.897027418378,6956.4761350166345,22,17,0
54,gmoe,97.7259924857955,97.75129375618708,0.025301270391580033,2.274007514204486,2.2487062438129186,-0.0253012703915676,3284.3769958729713,6956.4761350166345,7,29,0
55,gmoe,97.75129375618708,97.8025897964633,0.05129604027621326,2.2487062438129186,2.197410203536704,-0.051296040276214594,3285.9273898811934,6956.4761350166345,7,30,0
56,gmoe,97.8025897964633,97.85539891473877,0.05280911827547641,2.197410203536704,2.1446010852612285,-0.05280911827547552,3294.393139622147,6956.4761350166345,7,30,0
57,gmoe,97.85539891473877,97.8759434857932,0.02054457105442964,2.1446010852612285,2.1240565142067798,-0.020544571054448735,3299.965690049949,6956.4761350166345,4,34,0
58,gmoe,97.8759434857932,97.89772073192778,0.02177724613457599,2.1240565142067798,2.102279268072217,-0.021777246134562667,3311.9416496016893,6956.4761350166345,4,34,0
59,gmoe,97.89772073192778,97.90611383010784,0.00839309818006484,2.102279268072217,2.093886169892153,-0.008393098180063951,3308.605915275873,6956.4761350166345,2,34,0
60,gmoe,97.90611383010784,97.96476631262644,0.058652482518596116,2.093886169892153,2.0352336873735513,-0.05865248251860189,3313.989258682723,6956.4761350166345,5,31,0
61,gmoe,97.96476631262644,97.99909227347503,0.03432596084859085,2.0352336873735513,2.000907726524933,-0.034325960848618386,3321.4228039814698,6956.4761350166345,6,33,0
62,gmoe,97.99909227347503,98.02775210293306,0.0286598294580358,2.000907726524933,1.97224789706691,-0.028659829458022923,3320.323451950342,6956.4761350166345,5,31,0
63,gmoe,98.02775210293306,98.07964562894635,0.05189352601328778,1.97224789706691,1.920354371053633,-0.0518935260132769,3321.2254832332246,6956.4761350166345,4,33,0
64,gmoe,98.07964562894635,98.05834875454997,-0.02129687439638417,1.920354371053633,1.9416512454500365,0.021296874396403487,3320.8182698935407,6956.4761350166345,3,33,0
65,gmoe,98.05834875454997,98.09363104074872,0.03528228619875051,1.9416512454500365,1.906368959251296,-0.03528228619874052,3321.4254734740016,6956.4761350166345,3,34,0
66,gmoe,98.09363104074872,98.15847018648175,0.06483914573303196,1.906368959251296,1.841529813518249,-0.06483914573304705,3324.236709742077,6956.4761350166345,4,33,0
67,gmoe,98.15847018648175,98.20198453398598,0.04351434750422811,1.841529813518249,1.7980154660140295,-0.04351434750421945,3325.327252232584,6956.4761350166345,2,35,0
68,gmoe,98.20198453398598,98.26256734338591,0.0605828093999321,1.7980154660140295,1.737432656614085,-0.06058280939994454,3339.53970513241,6956.4761350166345,4,38,0
69,gmoe,98.26256734338591,98.33415143058355,0.07158408719763543,1.737432656614085,1.6658485694164427,-0.07158408719764231,3345.8166328295347,6956.4761350166345,6,32,0
70,gmoe,98.33415143058355,98.33415143058355,0.0,1.6658485694164427,1.6658485694164427,0.0,3346.925480663224,6956.4761350166345,0,36,0
71,gmoe,98.33415143058355,98.44752759681057,0.1133761662270274,1.6658485694164427,1.5524724031894057,-0.11337616622703695,3354.71595135567,6956.4761350166345,4,33,0
72,gmoe,98.44752759681057,98.46639794050462,0.018870343694047165,1.5524724031894057,1.5336020594953683,-0.018870343694037395,3357.2980908228074,6956.4761350166345,1,36,0
73,gmoe,98.46639794050462,98.47115471663044,0.0047567761258164865,1.5336020594953683,1.528845283369542,-0.004756776125826256,3361.4035907153725,6956.4761350166345,1,35,0
74,gmoe,98.47115471663044,98.50470413782473,0.03354942119429438,1.528845283369542,1.495295862175254,-0.033549421194288165,3368.2184665517852,6956.4761350166345,1,39,0
75,gmoe,98.50470413782473,98.59150833622792,0.0868041984031862,1.495295862175254,1.4084916637720735,-0.08680419840318043,3370.5702336809927,6956.4761350166345,3,34,0
76,gmoe,98.59150833622792,98.59687380882256,0.005365472594647258,1.4084916637720735,1.4031261911774369,-0.0053654725946366,3367.224652370274,6956.4761350166345,1,36,0
77,gmoe,98.59687380882256,98.64507926382109,0.04820545499852358,1.4031261911774369,1.3549207361788969,-0.04820545499854001,3373.1614164308116,6956.4761350166345,3,34,0
78,gmoe,98.64507926382109,98.67021724742268,0.025137983601595693,1.3549207361788969,1.329782752577318,-0.025137983601578817,3374.739072071609,6956.4761350166345,2,35,0
79,gmoe,98.67021724742268,98.6810655583404,0.01084831091772287,1.329782752577318,1.3189344416595894,-0.010848310917728643,3373.405818569361,6956.4761350166345,1,35,0
80,gmoe,98.6810655583404,98.7301785544502,0.049112996109798246,1.3189344416595894,1.269821445549812,-0.049112996109777374,3377.050748763931,6956.4761350166345,2,34,0
81,gmoe,98.7301785544502,98.7301785544502,0.0,1.269821445549812,1.269821445549812,0.0,3373.221562539882,6956.4761350166345,0,35,0
82,gmoe,98.7301785544502,98.7473116780714,0.01713312362119268,1.269821445549812,1.2526883219286091,-0.017133123621202895,3375.9454687401167,6956.4761350166345,4,34,0
83,gmoe,98.7473116780714,98.76282458423874,0.015512906167344909,1.2526883219286091,1.2371754157612584,-0.015512906167350682,3374.644907399671,6956.4761350166345,2,34,0
84,gmoe,98.76282458423874,98.77375348623671,0.010928901997971252,1.2371754157612584,1.2262465137632936,-0.010928901997964813,3384.8479166563197,6956.4761350166345,2,37,0
85,gmoe,98.77375348623671,98.77765090261776,0.003897416381050789,1.2262465137632936,1.222349097382234,-0.0038974163810596707,3385.1535495419575,6956.4761350166345,1,36,0
86,gmoe,98.77765090261776,98.79784858814168,0.02019768552391099,1.222349097382234,1.202151411858333,-0.020197685523901,3384.7597639895944,6956.4761350166345,3,34,0
87,gmoe,98.79784858814168,98.83609883080118,0.038250242659501055,1.202151411858333,1.1639011691988272,-0.03825024265950572,3388.874497620797,6956.4761350166345,3,34,0
88,gmoe,98.83609883080118,98.84817264324089,0.012073812439709286,1.1639011691988272,1.1518273567591173,-0.012073812439709952,3390.452566742009,6956.4761350166345,1,37,0
89,gmoe,98.84817264324089,98.85463663414939,0.00646399090850025,1.1518273567591173,1.1453633658505997,-0.0064639909085175695,3395.14147337359,6956.4761350166345,3,35,0
90,gmoe,98.85463663414939,98.91388560124608,0.059248967096692695,1.1453633658505997,1.0861143987539281,-0.0592489670966716,3396.451410086119,6956.4761350166345,3,32,0
91,gmoe,98.91388560124608,98.91388560124608,0.0,1.0861143987539281,1.0861143987539281,0.0,3393.067939866414,6956.4761350166345,0,35,0
92,gmoe,98.91388560124608,98.93545780144329,0.02157220019721251,1.0861143987539281,1.0645421985567118,-0.021572200197216285,3395.930078350235,6956.4761350166345,3,36,0
93,gmoe,98.93545780144329,98.948361156072,0.012903354628704733,1.0645421985567118,1.0516388439280158,-0.012903354628696073,3396.5326919966537,6956.4761350166345,2,37,0
94,gmoe,98.948361156072,98.95876372602774,0.010402569955743957,1.0516388439280158,1.0412362739722683,-0.01040256995574751,3396.4061404538857,6956.4761350166345,1,36,0
95,gmoe,98.95876372602774,99.03177533242702,0.07301160639927673,1.0412362739722683,0.9682246675729692,-0.07301160639929904,3399.60503351435,6956.4761350166345,2,35,0
96,gmoe,99.03177533242702,99.03624689457172,0.0044715621447011245,0.9682246675729692,0.9637531054282946,-0.00447156214467459,3397.874307850003,6956.4761350166345,1,36,0
97,gmoe,99.03624689457172,99.08716293342377,0.050916038852051315,0.9637531054282946,0.9128370665762305,-0.05091603885206408,3401.363209571656,6956.4761350166345,4,32,0
98,gmoe,99.08716293342377,99.09016065476722,0.002997721343447779,0.9128370665762305,0.9098393452327823,-0.002997721343448223,3400.5045845996187,6956.4761350166345,2,35,0
99,gmoe,99.09016065476722,99.13567394062757,0.04551328586035197,0.9098393452327823,0.8643260593724377,-0.04551328586034464,3406.4043438027356,6956.4761350166345,2,36,0
100,gmoe,99.13567394062757,99.1364230254609,0.0007490848333304712,0.8643260593724377,0.863576974539105,-0.0007490848333326916,3407.4739556186323,6956.4761350166345,1,36,0
101,gmoe,99.1364230254609,99.1364230254609,0.0,0.863576974539105,0.863576974539105,0.0,3406.90115923334,6956.4761350166345,0,37,0
102,gmoe,99.1364230254609,99.15248783035733,0.016064804896430473,0.863576974539105,0.8475121696426824,-0.01606480489642259,3406.9269176301723,6956.4761350166345,1,35,0
103,gmoe,99.15248783035733,99.21283556355219,0.06034773319485964,0.8475121696426824,0.7871644364477925,-0.06034773319488984,3412.6813210365217,6956.4761350166345,3,34,0
104,gmoe,99.21283556355219,99.2170668068115,0.004231243259312123,0.7871644364477925,0.7829331931885135,-0.004231243259279038,3409.650517174522,6956.4761350166345,1,35,0
105,gmoe,99.2170668068115,99.2170668068115,0.0,0.7829331931885135,0.7829331931885135,0.0,3416.0793306083133,6956.4761350166345,0,37,0
106,gmoe,99.2170668068115,99.2170668068115,0.0,0.7829331931885135,0.7829331931885135,0.0,3415.5483612648177,6956.4761350166345,0,37,0
107,gmoe,99.2170668068115,99.2170668068115,0.0,0.7829331931885135,0.7829331931885135,0.0,3414.752307895618,6956.4761350166345,0,37,0
108,gmoe,99.2170668068115,99.25531382035278,0.03824701354128024,0.7829331931885135,0.7446861796472442,-0.03824701354126936,3417.0220100760503,6956.4761350166345,1,36,0
109,gmoe,99.25531382035278,99.25531382035278,0.0,0.7446861796472442,0.7446861796472442,0.0,3418.183316361976,6956.4761350166345,0,38,0
110,gmoe,99.25531382035278,99.26358271611339,0.008268895760608075,0.7446861796472442,0.7364172838866234,-0.008268895760620731,3423.881198283393,6956.4761350166345,1,38,0
111,gmoe,99.26358271611339,99.27090488035306,0.007322164239667472,0.7364172838866234,0.7290951196469445,-0.007322164239678908,3425.2812358323063,6956.4761350166345,1,37,0
112,gmoe,99.27090488035306,99.29911132219692,0.028206441843863672,0.7290951196469445,0.7008886778030831,-0.02820644184386145,3427.813811660295,6956.4761350166345,1,36,0
113,gmoe,99.29911132219692,99.31623800252679,0.017126680329866417,0.7008886778030831,0.6837619974732054,-0.01712668032987763,3425.556426629798,6956.4761350166345,2,34,0
114,gmoe,99.31623800252679,99.32361659623305,0.007378593706263814,0.6837619974732054,0.6763834037669526,-0.007378593706252823,3427.0986090125484,6956.4761350166345,1,36,0
115,gmoe,99.32361659623305,99.34134876340407,0.017732167171018887,0.6763834037669526,0.658651236595929,-0.01773216717102366,3426.9228208562085,6956.4761350166345,1,35,0
116,gmoe,99.34134876340407,99.34134876340407,0.0,0.658651236595929,0.658651236595929,0.0,3431.3584239126767,6956.4761350166345,0,41,0
117,gmoe,99.34134876340407,99.34134876340407,0.0,0.658651236595929,0.658651236595929,0.0,3430.9105051240977,6956.4761350166345,0,37,0
118,gmoe,99.34134876340407,99.34503504663546,0.003686283231388643,0.658651236595929,0.6549649533645362,-0.0036862832313927507,3427.3725504625163,6956.4761350166345,1,35,0
119,gmoe,99.34503504663546,99.35018434415187,0.005149297516410911,0.6549649533645362,0.6498156558481474,-0.005149297516388818,3426.5627740650702,6956.4761350166345,1,37,0
120,gmoe,99.35018434415187,99.36602236509634,0.01583802094447151,0.6498156558481474,0.6339776349036613,-0.015838020944486053,3429.767767138157,6956.4761350166345,2,35,0
121,gmoe,99.36602236509634,99.36602236509634,0.0,0.6339776349036613,0.6339776349036613,0.0,3427.7650222530638,6956.4761350166345,0,37,0
122,gmoe,99.36602236509634,99.36602236509634,0.0,0.6339776349036613,0.6339776349036613,0.0,3425.6964149123496,6956.4761350166345,0,36,0
123,gmoe,99.36602236509634,99.36602236509634,0.0,0.6339776349036613,0.6339776349036613,0.0,3431.5269221147073,6956.4761350166345,0,39,0
124,gmoe,99.36602236509634,99.36602236509634,0.0,0.6339776349036613,0.6339776349036613,0.0,3429.307300119671,6956.4761350166345,0,36,0
125,gmoe,99.36602236509634,99.37070891934776,0.004686554251421171,0.6339776349036613,0.6292910806522523,-0.00468655425140907,3427.4552554764578,6956.4761350166345,1,34,0
126,gmoe,99.37070891934776,99.38633061660482,0.015621697257060418,0.6292910806522523,0.6136693833951762,-0.015621697257076073,3433.3084128628034,6956.4761350166345,1,38,0
127,gmoe,99.38633061660482,99.43265352266987,0.04632290606504341,0.6136693833951762,0.567346477330142,-0.0463229060650342,3438.32819217757,6956.4761350166345,3,35,0
128,gmoe,99.43265352266987,99.43265352266987,0.0,0.567346477330142,0.567346477330142,0.0,3435.169507311004,6956.4761350166345,0,36,0
129,gmoe,99.43265352266987,99.43265352266987,0.0,0.567346477330142,0.567346477330142,0.0,3437.8124021629724,6956.4761350166345,0,36,0
130,gmoe,99.43265352266987,99.44498595166006,0.012332428990191602,0.567346477330142,0.5550140483399499,-0.012332428990192046,3438.464116739384,6956.4761350166345,2,35,0
131,gmoe,99.44498595166006,99.47261932033798,0.02763336867792532,0.5550140483399499,0.5273806796620146,-0.02763336867793531,3439.0363184679636,6956.4761350166345,3,32,0
132,gmoe,99.47261932033798,99.47261932033798,0.0,0.5273806796620146,0.5273806796620146,0.0,3439.443095889917,6956.4761350166345,0,37,0
133,gmoe,99.47261932033798,99.47868063889642,0.006061318558437279,0.5273806796620146,0.5213193611035764,-0.006061318558438278,3441.607703159845,6956.4761350166345,1,38,0
134,gmoe,99.47868063889642,99.47868063889642,0.0,0.5213193611035764,0.5213193611035764,0.0,3441.4214982109925,6956.4761350166345,0,36,0
135,gmoe,99.47868063889642,99.4848242610749,0.00614362217848452,0.5213193611035764,0.515175738925091,-0.006143622178485297,3437.2961764833403,6956.4761350166345,1,36,0
136,gmoe,99.4848242610749,99.4848242610749,0.0,0.515175738925091,0.515175738925091,0.0,3435.2796335207545,6956.4761350166345,0,37,0
137,gmoe,99.4848242610749,99.49015841538545,0.005334154310546069,0.515175738925091,0.5098415846145413,-0.0053341543105497324,3437.5727642699367,6956.4761350166345,1,37,0
138,gmoe,99.49015841538545,99.51154612597382,0.02138771058837108,0.5098415846145413,0.4884538740261674,-0.02138771058837391,3437.938159726966,6956.4761350166345,1,36,0
139,gmoe,99.51154612597382,99.51314463182558,0.0015985058517600237,0.4884538740261674,0.4868553681744266,-0.0015985058517408168,3439.155235667742,6956.4761350166345,1,38,0
140,gmoe,99.51314463182558,99.51314463182558,0.0,0.4868553681744266,0.4868553681744266,0.0,3439.7126709422632,6956.4761350166345,0,36,0
141,gmoe,99.51314463182558,99.52842016869238,0.015275536866795392,0.4868553681744266,0.47157983130762016,-0.015275536866806438,3441.6622500077942,6956.4761350166345,1,36,0
142,gmoe,99.52842016869238,99.52842016869238,0.0,0.47157983130762016,0.47157983130762016,0.0,3443.2556400957037,6956.4761350166345,0,38,0
143,gmoe,99.52842016869238,99.54637831786809,0.017958149175711924,0.47157983130762016,0.45362168213191467,-0.017958149175705485,3451.405549611919,6956.4761350166345,1,36,0
144,gmoe,99.54637831786809,99.54637831786809,0.0,0.45362168213191467,0.45362168213191467,0.0,3452.5304930507623,6956.4761350166345,0,37,0
145,gmoe,99.54637831786809,99.55160212362792,0.00522380575982595,0.45362168213191467,0.4483978763720895,-0.005223805759825173,3450.0836755243113,6956.4761350166345,1,35,0
146,gmoe,99.55160212362792,99.55160212362792,0.0,0.4483978763720895,0.4483978763720895,0.0,3450.9990727481936,6956.4761350166345,0,37,0
147,gmoe,99.55160212362792,99.58366745797198,0.03206533434406822,0.4483978763720895,0.4163325420280366,-0.0320653343440529,3455.211799136204,6956.4761350166345,2,38,0
148,gmoe,99.58366745797198,99.59769187059283,0.014024412620841531,0.4163325420280366,0.4023081294071963,-0.01402441262084031,3457.412330950001,6956.4761350166345,1,38,0
149,gmoe,99.59769187059283,99.60163670760399,0.0039448370111614395,0.4023081294071963,0.39836329239604523,-0.003944837011151059,3456.433661398597,6956.4761350166345,1,36,0
150,gmoe,99.60163670760399,99.60163670760399,0.0,0.39836329239604523,0.39836329239604523,0.0,3451.5188021618524,6956.4761350166345,0,35,0
151,gmoe,99.60163670760399,99.60610038371769,0.004463676113701354,0.39836329239604523,0.3938996162823276,-0.004463676113717618,3449.316364672002,6956.4761350166345,1,36,0
152,gmoe,99.60610038371769,99.62021079756045,0.014110413842757907,0.3938996162823276,0.37978920243957276,-0.014110413842754854,3452.924227947682,6956.4761350166345,2,38,0
153,gmoe,99.62021079756045,99.64430578746902,0.02409498990857628,0.37978920243957276,0.35569421253099626,-0.024094989908576503,3452.212730596101,6956.4761350166345,1,37,0
154,gmoe,99.64430578746902,99.65315558808385,0.008849800614825654,0.35569421253099626,0.3468444119161565,-0.008849800614839753,3454.1265430769895,6956.4761350166345,1,38,0
155,gmoe,99.65315558808385,99.65315558808385,0.0,0.3468444119161565,0.3468444119161565,0.0,3457.1337272489736,6956.4761350166345,0,38,0
156,gmoe,99.65315558808385,99.65946753994892,0.006311951865072274,0.3468444119161565,0.3405324600510888,-0.006311951865067722,3457.5610768097113,6956.4761350166345,1,34,0
157,gmoe,99.65946753994892,99.65946753994892,0.0,0.3405324600510888,0.3405324600510888,0.0,3458.161733043629,6956.4761350166345,0,37,0
158,gmoe,99.65946753994892,99.63352678831778,-0.025940751631139847,0.3405324600510888,0.3664732116822054,0.025940751631116643,3459.2749774947833,6956.4761350166345,5,30,0
159,gmoe,99.63352678831778,99.65499966626271,0.021472877944930246,0.3664732116822054,0.34500033373726374,-0.021472877944941682,3458.4494026988305,6956.4761350166345,3,33,0
160,gmoe,99.65499966626271,99.68046015274201,0.025460486479303768,0.34500033373726374,0.3195398472579698,-0.025460486479293942,3458.8324820756075,6956.4761350166345,4,31,0
161,gmoe,99.68046015274201,99.68849305513922,0.008032902397204111,0.3195398472579698,0.31150694486077124,-0.00803290239719856,3458.6713492876606,6956.4761350166345,3,35,0
162,gmoe,99.68849305513922,99.69749233510697,0.008999279967753182,0.31150694486077124,0.3025076648930221,-0.00899927996774913,3456.485377107675,6956.4761350166345,3,33,0
163,gmoe,99.69749233510697,99.7004375829768,0.0029452478698317464,0.3025076648930221,0.29956241702319597,-0.0029452478698261397,3458.3848673567213,6956.4761350166345,2,37,0
164,gmoe,99.7004375829768,99.7004375829768,0.0,0.29956241702319597,0.29956241702319597,0.0,3460.1898024065626,6956.4761350166345,0,36,0
165,gmoe,99.7004375829768,99.70439528168066,0.003957698703857204,0.29956241702319597,0.29560471831932633,-0.003957698703869639,3459.0105199745803,6956.4761350166345,2,33,0
166,gmoe,99.70439528168066,99.70439528168066,0.0,0.29560471831932633,0.29560471831932633,0.0,3460.5316715902727,6956.4761350166345,0,38,0
167,gmoe,99.70439528168066,99.70439528168066,0.0,0.29560471831932633,0.29560471831932633,0.0,3457.7077603320126,6956.4761350166345,0,35,0
168,gmoe,99.70439528168066,99.70439528168066,0.0,0.29560471831932633,0.29560471831932633,0.0,3459.2977010358286,6956.4761350166345,0,34,0
169,gmoe,99.70439528168066,99.70712148558762,0.0027262039069597677,0.29560471831932633,0.29287851441238416,-0.0027262039069421706,3462.280547576117,6956.4761350166345,1,35,0
170,gmoe,99.70712148558762,99.70712148558762,0.0,0.29287851441238416,0.29287851441238416,0.0,3460.9697012067422,6956.4761350166345,0,37,0
171,gmoe,99.70712148558762,99.70712148558762,0.0,0.29287851441238416,0.29287851441238416,0.0,3457.275609545178,6956.4761350166345,0,37,0
172,gmoe,99.70712148558762,99.71164455124946,0.004523065661842907,0.29287851441238416,0.2883554487505385,-0.004523065661845682,3458.497122545437,6956.4761350166345,1,34,0
