t,gdp,real_output,cpi,inflation,unemployment,avg_wage,median_income,income_gini,wealth_gini,poverty_rate,avg_profit,firm_bankruptcies,firm_alive,household_defaults,bank_failures_step,banks_failed_total,bank_capital_ratio,npl_ratio,total_credit,new_credit,credit_growth,policy_rate,financial_stress,stock_index,credit_spread,housing_price,rent_index,housing_affordability,housing_transactions,new_housing_units,energy_price,energy_shortage,renewable_share,emissions,carbon_price,imports,exports,trade_balance,exchange_rate,gov_revenue,gov_spending,gov_deficit,gov_debt,gov_debt_to_annual_gdp,platform_user_share,platform_take_rate,platform_concentration,market_concentration_hhi,insurance_solvency,productivity,welfare_index,truth_price,truth_correctness_index,truth_planetary_stress,truth_cross_resource_throttle,truth_trade_volume,truth_fiat_volume,truth_model_trade_volume,truth_knowledge_trade_volume,truth_verifications,truth_predicates_created,truth_total_predicates,truth_total_verifications,truth_issued,truth_destroyed,truth_household_mean,truth_firm_mean,truth_bank_mean,truth_government_balance,truth_model_competition,truth_audit_pressure,truth_resource_use_fossil_energy,truth_resource_truth_fossil_energy,truth_resource_limit_fossil_energy,truth_resource_use_renewable_energy,truth_resource_truth_renewable_energy,truth_resource_limit_renewable_energy,truth_resource_use_carbon_budget,truth_resource_truth_carbon_budget,truth_resource_limit_carbon_budget,truth_resource_use_water,truth_resource_truth_water,truth_resource_limit_water,truth_resource_use_materials,truth_resource_truth_materials,truth_resource_limit_materials,truth_resource_use_land,truth_resource_truth_land,truth_resource_limit_land,truth_resource_use_biodiversity,truth_resource_truth_biodiversity,truth_resource_limit_biodiversity,truth_resource_use_waste_capacity,truth_resource_truth_waste_capacity,truth_resource_limit_waste_capacity,truth_resource_use_labor_attention,truth_resource_truth_labor_attention,truth_resource_limit_labor_attention,truth_resource_use_data_privacy,truth_resource_truth_data_privacy,truth_resource_limit_data_privacy,truth_adjusted_welfare,angle_price,angle_market_alignment,angle_popularity_index,angle_polarization_index,angle_trade_volume,angle_fiat_volume,angle_model_trade_volume,angle_events_created,angle_total_events,angle_units_issued_step,angle_units_destroyed_step,angle_total_units_issued,angle_total_units_destroyed,angle_moral_arbitrage_volume,angle_household_mean,angle_firm_mean,angle_bank_mean,angle_government_balance,angle_mean_actor_goodness,angle_objective_good_deg,angle_evil_deg,angle_popular_axis_deg,angle_unpopular_axis_deg,angle_model_competition,truth_angle_adjusted_welfare,price_food,output_food,hhi_food,price_retail,output_retail,hhi_retail,price_manufacturing,output_manufacturing,hhi_manufacturing,price_construction,output_construction,hhi_construction,price_housingservices,output_housingservices,hhi_housingservices,price_energy,output_energy,hhi_energy,price_transport,output_transport,hhi_transport,price_health,output_health,hhi_health,price_education,output_education,hhi_education,price_finance,output_finance,hhi_finance,price_digitalplatform,output_digitalplatform,hhi_digitalplatform,price_professionalservices,output_professionalservices,hhi_professionalservices,price_exportables,output_exportables,hhi_exportables,price_governmentsupply,output_governmentsupply,hhi_governmentsupply
10.0,330.4259960146335,158.93029664881902,2.2425986177529396,0.12483798172307152,0.0,2.4823572002494094,1.5189054726334272,0.3837407443028633,0.7127957502002182,0.14,-2.376716106878661,0.0,46.0,0.0,0.0,0.0,0.11201306463205059,0.019542736807749112,4725.524508840048,33.86315459345633,0.007166009726562303,-0.005,0.5281814861140649,16.949512447957872,0.06481814861140649,199.24932702280307,1.3571431773109388,0.8119803012567065,0.0,0.49959919573439004,0.9879779465159716,0.0,0.21950303440686408,12.918955343470849,0.03,24.418692676077537,40.98428012054668,16.56558744446914,0.9746157376054673,107.35218724676379,60.54124405746733,-46.946592220402906,0.0,0.0,0.96,0.1976,1.0,0.5623421791767796,18.546937973549692,1.1114006758658672,0.7686643477057684,50.0,1.0,0.0,1.0,0.01658974353226304,0.829487176613152,8.859620628269868,0.20407089769586423,18.0,3468.0,38925.0,198.0,1171.983936,4206.523902,-17.723920179999997,-1.9684283260869564,9.04146275,85.30355,0.8125053530053701,0.0,9.016383549166658,1.0,120.0,3.805214863382106,1.0,60.0,18.02600534347085,1.0,97.5,19.936379958429015,1.0,82.5,28.55172797339509,1.0,112.5,15.288295056372739,1.0,52.5,11.260011519742783,1.0,48.0,21.780349715021433,1.0,90.0,13.083477580379967,1.0,33.0,6.850292025440591,1.0,24.0,1.2999148830063054,1.0497020959724135,0.7945406719742175,0.4939126299062309,0.2054593280257842,0.8972937183022887,0.7596069769311586,0.28139840516530246,7966.0,90080.0,47.32675487820413,1.212803870819871,208.67336061917703,16.362982672338966,0.7236405260556147,5.007380497735165,5.1442025796348965,5.039311917012399,12.968505502487695,0.8337509952171926,45.0,225.0,135.0,315.0,0.15727812596790136,1.6517019354734142,1.953568830701747,21.072855904761173,0.30477502129280426,1.599629583533156,14.237146803189846,0.2728755827892599,1.812772368212927,26.467404127112175,0.26330583158607845,1.4795054960420568,4.608589001738489,1.0,3.2328318491192576,22.308046897191584,1.0,1.978483257846419,0.0,0.0,2.2823624747919484,9.155232609218293,0.37298551664398727,1.6367375969594207,17.00376175038822,0.559274526360672,4.076030231218855,5.942232290015991,0.5022174547387979,1.9103140473712665,1.085235111887077,0.604389581368356,2.6457867549826846,10.380136271533276,1.0,1.6524310134205475,7.978025006087864,0.6235046518393987,1.9906269597392883,9.855398486769003,0.36946234185556126,1.6228377759578405,8.836232388926017,1.0
11.0,327.7251729869514,143.09617433749943,2.504911082747392,0.11696808466656719,0.0,2.4612339975897157,1.494234289057645,0.3765361762971322,0.7177934175018781,0.14,-2.3633066168926424,0.0,47.0,0.0,0.0,0.0,0.11834513993555563,0.0195093996882754,4733.760303635938,28.539493877362016,0.00602892669817718,-0.005,0.5648638018509333,13.559609958366298,0.06848638018509333,204.53191228204176,1.3695136039406515,0.8290726580281276,0.0,0.1636558961842515,0.9844917336178933,0.0,0.2195715843890025,11.301337581204185,0.03,22.05030387169005,44.684806911895386,22.634503040205335,0.9934713858930316,106.06196778817989,56.389247609662775,-49.791384223119756,0.0,0.0,0.96,0.1976,1.0,0.5616677340196591,18.928564832078006,1.0006725478146814,0.7726058682059811,50.0,1.0,0.0,1.0,0.0007614861123949492,0.03807430561974746,8.260538093845415,0.7449531748792504,18.0,3476.0,42401.0,216.0,1277.620581,4586.544891,-19.48706542,-2.3446321063829787,10.103324,92.712091,0.8111515190980799,0.0,8.529174258503442,1.0,120.0,3.681643420091769,1.0,60.0,16.408387581204103,1.0,97.5,18.084203791886246,1.0,82.5,25.501380923111757,1.0,112.5,13.931732333246178,1.0,52.5,10.185052026402193,1.0,48.0,19.641374701042036,1.0,90.0,12.814504139898792,1.0,33.0,6.309871000970326,1.0,24.0,1.303721020115789,1.0616527643132205,0.7860776788901747,0.5088927619166301,0.21392232110982598,0.8975075556034446,0.7126511371170519,0.3260884077331881,7978.0,98058.0,47.22656474039447,1.2039684355344933,255.89992535954903,17.566951107873486,0.6712657481545423,5.205810276862073,5.330618302698118,5.2571446984586645,14.449568289669635,0.8322226464658238,45.0,225.0,135.0,315.0,0.1658061259935059,1.6502010244197671,2.1678181347122143,18.994712211565584,0.32238829455507917,1.6965750317598232,13.444675317436493,0.2771816867133437,1.8881893381562571,20.65672376832401,0.21345196000606179,1.667213545979136,4.952310991493022,1.0,4.011020589510961,20.235859601050198,1.0,2.0180529230033475,0.0,0.0,2.550391252203801,8.197272647123787,0.401503948868474,1.7274068466817867,16.832489064274753,0.4829762646237907,3.9716947666046383,5.429889605694008,0.5032698378461813,1.5404951644629594,0.9945146947592088,0.6100156384226435,3.189044791529582,8.48962196628346,1.0,1.74202639376232,7.793122279926417,0.6803924409562867,2.1554074633220295,9.53303935081378,0.3721682042833668,1.8136120066948573,7.541942838754702,1.0
12.0,318.26354179850296,134.4651825344009,2.6590689923870423,0.06154226818724824,0.0,2.459203250924716,1.4905101665379652,0.3771599674872541,0.7222081845077424,0.14,-2.478315131621003,0.0,48.0,0.0,0.0,0.0,0.12408428246192493,0.01942187509432541,4755.517442155011,42.255777354678166,0.008885631872591667,-0.005,0.5942161676259924,10.847687966693039,0.07142161676259924,210.21819354217902,1.3827974276149482,0.8394294954370213,0.0,0.15190645494345403,1.0098967086726642,0.0,0.21964014975463353,10.469909614970112,0.03,23.31040115179092,44.73108134673288,21.42068019494196,0.9891978666334004,106.43005429349134,55.96986052446592,-50.5701278199826,0.0,0.0,0.96,0.1976,1.0,0.557069844356337,21.92023761729215,0.9403159617790272,0.8088982810114864,50.0,1.0,0.0,1.0,0.0,0.0,4.577946151764744,0.4449751227664689,18.0,3514.0,45915.0,234.0,1385.115292,4967.544776,-21.235120513333335,-2.7453406458333336,11.31952375,100.15082,0.810478577448752,0.0,8.277315861941855,1.0,120.0,3.61788207897683,1.0,60.0,15.57695961497001,1.0,97.5,16.988688725826663,1.0,82.5,23.976483906702995,1.0,112.5,13.03299364850359,1.0,52.5,9.449571426728221,1.0,48.0,18.56783376820853,1.0,90.0,12.540697325261762,1.0,33.0,5.897639989269345,1.0,24.0,1.3399461387563616,1.0777127882536728,0.7877020281157491,0.5064517377976075,0.2122979718842538,0.8259951129670459,0.622526282610304,0.31640439717646185,8077.0,106135.0,47.500321873790064,1.1753263169614308,303.400247233318,18.742277424834906,0.577636536742824,5.405166658905451,5.509672549281452,5.5093986920454965,15.936873390619331,0.8318296708310385,45.0,225.0,135.0,315.0,0.16192683748644593,1.6873418062504661,2.3676859647429898,16.77315049118475,0.336435034776308,1.8022638212114863,12.016189634569145,0.27753077955375055,2.00475597026929,18.992262017118122,0.21012971556331894,1.831105743070225,4.781098761188896,1.0,4.2245437050933266,19.571479724340893,0.9104932398847954,2.0584139814634144,0.0,0.0,2.6464857958393395,7.441390718332056,0.4216351424948258,1.760596401375504,17.831326281192304,0.4611285299608927,4.020885197382618,4.595176960834802,0.503942775154872,1.2533731660839194,1.1154609506496695,0.6175083166031259,3.7689256623713936,7.37537933336652,1.0,1.8023275117393383,7.49538904604938,0.6822291757543663,2.314544651558164,9.161329849173898,0.3779451112424619,2.020239818536964,7.315548766400451,1.0
13.0,273.2920150288401,135.43352586717458,2.7573995041880104,0.03697930068098644,0.3028169014084507,2.152901123719374,1.5111699691995994,0.3700193030019783,0.7366598955850012,0.13333333333333333,-0.5619126014406888,1.0,49.0,5.0,0.0,0.0,0.09880874721520111,0.13932818894054494,4178.6774661030595,24.958057720723463,0.00597271694768986,-0.005,0.617661547307017,8.678150373354432,0.0737661547307017,216.3278262446236,1.3970030618236569,0.8426729299642569,0.0,0.16213057834348002,1.0169972281460735,0.0,0.21970873050344683,10.160316960418672,0.03,23.943110429162978,44.931158569578336,20.98804814041536,0.9733508603589289,108.45474569360992,99.786678693794,-8.774750327900321,0.0,0.0,0.96,0.1976,1.0,0.5534593993181828,22.30316645044911,1.3543352586717459,0.5576857119330081,50.0,1.0,0.0,1.0,0.0,0.0,12.551923884012776,0.02132897149162788,18.0,3532.0,49447.0,252.0,1492.755262,5351.219346,-22.989707186666667,-3.351820755102041,11.963636,107.656355,0.8091903066207615,0.0,8.209772349594314,1.0,120.0,3.601006157738944,1.0,60.0,15.26736696041857,1.0,97.5,16.958979941501873,1.0,82.5,23.845002061050273,1.0,112.5,12.85456497517927,1.0,52.5,9.154842685198732,1.0,48.0,18.92184664191125,1.0,90.0,12.762601711865717,1.0,33.0,5.842464954538071,1.0,24.0,1.0886047425950842,1.0949367904194451,0.7454816042399289,0.5516300092125026,0.2545183957600719,0.8064442461231671,0.6788971985559762,0.2350135591340201,8127.0,114262.0,47.85324778227584,1.3679052582191054,351.2534950155821,20.110182683053996,0.620033233421544,5.604962750291155,5.407155890913279,5.70678182051555,17.448693928930236,0.8307907674464644,45.0,225.0,135.0,315.0,0.17249277774570101,1.410512320256011,2.503589612832814,14.872442192775564,0.3515208736054168,1.8889231985602277,11.320726337984233,0.2787001295427487,2.1386696987059626,17.83964114175654,0.21057340499669297,1.9607333764984851,4.837101136801552,1.0,4.297997234815524,20.56115175773847,0.8807497565375018,2.099582261092683,0.0,0.0,2.747301557823225,7.14921285216081,0.44724576806479466,1.7763373261448068,25.101205036069217,0.4114145836639749,3.9537015046150286,4.36202375847683,0.5052255389917549,1.032897096633506,1.0753536246352773,0.6280865557512858,4.171480400370331,6.521613610242604,1.0,1.8644721363100385,6.955825584061579,0.6652798171233233,2.433045187762386,8.104142342641847,0.381251751003707,2.098945454739847,6.733086491830062,0.9883834111733578
14.0,281.88390796320675,136.5914133157191,2.4258825375029534,-0.12022812297657282,0.11267605633802817,2.3685256989062093,1.1669660305781124,0.40564528195775784,0.740444414493117,0.15333333333333332,-2.1725862063285146,0.0,50.0,0.0,0.0,0.0,0.1051555839813106,0.13932962297081666,4178.627495322956,17.382655971004528,0.0041598960401377115,-0.005,0.7084036511646644,8.0,0.08284036511646645,222.848532966569,1.4120277491606064,0.9671859128689015,0.0,0.13923612605777422,1.0000750463186774,0.0,0.21977732663512947,10.2278571804372,0.03,23.152541045060605,45.05885314559346,21.906312100532855,0.9659568923921464,102.27611211007951,72.87953166230977,-29.503972948164332,0.0,0.0,0.96,0.1976,1.0,0.553535362588277,23.529465705479925,1.0755229394938512,0.557801568191781,50.0,1.0,0.0,1.0,0.0,0.0,20.63085,1.7662171527819046,18.0,3541.0,52988.0,270.0,1599.385254,5735.430029,-24.74057842666667,-3.80636818,13.2244545,115.559894,0.8056906719279392,0.0,8.245210479704282,1.0,120.0,3.610351819183976,1.0,60.0,15.334907180437098,1.0,97.5,19.089320132990224,1.0,82.5,24.223990334909992,1.0,112.5,12.913386400902532,1.0,52.5,10.318023867067842,1.0,48.0,20.179278464040493,1.0,90.0,13.67198291298626,1.0,33.0,5.892454878607254,1.0,24.0,1.0883706353845748,1.1116119734230536,0.7940628388975979,0.48005863570783525,0.2059371611024034,0.4333127268448736,0.2577960617869614,0.29345567038991727,8133.0,122395.0,47.364867776341484,1.2535286099762457,398.61836279189407,21.363711293030295,0.23191191526402372,5.802925332032595,5.576485010432829,5.932455885377382,19.089337707740427,0.8294257473738278,45.0,225.0,135.0,315.0,0.19601951872786672,1.4392222008292075,2.3872975870260027,26.7978721590342,0.37182617552598335,1.9121712847385377,11.489584064218764,0.27938669470677563,2.3567264169238697,15.609654082211328,0.207447103140424,2.1245754355105153,4.169471311576028,1.0,2.200040119878631,6.610983957704742,1.0,2.1415739063145365,0.0,0.0,2.8497018595142594,6.8651670057066205,0.47887668370164205,2.0072463693117117,36.970521634152234,0.2798691148274302,4.05771942150238,3.611609947940164,0.5063281359359119,0.8834196899216737,1.1328299625876523,0.6440845312679147,4.417534885070021,5.349583251737507,1.0,1.8606672088836351,4.879239812898055,0.655746099354586,2.693880469867127,7.169504894243376,0.3846866481309384,2.21404854304582,5.935391231708431,0.9412438896442705
15.0,278.3223699418491,122.7234853129765,2.4399595906673066,0.005802858525393925,0.07746478873239436,2.2991486339616154,1.256194453630302,0.38828726777264877,0.7432234547253154,0.16,-2.1396948887356038,1.0,50.0,0.0,0.0,0.0,0.11042650051176424,0.14091556112371958,4179.10850510725,26.585964041642832,0.0063616352648303755,-0.005,0.72344316402276,8.0,0.08434431640227599,229.8203428105447,1.4279877614323249,0.9681234291819623,0.0,0.14139933435863228,1.0283385418025406,0.0,0.219845938149366,8.95613764638514,0.03,22.128443804819057,41.59078768277217,19.46234387795311,0.9717906172377915,99.81570534912896,63.65480510281571,-36.2549396916003,0.0,0.0,0.96,0.1976,1.0,0.5470505081859661,22.314696302502924,0.9297233735831554,0.6994739739307576,50.0,1.0,0.0,1.0,0.0,0.0,20.568486393226102,0.3876162371969027,18.0,3533.0,56521.0,288.0,1706.578988,6120.13178,-26.4915774,-4.07050778,14.270621250000001,123.344139,0.8048971353010763,0.0,7.879978462811592,1.0,120.0,3.5175907572530716,1.0,60.0,14.063187646385037,1.0,97.5,16.261242924269514,1.0,82.5,20.954560942028753,1.0,112.5,12.874295012312563,1.0,52.5,9.001768933094878,1.0,48.0,16.920703578692347,1.0,90.0,13.491393411574489,1.0,33.0,5.154539362807372,1.0,24.0,1.2299636874608653,1.125012268198016,0.7923487707469435,0.49779263925413164,0.20765122925305654,1.191723527599915,1.1123659611025327,0.25086445444761196,8111.0,130506.0,47.41207482001829,1.2170645344513478,446.03043761188565,22.580775827481652,0.9887589607216112,6.001422158268688,5.673112284413378,6.151094003427465,20.67453477443974,0.8278070570664334,45.0,225.0,135.0,315.0,0.19818497950185554,1.5795440084689962,2.466645504197093,18.538294684136805,0.2926766062303059,1.9182257507358031,8.94883580821071,0.27560186415026994,2.514239620525296,14.312237290127088,0.2060146550233779,2.219864746850833,3.794478410000307,1.0,1.95814694883356,23.352738448312728,1.0,2.184405384440827,0.0,0.0,2.956628935623437,6.617440617849695,0.5026253904221697,2.3228553548303976,22.798273118230615,0.18617363865701808,4.153300261205918,3.579060765932514,0.5071344530199173,0.7737134612430374,1.0932292370503054,0.6643842326676397,4.381817274710837,4.48424281343813,1.0,1.671486972055298,2.6604765457025077,0.6722068041147626,2.9330522386723343,6.673435045525581,0.3906849372654043,2.345706267685693,5.8707425284595205,0.9612045330526597
16.0,298.81077698694133,103.72828290292252,2.545177539888425,0.043122824502327975,0.14788732394366197,2.26590556959839,1.1273645109121735,0.4019504592561758,0.7461526664695288,0.2,-1.207470546884548,0.0,51.0,0.0,0.0,0.0,0.11635115398231116,0.1405383590372378,4192.165012012898,31.02283224973225,0.0074001934944913856,-0.005,0.7364256488664477,8.0,0.08564256488664476,237.22923747802247,1.444796099272815,1.080909239626816,0.0,0.13690696728947213,1.0377270121853743,0.0,0.21991456504583823,7.680779148830494,0.03,22.059254247379855,40.02535245426468,17.966098206884823,0.9740598507293518,103.70814047438536,73.09881393642789,-30.689974719020185,0.0,0.0,0.96,0.1976,1.0,0.5050300519389016,22.525622103911157,0.8572585363877894,0.5581686698095737,50.0,1.0,0.0,1.0,0.0,0.0,24.72705,0.016055733031032256,18.0,3562.0,60083.0,306.0,1811.56709,6503.258542,-28.24272474,-4.482879078431373,15.12944725,131.457374,0.7999345073110143,0.0,7.453933377986602,1.0,120.0,3.409250416695745,1.0,60.0,12.7878291488304,1.0,97.5,14.813701648307024,1.0,82.5,17.70549827925755,1.0,112.5,11.53139604730941,1.0,52.5,8.539110772882616,1.0,48.0,14.279974410928668,1.0,90.0,11.929014194205687,1.0,33.0,4.499747227691153,1.0,24.0,1.0881621205406753,1.1372820228558393,0.7952554600560948,0.4807546624696037,0.20474453994390562,0.5737303613685474,0.41506240338459377,0.24439137121129,8215.0,138721.0,46.873812069536484,1.080829027143875,492.9042496814001,23.661604854625548,0.36495996159538935,6.199677690116307,5.828061927461508,6.347941839466346,22.36625261566421,0.8261286815627293,45.0,225.0,135.0,315.0,0.20618285046118542,1.4392346988087414,2.314532509298869,23.34557343598201,0.20495686031243274,1.9335979408514616,8.457929350581875,0.27546917823506256,2.718274587520182,11.58246952981924,0.2056602323960036,2.3679459081526923,3.2046018571914665,1.0,2.6137157707087013,15.4784356654621,0.5017162588460846,2.2280934921296436,0.0,0.0,3.0462351834791344,5.53571092399015,0.5156008315635512,2.42212108777457,15.903437938569585,0.1890786351843587,3.8913999610155603,2.509568661288245,0.507077877780008,0.6791710989227571,1.1125800242687343,0.687733842874043,4.293080226406315,3.9133624792637987,1.0,1.5439658003217631,2.3918957582672316,0.6882577968436412,3.065305336387344,5.322556912180222,0.3891222615260475,2.37850904716347,4.970160366057857,0.9057469515833898
17.0,289.85696217279906,100.14419406093404,2.615910291165525,0.027790890878363193,0.2323943661971831,2.2596224106642757,1.0038968138180406,0.4338308962235524,0.7484477095396178,0.06666666666666667,-0.8476701763563997,0.0,53.0,2.0,0.0,0.0,0.10478749014805762,0.17015077481488636,4061.232010850691,34.00794631435195,0.008373800419057671,-0.005,0.7458240651761154,8.0,0.08658240651761154,245.09593494738138,1.4624916930179197,1.1980547777471993,0.0,0.13825767005215467,1.011383236493074,0.0,0.2199832073242255,7.088658636719689,0.03,22.605153508105374,41.948550735280875,19.3433972271755,0.9939087746458051,100.4377858000639,85.28074580941615,-15.231470906333314,0.0,0.0,0.96,0.1976,1.0,0.50833754888436,23.236461485854367,0.9187540739535233,0.43630345937811166,50.0,1.0,0.0,1.0,0.0,0.0,24.02695,0.04591395208407796,18.0,3590.0,63673.0,324.0,1918.256107,6885.645556,-29.986960933333332,-4.725367528301887,15.9429075,139.930299,0.7981756065928644,0.0,7.296558388058064,1.0,120.0,3.369350845597022,1.0,60.0,12.195708636719612,1.0,97.5,14.190682782574967,1.0,82.5,17.418726920323756,1.0,112.5,10.596115341845502,1.0,52.5,7.632418505770754,1.0,48.0,14.42000744350956,1.0,90.0,11.523624873476143,1.0,33.0,4.583294190055965,1.0,24.0,0.9661210200373981,1.1448201907398998,0.7779072030543548,0.5048078166510898,0.2220927969456457,0.7048370791328744,0.46056687902939425,0.3671131718017445,8282.0,147003.0,46.81259180901885,1.1326704458231447,539.7168414903637,24.794275300448692,0.4023049931812688,6.398019273477738,5.859961160587071,6.541866265041265,24.172455561768086,0.826334830374675,45.0,225.0,135.0,315.0,0.20470399171126932,1.306815566426212,2.506492760434777,17.419945460819257,0.18001220674601878,1.8885023249904482,7.898584542014357,0.2781140785181141,2.7323739093323414,10.850248795237489,0.20447582159175334,2.489991297943905,3.1969548423584206,1.0,3.000735180711881,15.732907942687778,0.5000935255509454,2.2726553619722365,0.0,0.0,3.112996465902057,4.929423120620517,0.5594503141910707,2.372902508681756,22.973861013880555,0.20047811609934668,3.5745408202911055,2.1874446203383253,0.5102879547818067,0.6106790422069363,1.0856453699229953,0.7205460277433684,4.1501716788640115,3.319381196334757,1.0,1.289965823569992,1.2056208314943764,0.7023330197395509,3.2451204587512663,4.7144182493441384,0.3923833607819712,2.4182242721197325,4.629758075881075,0.8685512586370929
18.0,275.09310386093455,105.47120920947091,2.41233152586992,-0.0778232976807855,0.24647887323943662,2.133174778420191,0.9004197810224611,0.4290852531501963,0.7506507525187056,0.08,-0.913863688086318,0.0,54.0,0.0,0.0,0.0,0.11094109609400415,0.1699041498007575,4068.335827514648,26.290048652109736,0.006462113691378906,-0.005,0.7712913046919501,8.0,0.089129130469195,253.43224186950695,1.4810737944187589,1.3182232302121901,0.0,0.14856932974479065,1.0222450518952757,0.0,0.22005186498420443,7.649042368537088,0.03,20.55424558361237,41.42370505870117,20.869459475088796,1.0090181443334465,100.65298349065876,86.19880520853698,-14.534493226991415,0.0,0.0,0.96,0.1976,1.0,0.5165783783862993,22.41290777652452,0.9857122356025318,0.3559077753555036,50.0,1.0,0.0,1.0,0.0,0.0,21.011404276059405,0.024453856081564238,18.0,3699.0,67372.0,342.0,2025.259616,7273.170959,-31.74582935333333,-5.1359782222222226,16.8868105,148.490658,0.7961393608334624,0.0,7.330839652987117,1.0,120.0,3.378323076556607,1.0,60.0,12.756092368536995,1.0,97.5,15.62874312786526,1.0,82.5,16.684450104065238,1.0,112.5,12.962756882745907,1.0,52.5,9.445121351564058,1.0,48.0,13.69719167666162,1.0,90.0,10.349514401167816,1.0,33.0,4.203855777272782,1.0,24.0,0.8855217114388498,1.1536804650993029,0.7912261029932538,0.47396722711465133,0.20877389700674676,1.1235804676281076,1.0254565849525035,0.5820170896416229,8590.0,155593.0,46.92371323626729,1.0216578143237731,586.6405547266211,25.815933114772474,0.8888566773679724,6.594109734411031,6.007274364051533,6.755199304420909,25.992735538531573,0.823961933101295,45.0,225.0,135.0,315.0,0.21612743071043147,1.2338516631999963,2.440212842611565,30.95749800591569,0.1848002546174512,1.7149911663214552,6.935584942969154,0.27986228329553947,2.718045783387375,9.465384301708632,0.20338886329294042,2.675797770384011,2.6681330245131383,1.0,2.50282172888684,20.32752129923297,0.5247974419684636,2.318108469211681,0.0,0.0,3.077218431749108,4.7225223582477325,0.6140412926883538,2.353255450931407,14.818104670073904,0.1832551663940385,2.8328248603176434,1.3499464675485042,0.5194878557621028,0.551500852038041,1.099687701669427,0.7577382902281304,3.6738602812199264,3.118430693412243,1.0,1.0793651578168573,1.251663055131758,0.7323853936351827,3.3148493528996057,4.378166207304285,0.39474336559029977,2.400812782582179,4.378566481743482,0.837597089935687
19.0,264.27307409983547,98.1566811080949,2.382936992098412,-0.01218511363644687,0.2605633802816901,2.10724405165788,0.9653505809367128,0.4290445322595966,0.7581581871283853,0.08,-0.9567672441654859,1.0,54.0,1.0,0.0,0.0,0.11889356092152563,0.20025477928317675,3929.5539371563937,31.477765714813202,0.008010518806516743,-0.005,0.7596956118159073,8.0,0.08796956118159073,262.3640157057475,1.500637359829131,1.3236546549807844,0.0,0.14343296283566687,1.0009666174923488,0.0,0.22012053802544906,10.242431312259317,0.03,20.39632369831878,38.08850440145501,17.69218070313623,1.0295017639051958,99.60613848883858,129.34315552985547,29.629471512238155,0.0,0.0,0.96,0.1976,1.0,0.5170567287830553,23.438680031596196,0.9348255343628086,0.4042343901170524,50.0,1.0,0.0,1.0,0.0,0.0,34.09149386393539,0.09384172568487391,18.0,3728.0,71100.0,360.0,2132.679938,7660.555779,-33.50510336,-5.654005814814815,17.7916075,157.046764,0.7938707604935367,0.0,8.085699442901474,1.0,120.0,3.5712418766910043,1.0,60.0,15.349481312259215,1.0,97.5,12.933417844975446,1.0,82.5,17.25396850566486,1.0,112.5,11.016101718078186,1.0,52.5,8.33028367476018,1.0,48.0,13.985718229398765,1.0,90.0,9.897874494151418,1.0,33.0,3.9965828169330546,1.0,24.0,0.9336214661664061,1.160487851650081,0.7939907911023952,0.4667633540022975,0.20600920889760593,0.9787442957341825,0.7970722424183665,0.7331542133834048,8664.0,164257.0,47.29092265088975,1.0588404049504823,633.931477377503,26.87477351972296,0.6868423838173066,6.790488014870802,6.21516368556977,6.961529128244015,27.808779027153847,0.8248508384754896,45.0,225.0,135.0,315.0,0.2204022041660486,1.2837435665991663,2.7076810844337924,19.28339900636188,0.16022097555258308,1.5833476290876778,6.322133382729751,0.2808179991421498,2.693907923913576,9.086344800670236,0.20269384870533594,2.7926619365969323,2.796009993521578,1.0,2.714245336694456,14.98899702488858,0.4007291094826118,2.3644706385959147,0.0,0.0,2.456856860037378,20.12352248949219,0.6760452389983543,2.3722153410966924,11.266170405004392,0.18952225920767327,2.286735323926812,0.8227319189140779,0.5272115381701914,0.4996861179505284,1.0549401549873554,0.8025810703709539,3.333881908538691,2.7698926587847503,1.0,0.8593260274910086,1.1536803911354703,0.79781764472837,3.3668025892607747,4.26646015997241,0.3996483771938243,2.3934878750051256,4.222398721632226,0.8015061414107274
