day,price_index,basic_price_index,broad_money,net_money,total_liability,created_today,destroyed_today,liability_today,events_today,tx_volume_today,unemployment,avg_health,avg_stress,avg_trust,avg_reputation,gini_positive_money,food_stock_ratio,water_stock_ratio,energy_stock_ratio,oxygen_stock_ratio,spares_stock_ratio,media_truth_index,media_manipulation_index,station_safety,orbit_debris_risk,appeals_granted_total,events_disputed_total,lambda_food,lambda_media,lambda_space
15,281.77333059080536,507.5545076567348,8853909.633820565,8853909.633820565,0,4976.739037888663,961.8631122012682,0.0,769,3736.3428269899664,0.06666666666666667,0.7833413570626916,0.4324421850442326,0.6130045363895883,0.6179478144276911,0.1740818047726702,0.0,0.28392436069031546,0.04744254301433352,1.6914243391578858,0.4970525675819555,0.5503580965285341,0.17173789075384807,0.7479720515436195,0.057680674077645114,56,92,9.491912785775787,9.984207800253934,12.004821283638664
16,282.9601233877453,511.06736205089,8858246.22342837,8858246.22342837,0,5136.087472028922,799.4978642225909,0.0,770,3714.061863264618,0.06666666666666667,0.7708264344981066,0.45158762139508796,0.6214872999274037,0.6215648965927663,0.17104419117177572,0.0,0.24366873516053156,0.0,1.6685025762691426,0.4727729604692979,0.8840352133779071,0.05883183487670693,0.7448564813427445,0.053952431159085636,63,105,9.50619632169682,9.9198731618925,11.92746653989456
17,284.7611249574222,513.0474137135152,8862007.618667599,8862007.618667599,0,4608.582957316872,847.1877180903996,0.0,763,2974.8834497156836,0.06666666666666667,0.7581211308371002,0.4711121156076191,0.6300164825906797,0.6246702569537346,0.16763187470572682,0.0,0.17093508640815838,0.0,1.6458100310092867,0.4557476180994678,0.8677667546970624,0.13926583316771954,0.7407183270810913,0.051617565233551,68,113,9.520081469277889,9.855518395984717,11.850087595172107
18,289.25690106575877,515.7160779827212,8865670.713558769,8865670.713558769,0,4539.414838046861,876.3199468781434,0.0,778,2920.603768665368,0.06666666666666667,0.7520598426787689,0.4875324477786969,0.6391524562654897,0.6276838094420231,0.16570877479984114,0.0,0.11169591900461849,0.0,1.6233444112020292,0.4354551325348304,0.8593461008640487,0.09903105134161717,0.7376870777237045,0.04857374396040487,71,121,9.53334878050686,9.790925770380467,11.772422652481282
19,293.2969375895361,518.3897172571183,8868957.71510915,8868957.71510915,0,4390.689095298409,1103.6875449164647,0.0,777,3135.585270036934,0.06666666666666667,0.7459137286106221,0.5046420999539002,0.64422945559221,0.6303452620656126,0.16318932402481212,0.0,0.05195200558101299,0.0,1.6011034475928445,0.41789183168310123,0.6064376092978933,0.12430541326520886,0.7354791912985776,0.045624122626034706,75,128,9.5450394511381,9.725131255603756,11.693312581142619
20,295.3049375932194,518.8065446037168,8871939.586962687,8871939.586962687,0,4103.736842886744,1121.8649893508107,0.0,756,3068.052932334212,0.06666666666666667,0.7336706572928481,0.5249003042341389,0.6489483960620586,0.6327387178148622,0.16128672121869414,0.0,0.0,0.0,1.5790848936197515,0.40189346247167745,0.6291837471539227,0.15308970467776617,0.7302620580262659,0.04241269961582987,78,137,9.555309269361516,9.658328214735905,11.612989877241988
21,297.0493084019426,519.1468507587207,8874224.710635763,8874224.710635763,0,3659.4819550429615,1486.1767012358468,0.0,783,3149.146628214268,0.06666666666666667,0.7123103350037341,0.5390376698231536,0.6583256208622215,0.6343600781689088,0.157443340775836,0.0,0.0,0.0,1.5572865251863894,0.38187564714469774,0.9076067977550929,0.09380290808730847,0.7312672678735198,0.038329569759976964,82,147,9.564876044818028,9.591267988847761,11.532357938971721
22,298.4922863557643,519.3649185719989,8876543.81275123,8876543.81275123,0,3701.504552979491,1382.4024375105876,0.0,791,2771.258959455248,0.06666666666666667,0.6998010145268263,0.5501487079892661,0.666544309302219,0.636164334572399,0.15668844020374428,0.0,0.0,0.0,1.5357061404373609,0.36297366416041077,0.8652193151419388,0.09953166898245568,0.7332450014758694,0.034782790758540114,91,162,9.573831437838464,9.524055646917045,11.451543099269312
23,300.2005004870663,519.7405006428078,8878348.006606037,8878348.006606037,0,3402.591952370762,1598.3980975618842,0.0,772,2699.2272858961514,0.06666666666666667,0.6867258249506043,0.5637306954393357,0.6706261774000524,0.6374919627046459,0.15541654404017025,0.0,0.0,0.0,1.5143415595358227,0.3485341083620631,0.6064060314600443,0.15192469804055347,0.7312087659050439,0.03207472076569608,99,175,9.582281063729285,9.456806886836137,11.37068447107679
24,302.07531690968443,520.2244233501335,8880815.744423907,8880815.744423907,0,3939.059375101811,1471.3215572307322,0.0,804,2833.14139323042,0.06666666666666667,0.683237662159101,0.5699039508426036,0.6794208954240433,0.6394117796555487,0.15327784460021343,0.0,0.0,0.0,1.4931906244433,0.3330332997087939,0.8608008911543171,0.12352893450749333,0.7355308328642944,0.043960934348867525,106,185,9.59012895087485,9.389436518496547,11.289679623430379
25,303.3564229314311,520.5284636810184,8882979.677181607,8882979.677181607,0,3655.320158725119,1491.3874010278432,0.0,783,3585.7505979933376,0.06666666666666667,0.6740163880141292,0.5785679343711876,0.6883562423035661,0.6410724532464143,0.15225583416988964,0.0,0.0,0.0,1.4722511987017024,0.311921649172548,0.8717432083642382,0.07460804640332064,0.7400775472868043,0.03985252093716428,113,194,9.597314106708877,9.321896141588706,11.20847036071976
26,305.3799001167313,521.0354475967797,8884636.741183158,8884636.741183158,0,3323.457290191484,1666.393288639485,0.0,803,2568.5602601085293,0.06666666666666667,0.6746682956473445,0.5882005688330215,0.689678652900927,0.6422844776524008,0.1521066914670286,0.0,0.0,0.0,1.451521167217521,0.29397250710409845,0.43907173498581437,0.1698375942365724,0.7418045735976652,0.03655786587950903,114,198,9.604047051400153,9.254400662966965,11.127315082853142
27,307.13562669817935,521.4975467812865,8886907.441537675,8886907.441537675,0,3740.744813383941,1470.044458867932,0.0,795,2687.5052686004497,0.06666666666666667,0.6716394989310422,0.5953295102425357,0.6982873481713977,0.6440139382385335,0.15045843327078723,0.0,0.0,0.0,1.4309984360481813,0.28053519225735424,0.8952240030530294,0.1042023206690052,0.7510750445110332,0.033165998375858666,116,205,9.61006145273065,9.186702483227831,11.045916081023945
28,309.13053256290726,521.9652732985345,8889452.87986844,8889452.87986844,0,3902.024640932621,1473.5047510950048,0.0,814,2865.9845543058973,0.06666666666666667,0.6787102706645408,0.5969109421768006,0.7077744695787876,0.6459316947911915,0.14806605769298753,0.0,0.0,0.0,1.410680932190535,0.26410793580879,0.8154938639003616,0.09607605790140085,0.7587407503704531,0.029755070230170072,124,219,9.615451664804224,9.118904004365714,10.964396481439731
29,311.9072447810164,522.7882083968603,8891590.521692945,8891590.521692945,0,3656.8694733164457,1519.2276488109917,0.0,790,2643.537154911028,0.06666666666666667,0.6733857332520617,0.6043822790755672,0.7163988567460741,0.6475535611742889,0.14669390452154518,0.0,0.0,0.0,1.3905666033714652,0.2473291808012601,0.8239506779087391,0.09046173759806753,0.7613488779152128,0.026502342152226084,128,228,9.620130999111776,9.050934221287685,10.882670908929244
30,314.71749274161834,523.5043921575212,8894074.105523199,8894074.105523199,0,3973.571144008864,1489.987313754659,0.0,817,3068.267819192962,0.06666666666666667,0.6747735503650318,0.6079087764249658,0.7254258393590499,0.6494816079399112,0.1455310009396824,0.0,0.0,0.0,1.370653417840586,0.22832046004327486,0.8867526197386035,0.07243938688110994,0.7714924987352169,0.02364001750524341,133,239,9.623818447115603,8.98254314791884,10.800438784997656
