day,price_index,basic_price_index,broad_money,net_money,total_liability,created_today,destroyed_today,liability_today,events_today,tx_volume_today,unemployment,avg_health,avg_stress,avg_trust,avg_reputation,gini_positive_money,food_stock_ratio,water_stock_ratio,energy_stock_ratio,oxygen_stock_ratio,spares_stock_ratio,media_truth_index,media_manipulation_index,station_safety,orbit_debris_risk,appeals_granted_total,events_disputed_total,lambda_food,lambda_media,lambda_space
11,258.38264279586355,478.1222761903789,9031671.080086168,9031671.080086168,0,13281.3901876816,1901.036146241191,0.0,1787,9405.622408416966,0.3433333333333333,0.8378004558218082,0.3447758917021955,0.7205894083385231,0.5866361642790721,0.18650757956482789,0.0,0.1615725161754965,0.46107460909935655,1.8801327306978994,0.5328883544354267,0.8616527555068721,0.11665301595445489,0.7127453786582734,0.08071549819814448,51,80,9.398579231071865,10.206203127595073,13.421425941884
12,267.10371720437803,490.8825977607229,9041457.582656417,9041457.582656417,0,12130.160162212049,2343.657591965506,0.0,1824,9265.175138459663,0.3433333333333333,0.8254765428137865,0.36581229115391567,0.7230203603186027,0.5899242983865979,0.19046779160180205,0.0,0.10673967263029827,0.41696189770925407,1.8560776123051583,0.5069506350531288,0.4499860593849191,0.1522334017274023,0.7149811056719322,0.07694491991096683,61,99,9.41981961139948,10.1480840305616,13.47844777642544
13,275.95810526529476,502.3662302515374,9052576.711660013,9052576.711660013,0,13062.799215430856,1943.6702118394785,0.0,1807,9665.306356143243,0.3433333333333333,0.8171315600920512,0.3828300097306522,0.7314552434025565,0.5937308645480457,0.1903124160915799,0.0,0.055475962284328564,0.3714209778004316,1.8322630450963444,0.48445327272633404,0.791182346178666,0.1296742873672699,0.7154220856867375,0.07385773297818715,70,121,9.43801386088443,10.08698900055524,13.531275814870847
14,283.2537193363058,506.55245688389897,9064116.601088867,9064116.601088867,0,13118.324108889516,1943.9972852862643,0.0,1817,10398.189570920562,0.3433333333333333,0.8074521686881215,0.4014021916465701,0.7386099428244476,0.5975480920762688,0.1869861190979245,0.0,0.004338987742590824,0.31505980078156365,1.8086866235596186,0.4626788243560144,0.8104489182592952,0.1708840592603856,0.7145921062892133,0.08569280381390107,82,141,9.453095753404426,10.022924555219001,13.579789388791152
15,290.76373381656697,510.91833437569915,9072574.660668533,9072574.660668533,0,11342.47616557284,2884.4165859052664,0.0,1823,8977.480621156137,0.3433333333333333,0.7836924199240404,0.41727990646122465,0.7485523684737705,0.6003927701907645,0.18500955193554747,0.0,0.0,0.2612255769996974,1.78534596623826,0.44176525076376205,0.8735788251016218,0.09119683127433603,0.7127595678160134,0.08431419646514478,94,163,9.465604206165096,9.956534734593632,13.624738012642952
16,300.34667879758956,517.0618216224017,9080208.79506866,9080208.79506866,0,10779.515487314264,3145.3810871916858,0.0,1829,8644.696681509366,0.3433333333333333,0.7610172165466192,0.4336080779247441,0.7577660548814901,0.6029407702765233,0.18253374549459989,0.0,0.0,0.20363270747988388,1.7622387154901151,0.4217194268086251,0.8542688318274654,0.08628441484843728,0.7122820938079633,0.08223693614017351,101,181,9.475451796202439,9.887790740805665,13.665973913417027
17,303.1920083534501,518.116373460875,9088266.315352973,9088266.315352973,0,11170.926113474692,3113.405829161862,0.0,1840,9406.987265399972,0.3433333333333333,0.7423836881083157,0.4500255353960003,0.7661443767885716,0.6056453870561685,0.1811080405148333,0.0,0.0,0.13908131848537514,1.739362537249452,0.401340831771519,0.8607493583582378,0.13681022135904108,0.7108735544292705,0.0940655373346294,110,194,9.48188963721602,9.815980887332426,13.702392342220458
18,306.49266020707597,519.6387214402628,9095260.676919954,9095260.676919954,0,10197.153375872793,3202.791808891256,0.0,1844,7388.608224715215,0.3433333333333333,0.7259806625916226,0.46358686050697834,0.7758275851204284,0.607938149741324,0.17801546186018102,0.0,0.0,0.1144169410980333,1.716715120791195,0.3868973575627577,0.8548843968693158,0.10562483753330718,0.707540399504146,0.09077689205388653,119,209,9.487315711432512,9.743648955835376,13.737436471592996
19,310.38647472416824,521.2442193874169,9101046.133060867,9101046.133060867,0,9080.528087862207,3295.0719469508012,0.0,1840,5772.181425245969,0.3433333333333333,0.7103082414806347,0.4768200098535184,0.7852013121602238,0.6098134654461973,0.17582028267682648,0.0,0.0,0.10696416748547485,1.6942941784975205,0.3684905938795004,0.8432085913274179,0.09596439031398596,0.7048126638576123,0.0884009342870958,129,228,9.49156546801913,9.670648347779855,13.7708590588694
20,315.21596724236207,523.4261331277813,9106755.678557755,9106755.678557755,0,9042.841363732086,3333.2958668393658,0.0,1845,5881.50827379231,0.3433333333333333,0.6976872470560584,0.4887585605205688,0.7944705050304535,0.6116541145226844,0.1741309839222669,0.0,0.0,0.09919354301076408,1.672097445626783,0.3553203924755919,0.8758080523783554,0.1101349598660805,0.7009674980466598,0.08555845733889408,141,248,9.4944251272936,9.59678766062218,13.80233936702822
21,321.10032164076006,526.0261087843596,9113202.995031778,9113202.995031778,0,9498.31279559595,3355.845400618795,0.0,1868,6580.210915461195,0.3433333333333333,0.6949605621754117,0.49610479269202984,0.8022570817323358,0.6136470438353978,0.17318144259177348,0.0,0.0,0.09170991855812327,1.6501226800847528,0.33677941525163696,0.8197423988171187,0.10035235542488785,0.7024049845164402,0.08126756871162641,149,268,9.49555863120321,9.521759310726031,13.831376040154439
22,327.98114709788774,529.0802963212547,9119881.70530535,9119881.70530535,0,9882.159020785024,3203.4487472161977,0.0,1862,6705.198470997582,0.3433333333333333,0.6904595232591515,0.5043017682952482,0.8111968012237545,0.6158299988344876,0.1734365156773141,0.0,0.0,0.0839237036485844,1.6283676621981429,0.32043379903111924,0.8442849385667004,0.10507186738131664,0.7027206314165855,0.07684474882885135,160,286,9.49458778577201,9.445223994527288,13.857402292418751
23,349.7477871198977,538.6530753434987,9126125.833690077,9126125.833690077,0,9593.257441822949,3349.1290570950996,0.0,1907,6857.153948638087,0.3433333333333333,0.6904012151675166,0.5115627116798862,0.819774406308997,0.6178575865912832,0.17393204145288554,0.0,0.0,0.07638846230010594,1.6068301944903993,0.3047891651133897,0.8664553457337978,0.10077355773043262,0.7042879774278872,0.07292789465025476,170,305,9.491156427926498,9.366875473043434,13.879879116201286
24,363.113762666407,544.6638484824542,9132390.815266399,9132390.815266399,0,9561.016310140876,3296.034733816381,0.0,1854,6719.931359101373,0.3433333333333333,0.6851365995019052,0.519736650638329,0.8288868118188099,0.6198982907068448,0.17516512292583708,0.0,0.0,0.06879895628450956,1.5855081014597332,0.2899922380769369,0.9037666569493398,0.09709768792553866,0.704983114200163,0.06988377453769445,189,326,9.479945282666996,9.281558661659352,13.890990835797254
25,381.65588462038113,553.1335156239275,9138447.30386756,9138447.30386756,0,9412.73708399141,3356.2484828301276,0.0,1879,7171.8370783624505,0.3433333333333333,0.6854206545167573,0.526690166909993,0.8354347347091805,0.6218613639773327,0.1762238494412227,0.0,0.0,0.06162948154390224,1.5643992293593738,0.274706181059393,0.7929802490854083,0.1427695118544565,0.7105580530707143,0.0670579922208038,197,345,9.463975023308622,9.192383543245915,13.895104627921326
26,409.91938165134366,566.0173010404698,9143306.449165687,9143306.449165687,0,8610.582314915946,3751.4370167891,0.0,1874,7239.647205277422,0.3433333333333333,0.6835290444325537,0.5370149132378966,0.8376592694079451,0.623349487277965,0.1783325016137738,0.0,0.0,0.05411837864151714,1.5435014459800178,0.25747826381172856,0.4339729988593294,0.19118640203640644,0.7124994604055169,0.06417550267732519,211,366,9.4414223074869,9.097696460058442,13.889496453969022
27,415.3683393667837,569.0492331670487,9149347.040743059,9149347.040743059,0,9376.901256081685,3336.309678710842,0.0,1887,7200.989183393706,0.3433333333333333,0.6834830433056244,0.5429473621782785,0.846369712292942,0.6253083321002018,0.18010342962628245,0.0,0.0,0.04610922724671403,1.5228126404344553,0.23306059505150659,0.87992981086762,0.09748383311119693,0.7153637398441606,0.05976058551971704,222,386,9.408872786885205,8.994376926808583,13.869075611483277
28,417.54241103970304,571.1168428090393,9155373.960172221,9155373.960172221,0,9081.990733125303,3441.8516533219945,0.0,1880,7480.351039176391,0.3433333333333333,0.679589270998807,0.5508954527428022,0.8547823816295653,0.6271347870790496,0.18171547241930686,0.0,0.0,0.03866138142493857,1.5023307229443486,0.2178449689467813,0.875174447038846,0.09773932530936598,0.7139612035093776,0.058226275622725025,235,410,9.374504502911941,8.890399497659862,13.845832801007461
29,420.19091379329404,575.2642695218008,9160998.785926992,9160998.785926992,0,8966.393348355517,3341.567593588701,0.0,1888,7343.149578129227,0.3433333333333333,0.6794410688800129,0.5582792516724506,0.8611080488579247,0.6289602021109402,0.18407794169995562,0.0,0.0,0.030708282138374017,1.4820536246291427,0.19973868976249748,0.7743228628863246,0.15710332391497073,0.7120071011048623,0.055272862331961006,244,429,9.339494133670087,8.78690186981393,13.821492937626786
30,423.3600648307604,581.5220950330516,9166714.706065908,9166714.706065908,0,8996.807375724064,3280.8872368069487,0.0,1866,6339.54512127748,0.3433333333333333,0.6768853674485003,0.5688286702073987,0.8695576562041072,0.6308006174990104,0.18550655100927504,0.0,0.0,0.023325697813153846,1.461979297297089,0.18452816110959075,0.8769010475238753,0.11964653293439327,0.7101240105507944,0.052770930076229655,251,446,9.303682870977743,8.683739544999252,13.7958143879782
31,430.2390940260394,588.4942201193145,9172566.141280701,9172566.141280701,0,9211.591974384195,3360.156759589904,0.0,1877,6776.647370301757,0.3433333333333333,0.6791377374675431,0.5776490517014993,0.8766758616089043,0.6326976059028944,0.18725670894783697,0.0,0.0,0.015347458805168055,1.4421057132383561,0.16802096103621544,0.8543794870788816,0.13017611003010743,0.7094588095971063,0.05035111814131343,266,472,9.266898408062602,8.580760103960909,13.768533570066172
32,433.64520070392405,591.5768282933716,9178068.385715604,9178068.385715604,0,8720.042030804614,3217.797595906207,0.0,1862,6719.955473289321,0.3433333333333333,0.672867578592195,0.5897442065460914,0.8845620096827995,0.6344610255498017,0.18868633058084572,0.0,0.0,0.007638160953488546,1.4224308650202102,0.1483121296077208,0.8673033508147754,0.06523248405159648,0.7045696273758263,0.04714265350684738,279,491,9.228941192183177,8.477790982713378,13.739344278897631
33,437.6283183002868,593.2107981983776,9183551.878940772,9183551.878940772,0,8718.94619634895,3235.452971180602,0.0,1848,6838.466782990805,0.3433333333333333,0.666403082684139,0.6020545878415927,0.8922592192653082,0.6362241978681679,0.19117970636207193,0.0,0.0,0.0,1.4029527652842457,0.12763081681706007,0.850882632950517,0.07837828395596727,0.6991445573849284,0.04383190853141279,292,509,9.191139449059994,8.376057490920818,13.710216869026368
34,442.129745324312,598.0593514582113,9188409.862265738,9188409.862265738,0,8169.229350256014,3311.246025288022,0.0,1850,6168.513424577914,0.3433333333333333,0.6610429811937628,0.6137646167011127,0.8992558865913147,0.6377558865147356,0.1928792342585166,0.0,0.0,0.0,1.383669446545641,0.11368742935835507,0.847697927764126,0.13206701325784354,0.6925546314889651,0.03958393570353978,304,533,9.153492541876645,8.275544801029769,13.681151209264032
35,447.9804569081867,605.1767368355926,9193814.886416707,9193814.886416707,0,8260.639142910972,3261.8556095171907,0.0,1840,6831.224289321508,0.3433333333333333,0.6542916770865931,0.6258393705113764,0.9062351373422426,0.6393344664453242,0.1949141754590158,0.0,0.0,0.0,1.3645789609944223,0.0994324286399459,0.8827189357712973,0.09115297846645055,0.6878184435728734,0.03690831094794323,311,550,9.11599983642512,8.176238263417412,13.652147168700393
36,454.82273208083086,607.9820312030926,9198913.473868411,9198913.473868411,0,8378.546410750796,3279.9589590472874,0.0,1865,6352.867400823841,0.3433333333333333,0.6518252663768622,0.6360223941991334,0.9135942649027378,0.6409541270358833,0.1966665442379174,0.0,0.0,0.0,1.345679380298716,0.08159247605213792,0.8863230512740868,0.08338039768672963,0.6808790555638102,0.033054311418809545,318,565,9.078660701095123,8.078123404256402,13.623204616702749
37,459.02432786695516,608.2249962792102,9202924.713857785,9202924.713857785,0,7406.475374443108,3395.235385071649,0.0,1841,5874.755698474696,0.3433333333333333,0.6322632365422521,0.6521842786409286,0.9201043096825682,0.6421807451912465,0.19915803277951372,0.0,0.0,0.0,1.3269687954099665,0.06329389178899625,0.8589856097136297,0.09983145683727795,0.6744773796946953,0.03162616691452001,331,585,9.041474506863436,7.9811859234053255,13.59432342291534
38,460.2092165965361,608.4005237829525,9206029.61789347,9206029.61789347,0,6675.154504415144,3570.250468729897,0.0,1824,6154.494611325664,0.3433333333333333,0.6121877710589352,0.6734853274120607,0.9218059606221379,0.6430433455817711,0.20151804508369442,0.0,0.0,0.0,1.3084453163701044,0.047845888875524926,0.5552021178181146,0.2208583447552796,0.6776283387625062,0.028203084062145223,345,612,9.004440627283323,7.885411692324461,13.56550345725876
39,461.7646854161061,608.7654807631366,9210008.69496224,9210008.69496224,0,7298.249529056843,3319.172460285923,0.0,1823,6029.634623699553,0.3433333333333333,0.5931722511472665,0.6896794217480273,0.9279266483094455,0.6442379236798242,0.20339812564127202,0.0,0.0,0.0,1.2901070721206414,0.03004161737629044,0.8518457828147356,0.11629474792704822,0.677836030010339,0.02490233092692139,359,632,8.96755843847397,7.790786752016568,13.536744589929372
40,463.28807075443177,609.135428437166,9214023.952685202,9214023.952685202,0,7378.137809218969,3362.8800862566018,0.0,1829,5926.890502086929,0.3433333333333333,0.5752778666735319,0.7048747996448812,0.934104338837072,0.6454648512087512,0.20589120908554914,0.0,0.0,0.0,1.2719522103136727,0.015976608348255605,0.8907019361342472,0.09515634363556034,0.6765882099131668,0.01986003211306672,372,649,8.93082731910998,7.697297310992369,13.508046691398722
41,464.2963023469291,609.2335157084652,9217867.171979254,9217867.171979254,0,7202.747603829725,3359.528309777766,0.0,1838,6185.127584242141,0.3433333333333333,0.5605021056249874,0.7201410292314901,0.9392453845523744,0.6466235595570305,0.2078826515171437,0.0,0.0,0.0,1.2539788971247736,0.0,0.7960109812801216,0.12449082496023263,0.6752805949267122,0.015539400594385798,382,672,8.894246650410906,7.60492974326046,13.479409632412956
42,466.14018809169346,609.805249966712,9221274.878237583,9221274.878237583,0,6501.749029326319,3525.2967236092104,0.0,1835,4216.748803786786,0.3433333333333333,0.5417182539453502,0.7335456320871935,0.9446042641407738,0.6474977812508249,0.20931134713285315,0.0,0.0,0.0,1.2361853170677637,0.0,0.8697054986835461,0.10884618941377437,0.6711924081116937,0.011769369590106899,397,694,8.857815816130822,7.513670586341334,13.45083328399224
43,468.39579923894763,610.5440600294568,9223131.765382009,9223130.245291173,1.520090834481048,5521.0233633147645,3664.1362188912335,1.520090834481048,1822,3874.8920246038315,0.3433333333333333,0.5254594227837611,0.748419046449177,0.9473348417435183,0.6479445328144614,0.21191010687143108,0.0,0.0,0.0,1.2185696728113238,0.0,0.6205959511308611,0.15164637864536082,0.6686793965138778,0.009247796470345345,412,714,8.82153420254795,7.4235065393052375,13.422317517430178
44,471.21994357457186,611.6360441662355,9225838.663975302,9225832.878360484,5.785614819282264,6252.227544514306,3545.3289512215906,4.2655239848012165,1826,3828.2448126355234,0.3433333333333333,0.5131514230107371,0.7604773703134166,0.9522949725518554,0.6487128340596413,0.21412502249869392,0.0,0.0,0.0,1.2011301849974483,0.0,0.9060744027477179,0.11050926408639401,0.6666056267911667,0.00722905665188499,421,733,8.785401198454313,7.334424460833574,13.393862204293226
45,474.18246996668904,612.8133629019006,9228342.67531153,9228334.665716177,8.00959535285709,6010.508891576183,3506.4975553490667,2.223980533574827,1817,3827.8374873259077,0.3433333333333333,0.5006079892434055,0.7746969219735262,0.9569553277586751,0.6493984102859873,0.21588172839739772,0.0,0.0,0.0,1.1838650920617115,0.0,0.8902239629852206,0.11168068417547758,0.6638962585263855,0.005078469304680265,432,756,8.749416195145443,7.246411367303572,13.365467216420125
46,482.93195328198215,616.7985318321836,9230936.908584515,9230928.898989161,8.00959535285709,6073.22155355963,3478.988280570905,0.0,1820,3744.90781244504,0.3433333333333333,0.50073413263208,0.786566989759249,0.9614302452815662,0.6501400229405081,0.21791054490059647,0.0,0.0,0.0,1.1667726500553322,0.0,0.908876281465543,0.0993241520042129,0.6574294195649502,0.0021655315187738165,444,776,8.713578586410126,7.159454430895929,13.337132425921315
47,490.2676810218055,620.203310701728,9233437.995503051,9233420.392308125,17.603194926205077,5942.97697947517,3441.8900609371476,9.593599573347987,1781,4091.478411789909,0.34448160535117056,0.5010074907473978,0.799073478191353,0.9649075995362852,0.6508995224244893,0.2204924598038045,0.0,0.0,0.0,1.1498511324690166,0.0,0.8719837496167758,0.08206077676250768,0.6596350494358044,0.0006608064763520137,454,791,8.67788776852019,7.073540977725178,13.308857705178362
48,505.27401364001565,627.1814493655816,9236004.14995662,9235982.922397938,21.22755868186806,5959.130512959963,3392.9760593942606,3.6243637556629835,1779,4220.3707409831795,0.34448160535117056,0.5032303785642207,0.8105591700173228,0.9684724104217173,0.6516119942852313,0.22294451144379446,0.0,0.0,0.0,1.1330988300585643,0.0,0.902386994747296,0.07297720699361977,0.6681633134072407,0.0,466,811,8.64234314022033,6.988658485992476,13.280642926843385
49,507.7537027438596,628.1830764342662,9237954.498925505,9237925.585015394,28.91391011223014,5072.382731555578,3608.447233950981,7.686351430362085,1772,4604.274368765069,0.34563758389261745,0.5019282634648492,0.8284064615513205,0.968785706358649,0.6515660318194926,0.22565575143901406,0.0,0.0,0.0,1.1165140506722164,0.0,0.5813434423197291,0.25350148583443893,0.6757691094974985,0.0,480,833,8.606944102717987,6.904794584160566,13.252487963838476
50,508.4147282010987,628.191241512526,9240550.250979824,9240514.668720633,35.58225919167874,5980.206601065231,3384.454546744334,6.66834907944859,1829,5641.199112209057,0.34563758389261745,0.5050062877096736,0.838371753181839,0.972709598586349,0.6523165692799514,0.22789882114727988,0.0,0.0,0.0,1.100095119079732,0.0,0.9001457172147904,0.11218428893125286,0.6805477327322872,0.0,493,858,8.571690059673255,6.821937049150639,13.22439268935514
51,509.17826620817226,628.1992841146118,9241747.923992041,9241707.763706705,40.16028533783563,4590.516552679618,3392.843540463085,4.5780261461569,1689,3167.3737959439886,0.34563758389261745,0.4675169005737876,0.8637149827618317,0.9756173048727379,0.6525167074191436,0.2299803994550822,0.0,0.0,0.0,1.0838403768031724,0.0,0.8503680345334945,0.10158584322249431,0.6843504511362237,0.0,505,879,8.536580417188834,6.740073804560832,13.196356976853709
52,509.97449065027297,628.2072060776663,9242988.773684856,9242941.320506172,47.45317868203607,4608.24070114052,3367.3910083269075,7.292893344200435,1688,3321.624120214678,0.34563758389261745,0.4291067638433224,0.8863995955869922,0.9782415132831527,0.6527299592540676,0.23227352631907827,0.0,0.0,0.0,1.0677481819493784,0.0,0.8978527599559063,0.08477360811549214,0.6933457708045132,0.0,515,894,8.501614583800027,6.659192918906102,13.168380700062778
53,510.73434552373914,628.2150092112751,9243123.962585732,9243066.479763243,57.48282248826028,3693.148573638192,3557.9596727612648,10.029643806224215,1671,3119.9490995431274,0.34563758389261745,0.3907405246442935,0.9085252999887915,0.9781794552411837,0.6525032386455287,0.2351339663276728,0.0,0.0,0.0,1.0518169090441223,0.0,0.5144127391983591,0.19723956816211485,0.7055550155717468,0.0,522,908,8.466791970464783,6.579282603879229,13.140463732978645
54,511.61932812299443,628.2226952978797,9244279.603514818,9244217.723249033,61.880265786654945,4528.705954507115,3373.0650254182797,4.397443298394659,1668,3090.3092690971657,0.34563758389261745,0.35228764814598035,0.9257163477614561,0.9809414054088215,0.6526865312780677,0.23723793410199123,0.0,0.0,0.0,1.0360449488679189,0.0,0.8696826770210094,0.11945033552433368,0.7134215628329549,0.0,531,924,8.432111990553759,6.500331212632679,13.112605949864731
55,512.2900473123859,628.230266093185,9245069.117089234,9245003.445722546,65.67136668654832,4208.609728084743,3419.0961536713617,3.791100899893388,1703,3088.611588555801,0.34797297297297297,0.3165197800769777,0.9416017828066674,0.9828908160742026,0.6522411330536402,0.240291659685264,0.0,0.0,0.0,1.0204307082934774,0.0,0.8195395975699536,0.11368847430342953,0.7173124167067315,0.0,539,943,8.397574059840451,6.4223272380810865,13.084807225251017
56,512.915111847197,628.2377233265611,9246511.731613811,9246437.10205007,74.62956374176278,4188.278929307352,3257.731410743755,8.958197055214448,1659,3595.5928525905056,0.35034013605442177,0.27995927305155943,0.9550943340494039,0.9849076338422234,0.6516413641058938,0.2421073618696914,0.0,0.0,0.0,1.0049726101247805,0.0,0.8690747720470936,0.10399140767521631,0.7221364272602836,0.0,550,961,8.363177596491346,6.345259311224114,13.057067433933485
57,514.0777009158055,628.2450687014364,9247823.025514573,9247737.404342147,85.62117242698527,4545.0273245672515,3233.7334238091285,10.991608685222491,1710,3238.3763740321883,0.35034013605442177,0.24143740644478226,0.9655576713237972,0.9872497829801028,0.6518837198500335,0.244253029186156,0.0,0.0,0.0,0.9896690929377704,0.0,0.928347932237203,0.07738066578413925,0.7348635931583455,0.0,566,983,8.328922021056115,6.2691161994894244,12.900382624726284
58,515.1933781432779,628.2523038956886,9248745.30110889,9248649.81274743,95.48836146091776,4186.988621290055,3264.7130269732565,9.867189033932487,1682,3077.742955114614,0.35034013605442177,0.20288460774489459,0.9745141182861926,0.9887048290072541,0.6519853935298482,0.24624099084260598,0.0,0.0,0.0,0.9745186109226305,0.0,0.8588633313488455,0.0968880295200871,0.7413394142097182,0.0,575,999,8.29480675645787,6.193886805095551,12.745578033229569
59,516.6460873064906,628.2594305620269,9249723.046034668,9249614.62839637,108.41763829772768,4158.525437076649,3180.780511299821,12.929276836809919,1682,2927.8395989457094,0.35034013605442177,0.16448325489515908,0.9818191573594865,0.9906081508273495,0.6521158920153629,0.247967472420896,0.0,0.0,0.0,0.959519633727642,0.0,0.8935115720756355,0.09426803375025233,0.7470422236799988,0.0,588,1018,8.260831227983418,6.119560163434405,12.592631096830814
60,518.2708239958586,628.2664503283702,9250650.460767135,9250529.100279495,121.36048763921416,4121.519660157461,3194.104927691213,12.942849341486466,1693,3272.095267756174,0.35034013605442177,0.12623566781094478,0.9875525591088224,0.9917830431607354,0.6522217019542421,0.25003053959217714,0.0,0.0,0.0,0.9446706463046033,0.0,0.8841465554010023,0.1269684469751515,0.7516940880405396,0.0,597,1043,8.226994863273598,6.046125441473191,12.441519523668845
61,520.0110667801134,628.2733647982184,9251507.595812814,9251370.12345495,137.4723578628968,4035.0358639665073,3177.9008182845714,16.11187022368266,1732,3096.48090849861,0.35034013605442177,0.08811139269223676,0.9911893808755974,0.9929555852570656,0.652309176428581,0.2522950640198811,0.0,0.0,0.0,0.929970148755795,0.0,0.8194962729067671,0.09566337383336992,0.7524228351634362,0.0,614,1066,8.19329709231363,5.973571936175513,12.292221289384818
62,522.0192040276762,628.2801755510188,9252225.225484613,9252065.83459605,159.3908885623636,3908.4811244277485,3190.851452629265,21.918530699466782,1712,2990.781298382247,0.35034013605442177,0.05132639503784627,0.9945483519637085,0.9941558047954279,0.6523341406633723,0.25435624513205757,0.0,0.0,0.0,0.9154166561824748,0.0,0.8200049667098889,0.11281396487515997,0.752784651556369,0.0,627,1089,8.159737347423514,5.901889072941406,12.1447146339122
