month,global_gdp_wk,total_truth_score,positive_truth_score,truth_debt_score,avg_inflation,avg_stability,avg_unemployment,avg_environment,avg_company_reputation,fiat_trade_wk,truth_trade_score,loans_wk,conflicts,frauds_detected,shocks,un_legitimacy,un_audit_strength
11,89842.30753829477,29968.130076909434,70782.17785158202,40814.047774672625,0.050470608807336274,0.5065253626531467,0.4021920905171249,0.5564834476906012,0.7757520838781411,6211.611832645958,336.57305672111545,55.532234295708236,0.0,0.0,0.0,0.6079813668804945,0.6328746193688112
12,89321.63154659922,27578.753890672822,74692.52926278244,47113.775372109536,0.054044140620184256,0.4895816409303328,0.4100988815980401,0.5545284261249325,0.7771100954627868,6296.488395410445,360.14447752297264,26.95768259277481,0.0,0.0,0.0,0.6082342449926771,0.6329499628060099
13,88745.33924013514,25221.58579273367,78255.01498068485,53033.429187951246,0.05766337691616626,0.4708509606526104,0.41733509855189926,0.5525623044606817,0.7785060591315024,6042.319402922108,357.9875535639257,61.51252107293892,0.0,0.0,0.0,0.6084786570125355,0.633025258822675
14,87715.22804128545,22542.897556465847,82150.09455896971,59607.19700250397,0.06403319938122867,0.4527229568571323,0.4239204821589255,0.5506587539446246,0.7798829231791022,5762.525955113523,321.9794545639011,325.4308596583549,0.0,0.0,0.0,0.6087137093742641,0.6331005054309184
15,87060.22201588865,20230.698963188617,85078.41678423945,64847.717821050916,0.06907355267387326,0.43659527837996204,0.42996625219451656,0.5487124372326279,0.78131362935067,5912.502699945973,331.17338415678773,85.80333573559476,0.0,0.0,0.0,0.6089397033308739,0.633175698920742
16,86086.61023884019,17215.744068048465,89197.96278969679,71982.2187216483,0.07239391434737255,0.41899280166441416,0.4355192624473209,0.5468699535701462,0.7826648016800813,6047.8974832333715,310.28182288764566,474.60728159275385,0.0,0.0,0.0,0.6091576389610724,0.6332508373478172
17,85213.37057815577,14197.270502568372,92780.238427054,78582.96792448568,0.07856880086132871,0.3998971283042667,0.4406420802651402,0.5450679311164713,0.7840262957131696,6098.3099890006815,357.61591176201483,219.47569962680777,0.0,0.0,0.0,0.6093667787830481,0.6333259172872826
18,84266.83816236492,11277.702552603847,95757.40096016545,84479.69840756153,0.08190791126354229,0.3795101834711352,0.4453723133129129,0.5432753266612559,0.7853355687256814,5723.469792543739,305.56427981321366,51.78196205221413,0.0,0.0,0.0,0.6095663761170266,0.6334009356890546
19,83506.41759795825,8141.479752471641,98837.76992466714,90696.29017219551,0.08946168078920945,0.3576748569542805,0.4497601505569957,0.5415043106456178,0.7866384719313317,5785.895469807314,319.65964531299954,13.40257528091967,0.0,0.0,0.0,0.609755785247041,0.6334758891123285
20,82740.31264679697,5026.589602219525,101619.04717402718,96592.45757180772,0.09093896728106418,0.3346427523351149,0.453805671937413,0.5397330508820656,0.7879610344623798,5734.177682311177,304.0972084865634,61.822811367959694,0.0,0.0,0.0,0.6099342819032229,0.633550774801004
21,81777.83876025348,1922.1995670078925,104256.0727725415,102333.87320553356,0.09517469391995513,0.3104914886028995,0.45754025325268266,0.5380037216636729,0.7892120420157478,5441.993507913367,299.4059046614087,217.11185722666133,0.0,0.0,0.0,0.6101012676186796,0.6336255898831789
22,80651.26937001245,-1566.2293312661595,107199.71173908873,108765.94107035488,0.10111336293722993,0.28493491089061607,0.46100705262054253,0.5363340259928912,0.7904937615031954,5320.567137626015,284.9518570686151,79.45729292877391,0.0,0.0,0.0,0.6102561827371809,0.6337003306449663
23,80039.79370083206,-4949.660982672831,109911.98250600131,114861.64348867422,0.10917970309320126,0.25814387720075505,0.4641832744221668,0.5347260873096064,0.7913211195027386,5433.7572190896135,310.1575398307823,154.6986324018057,0.0,1.0,1.0,0.610398324526213,0.6337749924607657
24,79028.50026397557,-8582.6949176384,112605.1035849175,121187.7985025558,0.11844435255309718,0.22896175581409328,0.46715572267262856,0.5330838860928965,0.7925666725416121,5267.276891182438,284.5605372451739,475.25113914015697,0.0,0.0,1.0,0.6105270756833964,0.6338495730900755
25,77658.43500503535,-12605.461112269386,116125.84564880889,128731.30676107823,0.12080278824167938,0.2035754583402932,0.46995411705349127,0.5315417086127475,0.79376602350448,5317.279588853105,297.91295427609447,719.5500935839491,0.0,0.0,0.0,0.6106412405916076,0.6339240683782216
26,76546.62340234318,-16350.107237153341,118582.73357590123,134932.8408130546,0.12515713017462515,0.18488471088311095,0.4725743230661259,0.5300110868512141,0.7949900106568815,5411.577467634158,304.05984529841504,185.99297355544118,0.0,0.0,0.0,0.6107427170906274,0.6339984729323825
27,75379.70334399557,-20214.61192350419,120851.10603027864,141065.71795378294,0.13193046734725794,0.16815460799804172,0.47507769116813964,0.5285115389041716,0.796172994332188,5104.366296746502,289.15477277728723,169.70745591692665,0.0,0.0,0.0,0.610834852884371,0.634072783027216
28,74090.18715193596,-24337.54459218113,123490.34955300664,147827.89414518778,0.1395099946346655,0.15115959130683296,0.47742685843950644,0.5269792399676848,0.7973175182692045,4708.529623729473,275.8904208841787,334.5844562669059,0.0,0.0,0.0,0.6109186282250975,0.6341469949163372
29,73033.22309711926,-28371.111133517396,125604.45637926982,153975.5675127873,0.14627662569779246,0.13742350017270555,0.47947633986178695,0.5255260586434147,0.7984215902943297,4789.36987365453,247.54659954243834,288.3522686902809,0.0,0.0,0.0,0.6109939105869274,0.6342211043925265
30,72207.1092593139,-32771.30129414562,128434.50877619642,161205.8100703421,0.15077751266341066,0.12402459831073923,0.4814285543889046,0.5240723321243415,0.7995210467443384,5103.4661152555755,283.62644984417204,532.66534859405,0.0,0.0,1.0,0.6110623293646976,0.6342951082279927
31,71224.42900359043,-37241.98351759138,131146.06232508214,168388.04584267366,0.15682859016952488,0.11005404952690079,0.4833052392438044,0.5226785155683128,0.8005907042306637,5026.648372602437,291.1857038995254,452.7855969468851,0.0,0.0,0.0,0.6111240530861216,0.6343690041995655
32,69735.31073373363,-41635.38093606542,133327.10275084423,174962.4836869097,0.16398487111246976,0.09559227605557878,0.4851066794848603,0.5213209540028523,0.8016172291582462,4760.55832757058,263.1209594477958,338.101953877006,0.0,0.0,0.0,0.6111787958618197,0.634442789404129
33,68548.28829884049,-46330.94891335091,135832.11573239436,182163.06464574524,0.1688493681539717,0.08184998482336842,0.4868396076976723,0.5200069186534109,0.8026801380628525,4827.547769765413,271.74645895799307,408.5618670200635,0.0,0.0,0.0,0.6112263120145179,0.6345164588171185
34,67472.93683572127,-51064.093904287816,138014.0515407423,189078.14544503,0.17473859488802565,0.07350401898726089,0.4884832846319754,0.5186604170933259,0.8036923197627818,4959.363254308082,286.5140242175555,252.05794173361943,0.0,0.0,0.0,0.6112669612213801,0.6345900086599825
35,66224.3907066142,-55810.59619846501,139959.32393296933,195769.92013143413,0.1789998294694659,0.0648897997643872,0.49001359696841623,0.5173631431471605,0.8047336762965408,4558.327106210856,249.42816172637913,258.7178216831184,0.0,0.0,0.0,0.6113034415821075,0.6346634358843857
36,65134.35655271952,-60690.35123241391,141778.68847491508,202469.03970732915,0.18678816072232665,0.05588232902522271,0.4914796910967833,0.5160779630661578,0.8057772280423318,4465.598801350762,253.40032830763354,113.80691150061124,0.0,0.0,0.0,0.6113356189079548,0.6347367366872143
37,63872.19176055221,-65956.31560430476,144733.87224977388,210690.1878540784,0.196936973835185,0.04655072724116551,0.4928588634142014,0.514756935993306,0.8067930054031813,4371.493336959279,245.00423590966946,1074.2028937298396,1.0,0.0,0.0,0.6113632965120432,0.6348099079047517
38,62599.06735821209,-71110.1824091059,146416.31727036068,217526.49967946645,0.20577558861282952,0.038699794970023974,0.4941727689550381,0.5134796747775083,0.8077927190719549,4228.07724264857,235.7652726657417,160.48459500531686,0.0,0.0,0.0,0.6113859156177204,0.6348829455431392
39,61245.886876210425,-76246.68837204778,147936.72887240147,224183.41724444943,0.21598830241757785,0.03275134443099063,0.4954842342184147,0.5122044173645754,0.8087629424159589,4099.74017659041,251.70378384827688,85.12248448320648,0.0,0.0,0.0,0.6114046191011311,0.6349558456928123
40,59815.59159788362,-81304.86575668197,149105.8675779112,230410.73333459324,0.22214503780318165,0.03141248282620393,0.496767407073139,0.5109303288672137,0.8097111804188645,4066.9748358336874,237.10768235915418,33.65865328705198,0.0,0.0,0.0,0.6114203580554833,0.6350286043574432
41,58697.491056666164,-86512.20922694114,150493.14164541353,237005.35087235481,0.23082229767110565,0.030112025426429656,0.49800820730375783,0.509675898975579,0.8106581663391023,4050.468835189017,257.2176706509042,221.60097965506546,0.0,0.0,0.0,0.6114354371298012,0.6351012175661357
42,57805.46200164543,-91856.25926113669,151750.54256174254,243606.80182287935,0.23766526811425356,0.028793383770589518,0.49913610007786857,0.5084502095603894,0.8115706282852544,4109.3653014259025,225.5485030734041,99.09681373338769,0.0,0.0,0.0,0.6114498753829256,0.6351736826631709
43,56481.18892849313,-97461.65879209594,153294.8394939576,250756.49828605374,0.24571905410651468,0.027453416455879145,0.5004007839825717,0.5071866730608349,0.8124503222000766,3966.000189402234,252.28056081907351,184.3451667177409,0.0,0.0,1.0,0.611463663581616,0.6352459978378913
44,55064.61494608823,-102958.24653576709,154305.559950557,257263.80648632415,0.2535290309556124,0.026090092471825265,0.501521859018775,0.5059640200010976,0.8133250095966328,3532.7748221730903,205.8998313572809,75.95257625409147,0.0,0.0,0.0,0.6114767909240469,0.6353181595049844
45,53724.917065646645,-108612.58639100876,155620.29173677767,264232.8781277864,0.2633248766831446,0.024683581258997334,0.502570694375687,0.5047498948417191,0.8141500468515386,3591.6943220098183,207.11733883452982,249.94654585986612,0.0,0.0,1.0,0.6114892455949728,0.63539016372636
46,52627.14559297568,-114374.31512016898,156712.5663000357,271086.88142020477,0.2664718531474903,0.02233700040686701,0.5036048073747075,0.5035188900784533,0.8149574571351724,3670.8129958703807,210.45413137633503,93.31785976326816,1.0,0.0,1.0,0.6115010058659218,0.6354620070298306
47,51395.200883638805,-120044.74478202823,157705.28359246798,277750.0283744965,0.27505213762345615,0.020891301966695388,0.5046309039838563,0.502265417659746,0.8157559164157306,3624.1833524162917,227.93611655857242,295.2681563089336,0.0,0.0,0.0,0.6115112894351669,0.6355337917574296
48,50281.3250587918,-126078.8328951781,158975.0218964492,285053.8547916273,0.2837186725864953,0.01942398314359531,0.5055866327792262,0.5010185866326166,0.8165536003369896,3658.189207297712,207.1944783456043,169.26355143711558,0.0,0.0,0.0,0.6115208634291561,0.6356054089970647
49,48975.799397225965,-132624.25325818697,161353.62376439618,293977.8770225836,0.29027278295753833,0.017933099264680515,0.5065038795269066,0.4997604677901362,0.8173798038206995,3526.0133042192933,200.72635703523463,1060.0163042175063,1.0,0.0,0.0,0.6115297168385888,0.6356768560496558
50,48077.115330066925,-138761.6906212091,162245.40782083184,301007.09844204126,0.3000457332139057,0.016404763918819298,0.5074250487765141,0.49850853099561293,0.8181611396147798,3349.5481597233697,207.2819454124581,151.36033681650716,0.0,0.0,0.0,0.6115368411251463,0.635748129436464
51,46782.02342577699,-145148.26736373114,163334.01233078388,308482.27969451516,0.3072503078231624,0.0148459403386395,0.5083185298305861,0.49722346850848215,0.8188869783828158,3300.9371587191968,191.5633244257234,325.6767146947037,0.0,0.0,0.0,0.611543228877977,0.6358192273308344
52,45687.04945324781,-151447.48904446352,164072.74607149456,315520.2351159584,0.31357025331722405,0.013262578935530957,0.5092050837918346,0.49604079457772543,0.819640054837573,3182.776336240053,193.0810837335634,78.59747995694782,0.0,0.0,1.0,0.6217377134690165,0.6613622688822365
53,44495.96424727219,-157921.3848233868,164928.2485270793,322849.63335046585,0.3189331017070593,0.011646094867756545,0.5100949002659018,0.4948222206234592,0.820412319952724,3012.190214601696,167.53220665246283,312.381839500918,0.0,0.0,0.0,0.6217425841599378,0.6614334067522396
54,43270.95574289728,-164486.49504537747,165635.55909048175,330122.05413585895,0.32544599718501677,0.010009206540109708,0.5110050725252369,0.4936108552565899,0.8210845462037915,3140.0332522733083,187.21681546364235,75.4374156745441,0.0,0.0,0.0,0.6217466730178034,0.6615043585338353
55,42023.58391401609,-171133.85612470712,166511.49190290325,337645.3480276099,0.33194177155968085,0.01,0.5119211185313327,0.49238170395213054,0.8217600899593153,2958.020732461999,178.23692585821166,283.6279135040078,0.0,0.0,1.0,0.6217499694443487,0.6615751211069741
56,40987.927893825996,-177996.58691228513,167450.5135113651,345447.1004236506,0.33714259623548204,0.01,0.5125892297810045,0.49114445230893433,0.8224694555523845,2928.526240735384,170.93475701243983,274.1237416754583,0.0,0.0,0.0,0.6217532868902749,0.661645691224305
57,40065.61757760918,-184869.71885406465,168217.64186676237,353087.360720827,0.34386501275602327,0.01,0.5132331406608319,0.4899164008435056,0.823154413008147,2907.0157039512205,184.36953997435296,246.52559157235817,0.0,0.0,0.0,0.6217566295745122,0.6617160665084877
58,38890.31067045328,-191885.4398014422,168902.18208821982,360787.62188966194,0.3466144599803326,0.01,0.5138534260355273,0.4886533431334924,0.8238506243481816,2734.008596780241,171.15403261329925,127.52590607638815,0.0,0.0,1.0,0.6217599971184858,0.6617862450581102
59,37797.106907311594,-198969.7846999558,169757.43002720468,368727.2147271608,0.3501915740771993,0.01,0.5144680285180758,0.4873879985372037,0.8245375724015213,2645.7769791139585,164.6502718626253,402.25995709750447,0.0,0.0,0.0,0.6217633891493,0.6618562239152408
60,36749.18727404454,-206263.26891142377,170357.36649702597,376620.6354084498,0.3516292049427689,0.01,0.5150766418904834,0.48342557828952215,0.8252194098584461,2688.976136548877,164.68116167381112,144.72629080311333,0.0,0.0,1.0,0.6217668052996519,0.661926000471052
61,35566.81955654363,-213507.18115874627,170763.5646003824,384270.745759129,0.3556810879272575,0.01,0.515669011266996,0.48222502497903297,0.8258774698945504,2553.848455143061,159.927118179889,105.77919998500228,0.0,0.0,0.0,0.6217702452077485,0.6619955720664976
62,34588.272823606705,-220932.29354733654,171235.78976000633,392168.0833073428,0.36090430679711655,0.01,0.5162884422726883,0.4810168763169448,0.8264845865422696,2473.042230774486,159.51877974757346,75.78056163351872,0.0,0.0,0.0,0.6217737085172237,0.662064935740179
63,33710.20029244396,-228546.7385709246,172011.56404320346,400558.30261412857,0.36908760518982386,0.01,0.5169026551673859,0.4797866724212685,0.8270802734671635,2384.1682609995464,146.71852513949926,319.5451626745191,0.0,0.0,0.0,0.6217771948770567,0.6621340893494658
64,32776.80977933622,-236204.72595409356,172337.2292232333,408541.95517732686,0.37375044756324144,0.01,0.5175255367613739,0.4785533999067494,0.8277187818822457,2375.6264662671524,157.57752941779827,115.90494439997434,0.0,0.0,0.0,0.6217807039414923,0.6622030311577995
65,31919.60494251665,-243973.21666813537,172703.2663978989,416676.4830660339,0.3796155122681185,0.01,0.5181366519465825,0.4763562331104837,0.8283101032627449,2429.4177159837923,157.29035285189107,80.60200328241265,0.0,0.0,1.0,0.6217842353699613,0.6622717592055084
66,31029.25446941953,-251854.45789708133,173229.82522878295,425084.28312586417,0.38625007421061786,0.01,0.5187665174990088,0.4751247379350868,0.8288782469743289,2155.458833919518,133.81257709555484,297.4173302503931,0.0,0.0,1.0,0.6217877888270033,0.6623402718111311
67,30074.89025097676,-259854.51663460842,173356.67727605317,433211.19391066174,0.3901579653341353,0.01,0.5193958189621363,0.4720486187832887,0.8294336885845115,2173.040219680192,134.0346932058706,2.282927045639469,0.0,0.0,1.0,0.6217913639821896,0.6624085671704446
68,29225.58369438639,-267903.316666434,173510.69195265757,441414.008619092,0.3924000292436399,0.01,0.5200231570010713,0.46925392693493295,0.8299608309376467,2090.782719404883,148.44518522324634,283.85743529661994,0.0,0.0,1.0,0.6217949605100481,0.6624766430590145
69,28323.834095534752,-276137.88506560365,173744.52416603352,449882.4092316365,0.39386516319933584,0.01,0.5206515479974787,0.4680617714708815,0.8305150480266141,2058.488841922587,137.27844230643166,76.65898753885632,0.0,0.0,0.0,0.6217985780899888,0.6625444975972358
70,27370.8392176079,-284430.565426335,173933.1169314916,458363.68235782644,0.3965717396948317,0.01,0.5212567739802818,0.4669788848167944,0.8310522518403021,2001.9150640336923,139.1552577584176,90.58297614011884,0.0,0.0,0.0,0.6218022164062305,0.662612128947378
71,26639.953739721328,-292906.69204700604,174468.7939146026,467375.485961608,0.4020208302463141,0.01,0.521840734630591,0.4661301203421488,0.8315236949080096,1863.1917807122784,123.9805204985264,381.62239333433945,0.0,0.0,0.0,0.6218058751477284,0.662679535042463
72,25803.631795182126,-301467.5817105014,174584.9898215353,476052.571532037,0.40501137788239894,0.01,0.5224129813962884,0.4652582229729995,0.8316702228521328,1894.0698786689586,131.5772212863109,97.47004231582186,0.0,1.0,0.0,0.6218095540081039,0.6627467147093932
73,25175.094732011454,-310207.7369712299,174877.2778473773,485085.0148186075,0.4082901140711898,0.01,0.5229790092418938,0.4643954197746091,0.8321836918206797,1849.1985443432195,128.724965554002,141.63157476683276,0.0,0.0,0.0,0.6218132526855737,0.6628136663651233
74,24297.13166699002,-318978.62317694,174784.47793906173,493763.10111600126,0.40895902982568944,0.01,0.5235618258091762,0.4635523703356215,0.8326700429059973,1764.1649305622861,120.02059743703732,79.20539115691909,0.0,0.0,0.0,0.6218169708828816,0.6628803892664838
75,23504.440201037563,-327953.01276569715,175000.80229554078,502953.81506123755,0.4090367544566856,0.01,0.5241487262899245,0.4627035747213068,0.8331504828024507,1703.9513456927393,115.71468608469739,155.84610514715268,0.0,0.0,0.0,0.6218207083072298,0.6629468816618355
76,22665.727510090714,-337072.36588805955,175085.75858333867,512158.1244713982,0.41026444365727793,0.01,0.5247406915962405,0.46186720698133743,0.8336833882482576,1628.8638000466474,109.83233283087186,50.19741146154067,0.0,0.0,0.0,0.6218244646702128,0.6630131421193587
77,21894.976098604475,-346231.2676528535,175188.01191666015,521419.27956951386,0.41322912214666807,0.01,0.5253114125127205,0.46105454296530124,0.8341586945519838,1611.1668124377156,119.23025905143037,207.40837145337912,0.0,0.0,0.0,0.621828239687751,0.6630791690347788
78,21107.07112879579,-355621.55166879226,175240.92803414539,530862.4797029382,0.4137277651808459,0.01,0.5258867585076161,0.4602291561879143,0.8346038501732561,1609.366305135073,106.21403147945706,37.628892029439456,0.0,0.0,0.0,0.6218320330800262,0.6631449610801786
79,20168.451654300756,-365116.4993434521,175254.7457595135,540371.2451029656,0.40673254274382487,0.01,0.5264570920836791,0.45937992662821425,0.8350403991328957,1511.9352642694944,119.14979002624985,41.36334426914627,0.0,0.0,0.0,0.6218358445714173,0.6632105168355129
80,19503.904202470887,-374767.5748885941,175277.84893114213,550045.4238197359,0.4058706146346006,0.01,0.5270346536239161,0.45860487166934,0.8355149656078765,1432.1626850013133,103.96589191707405,76.37682501520216,0.0,0.0,0.0,0.6218396738904374,0.6632758342736239
81,18893.936462946345,-384556.53444536723,175167.390029341,559723.9244747079,0.4072624037889062,0.01,0.5276854837927182,0.4577693246597261,0.8359127851378702,1457.9728281135483,103.98715961313042,13.040342870848647,0.0,0.0,1.0,0.6218435207696722,0.6633409124871187
82,18234.365045080205,-394618.67507379,175668.3397231017,570287.0147968911,0.4064293619772932,0.01,0.5282304314773514,0.4569590123400237,0.8363452520264019,1318.9119160554187,96.8425353569944,502.99851123447917,0.0,0.0,0.0,0.6218473849457186,0.6634057507642046
83,17613.71313089201,-404731.3671443491,175726.9901574619,580458.3573018122,0.4093174105420779,0.01,0.5288303818758574,0.45614566534078577,0.8367965793200471,1325.7987487196572,91.17708646853661,211.37677501584864,0.0,0.0,1.0,0.6218512661591242,0.6634703481990794
84,16971.738006856318,-415005.969432003,175742.94285118039,590748.9122831832,0.41354487528183476,0.01,0.5294204312446336,0.45532191353111884,0.8372131302630533,1278.6774491958492,93.26651098938584,155.2373087977543,0.0,0.0,0.0,0.6218551641543287,0.6635347040342944
85,16293.801259241194,-425607.2867489417,176208.60914619616,601815.8958951377,0.4080771460548145,0.01,0.5300191521578952,0.4544745305953992,0.8375686689517348,1264.0074694507532,94.27221781809332,490.08520865021654,0.0,0.0,0.0,0.6218590786796052,0.6635988174258173
86,15671.766716798991,-436197.3983566775,175965.59006699058,612162.9884236678,0.4037089567737003,0.01,0.5306213272813181,0.4536449076836158,0.8379173146997907,1210.6541435135894,93.97941862741006,26.531300368610072,0.0,0.0,0.0,0.6218630094870026,0.663662687371113
87,15061.536648698238,-447001.1833957462,176038.86288949952,623040.0462852461,0.40023888893490545,0.01,0.5312248219699822,0.45279846662297885,0.8382818606711097,1118.723206266833,85.23840754428932,188.43834707114343,0.0,0.0,0.0,0.621866956332289,0.6637263131024036
88,14481.052492605111,-457872.29533257586,175816.6685044807,633688.9638370569,0.39587807135204267,0.01,0.5318467842347182,0.45193729066749244,0.838582905216175,1054.1602574894478,80.14161168861581,45.633034844739306,0.0,0.0,0.0,0.621870918974896,0.6637896938863801
89,13898.701088775006,-468962.40988919593,175752.0052589503,644714.4151481463,0.3921648636569685,0.01,0.5324790594835923,0.4511049792930077,0.8389077249527199,1047.8162398392883,84.58600178159054,118.7156880055282,0.0,0.0,0.0,0.6218748971778639,0.6638528291109389
90,13381.627489724575,-480195.0685916472,175577.5526159062,655772.6212075532,0.3927286488467652,0.01,0.5331310732687293,0.4502804934858978,0.8391850227873231,1002.1552188962601,76.54883400122628,84.1396448350729,0.0,0.0,0.0,0.6218788907077873,0.6639157181524773
91,12815.100561488838,-491539.920031798,175230.70280814834,666770.6228399471,0.3965665174202024,0.01,0.533787011025733,0.44946028829972096,0.8395013313529819,957.7278301858676,75.76638224011785,7.361076879835468,0.0,0.0,0.0,0.6218828993347619,0.6639783606422913
92,12324.89309569038,-503129.3242449724,175102.30941603164,678231.6336610042,0.401438940032504,0.01,0.5344318144180291,0.44862742286339147,0.839801340336703,926.87132729333,79.06564713151963,139.7927826532265,0.0,0.0,0.0,0.6218869228323319,0.664040756019586
93,11768.831232247443,-514972.3332289493,175204.79844376835,690177.131672718,0.4027110322785638,0.01,0.5350706612308186,0.4478267643067983,0.8400905668469681,873.6197589825407,68.96104774369124,260.29379404017993,0.0,0.0,0.0,0.6218909609774383,0.664102904019046
94,11223.591257547954,-526979.024923002,175213.2671890549,702192.2921120573,0.40879449495751985,0.01,0.5357054336354353,0.4469844009397619,0.8403456074311282,823.564344397695,71.87876620922006,309.61111409458516,0.0,0.0,0.0,0.6218950135503681,0.6641648041067372
95,10682.111418436632,-539150.4509113858,175016.21330601722,714166.6642174028,0.414082976659449,0.01,0.5361199884054257,0.4461712821306408,0.8406582939122481,805.1818781083099,59.9584697552232,92.77324390182784,0.0,0.0,0.0,0.621899080334704,0.6642264557907682
96,10152.916276023001,-551426.7579671158,174650.09070568284,726076.8486727985,0.4134487166682618,0.01,0.536384106481681,0.4453747161005236,0.8409450558973524,752.4833743568424,62.566888957770054,21.667683647169078,0.0,0.0,0.0,0.6219031611172748,0.6642878585734869
97,9712.257226609756,-563917.6622342607,174339.13850272394,738256.8007369844,0.4105626542894012,0.01,0.536653062233409,0.44456426786740705,0.8411660560805967,765.4551620487222,63.135736589471996,38.54195965561357,0.0,0.0,0.0,0.6219072556881071,0.6643490120098104
98,9281.424030390051,-576611.1842750261,174048.62951123726,750659.8137862628,0.41107038135027013,0.01,0.5369216298317603,0.4437428439697786,0.841447285527727,683.8312490410175,67.23444143024481,33.12776801508665,0.0,0.0,0.0,0.6219113638403769,0.6644099160070677
99,8827.186765408907,-589501.2856057594,173699.3324979211,763200.6181036806,0.40964583344195443,0.01,0.5371891773415917,0.44295261546968334,0.8412283797048971,684.3792486843397,56.536093910557206,60.390129075738145,0.0,1.0,0.0,0.6219154853703627,0.6644705705123722
100,8416.667424702095,-602573.190049839,173307.53066282376,775880.7207126624,0.4100244085707899,0.01,0.5374700528636894,0.442136147822722,0.8414684257248479,650.5813607352194,57.75176801157897,44.59595948031434,0.0,0.0,0.0,0.6219196200773986,0.6645309753713086
101,8014.838735891341,-615869.2182493119,173022.5498061508,788891.768055463,0.4106023005541217,0.01,0.5377312565228755,0.4413343891117806,0.8411699944611751,598.9699208666326,57.2623885242063,129.63290103406123,0.0,1.0,1.0,0.6219237677638291,0.6645911305966321
102,7633.245535139937,-629390.9847419503,172686.78705818093,802077.7718001318,0.40425620343539764,0.01,0.5379875988380317,0.44051465689696423,0.8414277229328909,581.2646625198046,53.67108199830622,22.562917834647962,0.0,0.0,0.0,0.621927928234963,0.6646510362275923
103,7295.504827524603,-643094.2192734986,172295.37221155726,815389.5914850563,0.3969267176340322,0.01,0.538242431627538,0.43970316877740845,0.8416726531631454,554.418642715459,50.16487263405089,19.383245910241776,0.0,0.0,0.0,0.62193210129903,0.6647106923853107
104,6940.559751008423,-656996.6540824166,171885.84008885914,828882.494171276,0.3952132839149226,0.01,0.5384879065450728,0.4389015830200326,0.8419143936634736,526.4790477149058,47.74627857576768,11.878035390332455,0.0,0.0,0.0,0.621936286767136,0.6647700993626344
105,6589.511166672012,-671127.430403873,171488.0374039071,842615.4678077807,0.39639062423471627,0.01,0.5387227187371706,0.4380816638598568,0.8421298035132326,479.1901303613802,45.48428720518735,4.653648457962639,0.0,0.0,0.0,0.6219404844532204,0.6648292573772083
